Fecha y Hora;HE-801 - Caldera Mixta
2025-05-07 18:36:26;5324.00
2025-05-07 18:36:25;4474.00
2025-05-07 18:36:24;3624.00
2025-05-07 18:36:23;2774.00
2025-05-07 18:36:22;1924.00
2025-05-07 18:36:21;1074.00
2025-05-07 18:36:20;224.00
2025-05-07 18:36:19;626.00
2025-05-07 18:36:18;1476.00
2025-05-07 18:36:17;2326.00
2025-05-07 18:36:16;3176.00
2025-05-07 18:36:15;4026.00
2025-05-07 18:36:14;4876.00
2025-05-07 18:36:13;5726.00
2025-05-07 18:36:12;6576.00
2025-05-07 18:36:11;7426.00
2025-05-07 18:36:10;8276.00
2025-05-07 18:36:09;9126.00
2025-05-07 18:36:08;9976.00
2025-05-07 18:36:07;9172.00
2025-05-07 18:36:06;8322.00
2025-05-07 18:36:05;7472.00
2025-05-07 18:36:04;6622.00
2025-05-07 18:36:03;5772.00
2025-05-07 18:36:02;4922.00
2025-05-07 18:36:01;4072.00
2025-05-07 18:36:00;3222.00
2025-05-07 18:35:59;2372.00
2025-05-07 18:35:58;1522.00
2025-05-07 18:35:57;672.00
2025-05-07 18:35:56;178.00
2025-05-07 18:35:55;1028.00
2025-05-07 18:35:54;1878.00
2025-05-07 18:35:53;2728.00
2025-05-07 18:35:52;3578.00
2025-05-07 18:35:51;4428.00
2025-05-07 18:35:50;5278.00
2025-05-07 18:35:49;6128.00
2025-05-07 18:35:48;6978.00
2025-05-07 18:35:47;7828.00
2025-05-07 18:35:46;8678.00
2025-05-07 18:35:45;9528.00
2025-05-07 18:35:44;9620.00
2025-05-07 18:35:43;8770.00
2025-05-07 18:35:42;7920.00
2025-05-07 18:35:41;7070.00
2025-05-07 18:35:40;6220.00
2025-05-07 18:35:39;5370.00
2025-05-07 18:35:38;4520.00
2025-05-07 18:35:37;3670.00
2025-05-07 18:35:36;2820.00
2025-05-07 18:35:35;1970.00
2025-05-07 18:35:34;1120.00
2025-05-07 18:35:33;270.00
2025-05-07 18:35:32;580.00
2025-05-07 18:35:31;1430.00
2025-05-07 18:35:30;2280.00
2025-05-07 18:35:29;3130.00
2025-05-07 18:35:28;3980.00
2025-05-07 18:35:27;4830.00
2025-05-07 18:35:26;5680.00
2025-05-07 18:35:25;6530.00
2025-05-07 18:35:24;7380.00
2025-05-07 18:35:23;8230.00
2025-05-07 18:35:22;9080.00
2025-05-07 18:35:21;9930.00
2025-05-07 18:35:20;9218.00
2025-05-07 18:35:19;8368.00
2025-05-07 18:35:18;7518.00
2025-05-07 18:35:17;6668.00
2025-05-07 18:35:16;5818.00
2025-05-07 18:35:15;4968.00
2025-05-07 18:35:14;4118.00
2025-05-07 18:35:13;3268.00
2025-05-07 18:35:12;2418.00
2025-05-07 18:35:11;1568.00
2025-05-07 18:35:10;718.00
2025-05-07 18:35:09;132.00
2025-05-07 18:35:08;982.00
2025-05-07 18:35:07;1832.00
2025-05-07 18:35:06;2682.00
2025-05-07 18:35:05;3532.00
2025-05-07 18:35:04;4382.00
2025-05-07 18:35:03;5232.00
2025-05-07 18:35:02;6082.00
2025-05-07 18:35:01;6932.00
2025-05-07 18:35:00;7782.00
2025-05-07 18:34:59;8632.00
2025-05-07 18:34:58;9482.00
2025-05-07 18:34:57;9666.00
2025-05-07 18:34:56;8816.00
2025-05-07 18:34:55;7966.00
2025-05-07 18:34:54;7116.00
2025-05-07 18:34:53;6266.00
2025-05-07 18:34:52;5416.00
2025-05-07 18:34:51;4566.00
2025-05-07 18:34:50;3716.00
2025-05-07 18:34:49;2866.00
2025-05-07 18:34:48;2016.00
2025-05-07 18:34:47;1166.00
2025-05-07 18:34:46;316.00
2025-05-07 18:34:45;534.00
2025-05-07 18:34:44;1384.00
2025-05-07 18:34:43;2234.00
2025-05-07 18:34:42;3084.00
2025-05-07 18:34:41;3934.00
2025-05-07 18:34:40;4784.00
2025-05-07 18:34:39;5634.00
2025-05-07 18:34:38;6484.00
2025-05-07 18:34:37;7334.00
2025-05-07 18:34:36;8184.00
2025-05-07 18:34:35;9034.00
2025-05-07 18:34:34;9884.00
2025-05-07 18:34:33;9264.00
2025-05-07 18:34:32;8414.00
2025-05-07 18:34:31;7564.00
2025-05-07 18:34:30;6714.00
2025-05-07 18:34:29;5864.00
2025-05-07 18:34:28;5014.00
2025-05-07 18:34:27;4164.00
2025-05-07 18:34:26;3314.00
2025-05-07 18:34:25;2464.00
2025-05-07 18:34:24;1614.00
2025-05-07 18:34:23;764.00
2025-05-07 18:34:22;86.00
2025-05-07 18:34:21;936.00
2025-05-07 18:34:20;1786.00
2025-05-07 18:34:19;2636.00
2025-05-07 18:34:18;3486.00
2025-05-07 18:34:17;4336.00
2025-05-07 18:34:16;5186.00
2025-05-07 18:34:15;6036.00
2025-05-07 18:34:14;6886.00
2025-05-07 18:34:13;7736.00
2025-05-07 18:34:12;8586.00
2025-05-07 18:34:11;9436.00
2025-05-07 18:34:10;9712.00
2025-05-07 18:34:09;8862.00
2025-05-07 18:34:08;8012.00
2025-05-07 18:34:07;7162.00
2025-05-07 18:34:06;6312.00
2025-05-07 18:34:05;5462.00
2025-05-07 18:34:04;4612.00
2025-05-07 18:34:03;3762.00
2025-05-07 18:34:02;2912.00
2025-05-07 18:34:01;2062.00
2025-05-07 18:34:00;1212.00
2025-05-07 18:33:59;362.00
2025-05-07 18:33:58;488.00
2025-05-07 18:33:57;1338.00
2025-05-07 18:33:56;2188.00
2025-05-07 18:33:55;3038.00
2025-05-07 18:33:54;3888.00
2025-05-07 18:33:53;4738.00
2025-05-07 18:33:52;5588.00
2025-05-07 18:33:51;6438.00
2025-05-07 18:33:50;7288.00
2025-05-07 18:33:49;8138.00
2025-05-07 18:33:48;8988.00
2025-05-07 18:33:47;9838.00
2025-05-07 18:33:46;9310.00
2025-05-07 18:33:45;8460.00
2025-05-07 18:33:44;7610.00
2025-05-07 18:33:43;6760.00
2025-05-07 18:33:42;5910.00
2025-05-07 18:33:41;5060.00
2025-05-07 18:33:40;4210.00
2025-05-07 18:33:39;3360.00
2025-05-07 18:33:38;2510.00
2025-05-07 18:33:37;1660.00
2025-05-07 18:33:36;810.00
2025-05-07 18:33:35;40.00
2025-05-07 18:33:34;890.00
2025-05-07 18:33:33;1740.00
2025-05-07 18:33:32;2590.00
2025-05-07 18:33:31;3440.00
2025-05-07 18:33:30;4290.00
2025-05-07 18:33:29;5140.00
2025-05-07 18:33:28;5990.00
2025-05-07 18:33:27;6840.00
2025-05-07 18:33:26;7690.00
2025-05-07 18:33:25;8540.00
2025-05-07 18:33:24;9390.00
2025-05-07 18:33:23;9758.00
2025-05-07 18:33:22;8908.00
2025-05-07 18:33:21;8058.00
2025-05-07 18:33:20;7208.00
2025-05-07 18:33:19;6358.00
2025-05-07 18:33:18;5508.00
2025-05-07 18:33:17;4658.00
2025-05-07 18:33:16;3808.00
2025-05-07 18:33:15;2958.00
2025-05-07 18:33:14;2108.00
2025-05-07 18:33:13;1258.00
2025-05-07 18:33:12;408.00
2025-05-07 18:33:11;442.00
2025-05-07 18:33:10;1292.00
2025-05-07 18:33:09;2142.00
2025-05-07 18:33:08;2992.00
2025-05-07 18:33:07;3842.00
2025-05-07 18:33:06;4692.00
2025-05-07 18:33:05;5542.00
2025-05-07 18:33:04;6392.00
2025-05-07 18:33:03;7242.00
2025-05-07 18:33:02;8092.00
2025-05-07 18:33:01;8942.00
2025-05-07 18:33:00;9792.00
2025-05-07 18:32:59;9356.00
2025-05-07 18:32:58;8506.00
2025-05-07 18:32:57;7656.00
2025-05-07 18:32:56;6806.00
2025-05-07 18:32:55;5956.00
2025-05-07 18:32:54;5106.00
2025-05-07 18:32:53;4256.00
2025-05-07 18:32:52;3406.00
2025-05-07 18:32:51;2556.00
2025-05-07 18:32:50;1706.00
2025-05-07 18:32:49;856.00
2025-05-07 18:32:48;6.00
2025-05-07 18:32:47;844.00
2025-05-07 18:32:46;1694.00
2025-05-07 18:32:45;2544.00
2025-05-07 18:32:44;3394.00
2025-05-07 18:32:43;4244.00
2025-05-07 18:32:42;5094.00
2025-05-07 18:32:41;5944.00
2025-05-07 18:32:40;6794.00
2025-05-07 18:32:39;7644.00
2025-05-07 18:32:38;8494.00
2025-05-07 18:32:37;9344.00
2025-05-07 18:32:36;9804.00
2025-05-07 18:32:35;8954.00
2025-05-07 18:32:34;8104.00
2025-05-07 18:32:33;7254.00
2025-05-07 18:32:32;6404.00
2025-05-07 18:32:31;5554.00
2025-05-07 18:32:30;4704.00
2025-05-07 18:32:29;3854.00
2025-05-07 18:32:28;3004.00
2025-05-07 18:32:27;2154.00
2025-05-07 18:32:26;1304.00
2025-05-07 18:32:25;454.00
2025-05-07 18:32:24;396.00
2025-05-07 18:32:23;1246.00
2025-05-07 18:32:22;2096.00
2025-05-07 18:32:21;2946.00
2025-05-07 18:32:20;3796.00
2025-05-07 18:32:19;4646.00
2025-05-07 18:32:18;5496.00
2025-05-07 18:32:17;6346.00
2025-05-07 18:32:16;7196.00
2025-05-07 18:32:15;8046.00
2025-05-07 18:32:14;8896.00
2025-05-07 18:32:13;9746.00
2025-05-07 18:32:12;9402.00
2025-05-07 18:32:11;8552.00
2025-05-07 18:32:10;7702.00
2025-05-07 18:32:09;6852.00
2025-05-07 18:32:08;6002.00
2025-05-07 18:32:07;5152.00
2025-05-07 18:32:06;4302.00
2025-05-07 18:32:05;3452.00
2025-05-07 18:32:04;2602.00
2025-05-07 18:32:03;1752.00
2025-05-07 18:32:02;902.00
2025-05-07 18:32:01;52.00
2025-05-07 18:32:00;798.00
2025-05-07 18:31:59;1648.00
2025-05-07 18:31:58;2498.00
2025-05-07 18:31:57;3348.00
2025-05-07 18:31:56;4198.00
2025-05-07 18:31:55;5048.00
2025-05-07 18:31:54;5898.00
2025-05-07 18:31:53;6748.00
2025-05-07 18:31:52;7598.00
2025-05-07 18:31:51;8448.00
2025-05-07 18:31:50;9298.00
2025-05-07 18:31:49;9850.00
2025-05-07 18:31:48;9000.00
2025-05-07 18:31:47;8150.00
2025-05-07 18:31:46;7300.00
2025-05-07 18:31:45;6450.00
2025-05-07 18:31:44;5600.00
2025-05-07 18:31:43;4750.00
2025-05-07 18:31:42;3900.00
2025-05-07 18:31:41;3050.00
2025-05-07 18:31:40;2200.00
2025-05-07 18:31:39;1350.00
2025-05-07 18:31:38;500.00
2025-05-07 18:31:37;350.00
2025-05-07 18:31:36;1200.00
2025-05-07 18:31:35;2050.00
2025-05-07 18:31:34;2900.00
2025-05-07 18:31:33;3750.00
2025-05-07 18:31:32;4600.00
2025-05-07 18:31:31;5450.00
2025-05-07 18:31:30;6300.00
2025-05-07 18:31:29;7150.00
2025-05-07 18:31:28;8000.00
2025-05-07 18:31:27;8850.00
2025-05-07 18:31:26;9700.00
2025-05-07 18:31:25;9448.00
2025-05-07 18:31:24;8598.00
2025-05-07 18:31:23;7748.00
2025-05-07 18:31:22;6898.00
