Fecha y Hora;LSH-1012 - Nivel alto silo H-101
2025-05-07 18:36:26;5352.00
2025-05-07 18:36:25;4502.00
2025-05-07 18:36:24;3652.00
2025-05-07 18:36:23;2802.00
2025-05-07 18:36:22;1952.00
2025-05-07 18:36:21;1102.00
2025-05-07 18:36:20;252.00
2025-05-07 18:36:19;598.00
2025-05-07 18:36:18;1448.00
2025-05-07 18:36:17;2298.00
2025-05-07 18:36:16;3148.00
2025-05-07 18:36:15;3998.00
2025-05-07 18:36:14;4848.00
2025-05-07 18:36:13;5698.00
2025-05-07 18:36:12;6548.00
2025-05-07 18:36:11;7398.00
2025-05-07 18:36:10;8248.00
2025-05-07 18:36:09;9098.00
2025-05-07 18:36:08;9948.00
2025-05-07 18:36:07;9200.00
2025-05-07 18:36:06;8350.00
2025-05-07 18:36:05;7500.00
2025-05-07 18:36:04;6650.00
2025-05-07 18:36:03;5800.00
2025-05-07 18:36:02;4950.00
2025-05-07 18:36:01;4100.00
2025-05-07 18:36:00;3250.00
2025-05-07 18:35:59;2400.00
2025-05-07 18:35:58;1550.00
2025-05-07 18:35:57;700.00
2025-05-07 18:35:56;150.00
2025-05-07 18:35:55;1000.00
2025-05-07 18:35:54;1850.00
2025-05-07 18:35:53;2700.00
2025-05-07 18:35:52;3550.00
2025-05-07 18:35:51;4400.00
2025-05-07 18:35:50;5250.00
2025-05-07 18:35:49;6100.00
2025-05-07 18:35:48;6950.00
2025-05-07 18:35:47;7800.00
2025-05-07 18:35:46;8650.00
2025-05-07 18:35:45;9500.00
2025-05-07 18:35:44;9648.00
2025-05-07 18:35:43;8798.00
2025-05-07 18:35:42;7948.00
2025-05-07 18:35:41;7098.00
2025-05-07 18:35:40;6248.00
2025-05-07 18:35:39;5398.00
2025-05-07 18:35:38;4548.00
2025-05-07 18:35:37;3698.00
2025-05-07 18:35:36;2848.00
2025-05-07 18:35:35;1998.00
2025-05-07 18:35:34;1148.00
2025-05-07 18:35:33;298.00
2025-05-07 18:35:32;552.00
2025-05-07 18:35:31;1402.00
2025-05-07 18:35:30;2252.00
2025-05-07 18:35:29;3102.00
2025-05-07 18:35:28;3952.00
