Fecha y Hora;B-402B - Bomba B flash
2025-05-07 18:36:26;5322.00
2025-05-07 18:36:25;4472.00
2025-05-07 18:36:24;3622.00
2025-05-07 18:36:23;2772.00
2025-05-07 18:36:22;1922.00
2025-05-07 18:36:21;1072.00
2025-05-07 18:36:20;222.00
2025-05-07 18:36:19;628.00
2025-05-07 18:36:18;1478.00
2025-05-07 18:36:17;2328.00
2025-05-07 18:36:16;3178.00
2025-05-07 18:36:15;4028.00
2025-05-07 18:36:14;4878.00
2025-05-07 18:36:13;5728.00
2025-05-07 18:36:12;6578.00
2025-05-07 18:36:11;7428.00
2025-05-07 18:36:10;8278.00
2025-05-07 18:36:09;9128.00
2025-05-07 18:36:08;9978.00
2025-05-07 18:36:07;9170.00
2025-05-07 18:36:06;8320.00
2025-05-07 18:36:05;7470.00
2025-05-07 18:36:04;6620.00
2025-05-07 18:36:03;5770.00
2025-05-07 18:36:02;4920.00
2025-05-07 18:36:01;4070.00
2025-05-07 18:36:00;3220.00
2025-05-07 18:35:59;2370.00
2025-05-07 18:35:58;1520.00
2025-05-07 18:35:57;670.00
2025-05-07 18:35:56;180.00
2025-05-07 18:35:55;1030.00
2025-05-07 18:35:54;1880.00
2025-05-07 18:35:53;2730.00
2025-05-07 18:35:52;3580.00
2025-05-07 18:35:51;4430.00
2025-05-07 18:35:50;5280.00
2025-05-07 18:35:49;6130.00
2025-05-07 18:35:48;6980.00
2025-05-07 18:35:47;7830.00
2025-05-07 18:35:46;8680.00
2025-05-07 18:35:45;9530.00
2025-05-07 18:35:44;9618.00
2025-05-07 18:35:43;8768.00
2025-05-07 18:35:42;7918.00
2025-05-07 18:35:41;7068.00
2025-05-07 18:35:40;6218.00
2025-05-07 18:35:39;5368.00
2025-05-07 18:35:38;4518.00
2025-05-07 18:35:37;3668.00
2025-05-07 18:35:36;2818.00
2025-05-07 18:35:35;1968.00
2025-05-07 18:35:34;1118.00
2025-05-07 18:35:33;268.00
2025-05-07 18:35:32;582.00
2025-05-07 18:35:31;1432.00
2025-05-07 18:35:30;2282.00
2025-05-07 18:35:29;3132.00
2025-05-07 18:35:28;3982.00
2025-05-07 18:35:27;4832.00
2025-05-07 18:35:26;5682.00
2025-05-07 18:35:25;6532.00
2025-05-07 18:35:24;7382.00
2025-05-07 18:35:23;8232.00
2025-05-07 18:35:22;9082.00
2025-05-07 18:35:21;9932.00
2025-05-07 18:35:20;9216.00
2025-05-07 18:35:19;8366.00
2025-05-07 18:35:18;7516.00
2025-05-07 18:35:17;6666.00
2025-05-07 18:35:16;5816.00
2025-05-07 18:35:15;4966.00
2025-05-07 18:35:14;4116.00
2025-05-07 18:35:13;3266.00
2025-05-07 18:35:12;2416.00
2025-05-07 18:35:11;1566.00
2025-05-07 18:35:10;716.00
2025-05-07 18:35:09;134.00
2025-05-07 18:35:08;984.00
