Fecha y Hora;KV-5012 - Válvula refrigeración E-501 (1/2)
2025-05-07 18:36:26;53390.00
2025-05-07 18:36:25;44890.00
2025-05-07 18:36:24;36390.00
2025-05-07 18:36:23;27890.00
2025-05-07 18:36:22;19390.00
2025-05-07 18:36:21;10890.00
2025-05-07 18:36:20;2390.00
2025-05-07 18:36:19;6110.00
2025-05-07 18:36:18;14610.00
2025-05-07 18:36:17;23110.00
2025-05-07 18:36:16;31610.00
2025-05-07 18:36:15;40110.00
2025-05-07 18:36:14;48610.00
2025-05-07 18:36:13;57110.00
2025-05-07 18:36:12;65610.00
2025-05-07 18:36:11;74110.00
2025-05-07 18:36:10;82610.00
2025-05-07 18:36:09;91110.00
2025-05-07 18:36:08;99610.00
2025-05-07 18:36:07;91870.00
2025-05-07 18:36:06;83370.00
2025-05-07 18:36:05;74870.00
2025-05-07 18:36:04;66370.00
2025-05-07 18:36:03;57870.00
2025-05-07 18:36:02;49370.00
2025-05-07 18:36:01;40870.00
2025-05-07 18:36:00;32370.00
2025-05-07 18:35:59;23870.00
2025-05-07 18:35:58;15370.00
2025-05-07 18:35:57;6870.00
2025-05-07 18:35:56;1630.00
2025-05-07 18:35:55;10130.00
2025-05-07 18:35:54;18630.00
2025-05-07 18:35:53;27130.00
2025-05-07 18:35:52;35630.00
2025-05-07 18:35:51;44130.00
2025-05-07 18:35:50;52630.00
2025-05-07 18:35:49;61130.00
2025-05-07 18:35:48;69630.00
2025-05-07 18:35:47;78130.00
2025-05-07 18:35:46;86630.00
2025-05-07 18:35:45;95130.00
2025-05-07 18:35:44;96350.00
2025-05-07 18:35:43;87850.00
2025-05-07 18:35:42;79350.00
2025-05-07 18:35:41;70850.00
2025-05-07 18:35:40;62350.00
2025-05-07 18:35:39;53850.00
2025-05-07 18:35:38;45350.00
2025-05-07 18:35:37;36850.00
2025-05-07 18:35:36;28350.00
2025-05-07 18:35:35;19850.00
2025-05-07 18:35:34;11350.00
2025-05-07 18:35:33;2850.00
2025-05-07 18:35:32;5650.00
2025-05-07 18:35:31;14150.00
2025-05-07 18:35:30;22650.00
2025-05-07 18:35:29;31150.00
2025-05-07 18:35:28;39650.00
2025-05-07 18:35:27;48150.00
2025-05-07 18:35:26;56650.00
2025-05-07 18:35:25;65150.00
2025-05-07 18:35:24;73650.00
2025-05-07 18:35:23;82150.00
2025-05-07 18:35:22;90650.00
2025-05-07 18:35:21;99150.00
2025-05-07 18:35:20;92330.00
2025-05-07 18:35:19;83830.00
2025-05-07 18:35:18;75330.00
2025-05-07 18:35:17;66830.00
2025-05-07 18:35:16;58330.00
2025-05-07 18:35:15;49830.00
2025-05-07 18:35:14;41330.00
2025-05-07 18:35:13;32830.00
2025-05-07 18:35:12;24330.00
2025-05-07 18:35:11;15830.00
2025-05-07 18:35:10;7330.00
2025-05-07 18:35:09;1170.00
2025-05-07 18:35:08;9670.00
2025-05-07 18:35:07;18170.00
2025-05-07 18:35:06;26670.00
2025-05-07 18:35:05;35170.00
2025-05-07 18:35:04;43670.00
2025-05-07 18:35:03;52170.00
2025-05-07 18:35:02;60670.00
2025-05-07 18:35:01;69170.00
2025-05-07 18:35:00;77670.00
2025-05-07 18:34:59;86170.00
2025-05-07 18:34:58;94670.00
2025-05-07 18:34:57;96810.00
2025-05-07 18:34:56;88310.00
2025-05-07 18:34:55;79810.00
2025-05-07 18:34:54;71310.00
2025-05-07 18:34:53;62810.00
2025-05-07 18:34:52;54310.00
2025-05-07 18:34:51;45810.00
2025-05-07 18:34:50;37310.00
2025-05-07 18:34:49;28810.00
2025-05-07 18:34:48;20310.00
2025-05-07 18:34:47;11810.00
2025-05-07 18:34:46;3310.00
2025-05-07 18:34:45;5190.00
2025-05-07 18:34:44;13690.00
2025-05-07 18:34:43;22190.00
2025-05-07 18:34:42;30690.00
2025-05-07 18:34:41;39190.00
2025-05-07 18:34:40;47690.00
2025-05-07 18:34:39;56190.00
2025-05-07 18:34:38;64690.00
2025-05-07 18:34:37;73190.00
2025-05-07 18:34:36;81690.00
2025-05-07 18:34:35;90190.00
