Fecha y Hora;KV-1010 - Aislar Silo alimentación HT
2025-05-07 18:36:26;53230.00
2025-05-07 18:36:25;44730.00
2025-05-07 18:36:24;36230.00
2025-05-07 18:36:23;27730.00
2025-05-07 18:36:22;19230.00
2025-05-07 18:36:21;10730.00
2025-05-07 18:36:20;2230.00
2025-05-07 18:36:19;6270.00
2025-05-07 18:36:18;14770.00
2025-05-07 18:36:17;23270.00
2025-05-07 18:36:16;31770.00
2025-05-07 18:36:15;40270.00
2025-05-07 18:36:14;48770.00
2025-05-07 18:36:13;57270.00
2025-05-07 18:36:12;65770.00
2025-05-07 18:36:11;74270.00
2025-05-07 18:36:10;82770.00
2025-05-07 18:36:09;91270.00
2025-05-07 18:36:08;99770.00
2025-05-07 18:36:07;91710.00
2025-05-07 18:36:06;83210.00
2025-05-07 18:36:05;74710.00
2025-05-07 18:36:04;66210.00
2025-05-07 18:36:03;57710.00
2025-05-07 18:36:02;49210.00
2025-05-07 18:36:01;40710.00
2025-05-07 18:36:00;32210.00
2025-05-07 18:35:59;23710.00
2025-05-07 18:35:58;15210.00
2025-05-07 18:35:57;6710.00
2025-05-07 18:35:56;1790.00
2025-05-07 18:35:55;10290.00
2025-05-07 18:35:54;18790.00
2025-05-07 18:35:53;27290.00
2025-05-07 18:35:52;35790.00
2025-05-07 18:35:51;44290.00
2025-05-07 18:35:50;52790.00
2025-05-07 18:35:49;61290.00
2025-05-07 18:35:48;69790.00
2025-05-07 18:35:47;78290.00
2025-05-07 18:35:46;86790.00
2025-05-07 18:35:45;95290.00
2025-05-07 18:35:44;96190.00
2025-05-07 18:35:43;87690.00
2025-05-07 18:35:42;79190.00
2025-05-07 18:35:41;70690.00
2025-05-07 18:35:40;62190.00
2025-05-07 18:35:39;53690.00
2025-05-07 18:35:38;45190.00
2025-05-07 18:35:37;36690.00
2025-05-07 18:35:36;28190.00
2025-05-07 18:35:35;19690.00
2025-05-07 18:35:34;11190.00
2025-05-07 18:35:33;2690.00
2025-05-07 18:35:32;5810.00
2025-05-07 18:35:31;14310.00
2025-05-07 18:35:30;22810.00
2025-05-07 18:35:29;31310.00
2025-05-07 18:35:28;39810.00
2025-05-07 18:35:27;48310.00
2025-05-07 18:35:26;56810.00
2025-05-07 18:35:25;65310.00
2025-05-07 18:35:24;73810.00
2025-05-07 18:35:23;82310.00
2025-05-07 18:35:22;90810.00
2025-05-07 18:35:21;99310.00
2025-05-07 18:35:20;92170.00
2025-05-07 18:35:19;83670.00
2025-05-07 18:35:18;75170.00
2025-05-07 18:35:17;66670.00
2025-05-07 18:35:16;58170.00
2025-05-07 18:35:15;49670.00
2025-05-07 18:35:14;41170.00
2025-05-07 18:35:13;32670.00
2025-05-07 18:35:12;24170.00
2025-05-07 18:35:11;15670.00
2025-05-07 18:35:10;7170.00
2025-05-07 18:35:09;1330.00
2025-05-07 18:35:08;9830.00
2025-05-07 18:35:07;18330.00
2025-05-07 18:35:06;26830.00
2025-05-07 18:35:05;35330.00
2025-05-07 18:35:04;43830.00
2025-05-07 18:35:03;52330.00
2025-05-07 18:35:02;60830.00
2025-05-07 18:35:01;69330.00
2025-05-07 18:35:00;77830.00
2025-05-07 18:34:59;86330.00
2025-05-07 18:34:58;94830.00
2025-05-07 18:34:57;96650.00
2025-05-07 18:34:56;88150.00
2025-05-07 18:34:55;79650.00
2025-05-07 18:34:54;71150.00
2025-05-07 18:34:53;62650.00
2025-05-07 18:34:52;54150.00
2025-05-07 18:34:51;45650.00
2025-05-07 18:34:50;37150.00
2025-05-07 18:34:49;28650.00
2025-05-07 18:34:48;20150.00
2025-05-07 18:34:47;11650.00
2025-05-07 18:34:46;3150.00
2025-05-07 18:34:45;5350.00
2025-05-07 18:34:44;13850.00
2025-05-07 18:34:43;22350.00
2025-05-07 18:34:42;30850.00
2025-05-07 18:34:41;39350.00
2025-05-07 18:34:40;47850.00
2025-05-07 18:34:39;56350.00
2025-05-07 18:34:38;64850.00
2025-05-07 18:34:37;73350.00
2025-05-07 18:34:36;81850.00
2025-05-07 18:34:35;90350.00
2025-05-07 18:34:34;98850.00
2025-05-07 18:34:33;92630.00
2025-05-07 18:34:32;84130.00
2025-05-07 18:34:31;75630.00
2025-05-07 18:34:30;67130.00
2025-05-07 18:34:29;58630.00
2025-05-07 18:34:28;50130.00
2025-05-07 18:34:27;41630.00
2025-05-07 18:34:26;33130.00
2025-05-07 18:34:25;24630.00
2025-05-07 18:34:24;16130.00
2025-05-07 18:34:23;7630.00
2025-05-07 18:34:22;870.00
2025-05-07 18:34:21;9370.00
2025-05-07 18:34:20;17870.00
2025-05-07 18:34:19;26370.00
2025-05-07 18:34:18;34870.00
2025-05-07 18:34:17;43370.00
2025-05-07 18:34:16;51870.00
2025-05-07 18:34:15;60370.00
2025-05-07 18:34:14;68870.00
2025-05-07 18:34:13;77370.00
2025-05-07 18:34:12;85870.00
2025-05-07 18:34:11;94370.00
2025-05-07 18:34:10;97110.00
2025-05-07 18:34:09;88610.00
2025-05-07 18:34:08;80110.00
2025-05-07 18:34:07;71610.00
2025-05-07 18:34:06;63110.00
2025-05-07 18:34:05;54610.00
2025-05-07 18:34:04;46110.00
2025-05-07 18:34:03;37610.00
2025-05-07 18:34:02;29110.00
2025-05-07 18:34:01;20610.00
2025-05-07 18:34:00;12110.00
2025-05-07 18:33:59;3610.00
2025-05-07 18:33:58;4890.00
2025-05-07 18:33:57;13390.00
2025-05-07 18:33:56;21890.00
2025-05-07 18:33:55;30390.00
2025-05-07 18:33:54;38890.00
2025-05-07 18:33:53;47390.00
2025-05-07 18:33:52;55890.00
2025-05-07 18:33:51;64390.00
2025-05-07 18:33:50;72890.00
2025-05-07 18:33:49;81390.00
2025-05-07 18:33:48;89890.00
2025-05-07 18:33:47;98390.00
2025-05-07 18:33:46;93090.00
2025-05-07 18:33:45;84590.00
2025-05-07 18:33:44;76090.00
2025-05-07 18:33:43;67590.00
2025-05-07 18:33:42;59090.00
2025-05-07 18:33:41;50590.00
2025-05-07 18:33:40;42090.00
2025-05-07 18:33:39;33590.00
2025-05-07 18:33:38;25090.00
2025-05-07 18:33:37;16590.00
2025-05-07 18:33:36;8090.00
2025-05-07 18:33:35;410.00
2025-05-07 18:33:34;8910.00
2025-05-07 18:33:33;17410.00
2025-05-07 18:33:32;25910.00
2025-05-07 18:33:31;34410.00
2025-05-07 18:33:30;42910.00
2025-05-07 18:33:29;51410.00
2025-05-07 18:33:28;59910.00
2025-05-07 18:33:27;68410.00
2025-05-07 18:33:26;76910.00
2025-05-07 18:33:25;85410.00
2025-05-07 18:33:24;93910.00
2025-05-07 18:33:23;97570.00
2025-05-07 18:33:22;89070.00
2025-05-07 18:33:21;80570.00
2025-05-07 18:33:20;72070.00
2025-05-07 18:33:19;63570.00
2025-05-07 18:33:18;55070.00
2025-05-07 18:33:17;46570.00
2025-05-07 18:33:16;38070.00
2025-05-07 18:33:15;29570.00
2025-05-07 18:33:14;21070.00
2025-05-07 18:33:13;12570.00
2025-05-07 18:33:12;4070.00
2025-05-07 18:33:11;4430.00
2025-05-07 18:33:10;12930.00
2025-05-07 18:33:09;21430.00
2025-05-07 18:33:08;29930.00
2025-05-07 18:33:07;38430.00
2025-05-07 18:33:06;46930.00
2025-05-07 18:33:05;55430.00
2025-05-07 18:33:04;63930.00
2025-05-07 18:33:03;72430.00
2025-05-07 18:33:02;80930.00
2025-05-07 18:33:01;89430.00
2025-05-07 18:33:00;97930.00
2025-05-07 18:32:59;93550.00
2025-05-07 18:32:58;85050.00
2025-05-07 18:32:57;76550.00
2025-05-07 18:32:56;68050.00
2025-05-07 18:32:55;59550.00
2025-05-07 18:32:54;51050.00
2025-05-07 18:32:53;42550.00
2025-05-07 18:32:52;34050.00
2025-05-07 18:32:51;25550.00
2025-05-07 18:32:50;17050.00
2025-05-07 18:32:49;8550.00
2025-05-07 18:32:48;50.00
2025-05-07 18:32:47;8450.00
2025-05-07 18:32:46;16950.00
2025-05-07 18:32:45;25450.00
2025-05-07 18:32:44;33950.00
2025-05-07 18:32:43;42450.00
2025-05-07 18:32:42;50950.00
2025-05-07 18:32:41;59450.00
2025-05-07 18:32:40;67950.00
2025-05-07 18:32:39;76450.00
2025-05-07 18:32:38;84950.00
2025-05-07 18:32:37;93450.00
2025-05-07 18:32:36;98030.00
2025-05-07 18:32:35;89530.00
2025-05-07 18:32:34;81030.00
2025-05-07 18:32:33;72530.00
2025-05-07 18:32:32;64030.00
2025-05-07 18:32:31;55530.00
2025-05-07 18:32:30;47030.00
2025-05-07 18:32:29;38530.00
2025-05-07 18:32:28;30030.00
2025-05-07 18:32:27;21530.00
2025-05-07 18:32:26;13030.00
2025-05-07 18:32:25;4530.00
2025-05-07 18:32:24;3970.00
2025-05-07 18:32:23;12470.00
2025-05-07 18:32:22;20970.00
2025-05-07 18:32:21;29470.00
2025-05-07 18:32:20;37970.00
2025-05-07 18:32:19;46470.00
2025-05-07 18:32:18;54970.00
2025-05-07 18:32:17;63470.00
2025-05-07 18:32:16;71970.00
2025-05-07 18:32:15;80470.00
2025-05-07 18:32:14;88970.00
2025-05-07 18:32:13;97470.00
2025-05-07 18:32:12;94010.00
2025-05-07 18:32:11;85510.00
2025-05-07 18:32:10;77010.00
2025-05-07 18:32:09;68510.00
2025-05-07 18:32:08;60010.00
2025-05-07 18:32:07;51510.00
2025-05-07 18:32:06;43010.00
2025-05-07 18:32:05;34510.00
2025-05-07 18:32:04;26010.00
2025-05-07 18:32:03;17510.00
2025-05-07 18:32:02;9010.00
2025-05-07 18:32:01;510.00
2025-05-07 18:32:00;7990.00
2025-05-07 18:31:59;16490.00
2025-05-07 18:31:58;24990.00
2025-05-07 18:31:57;33490.00
2025-05-07 18:31:56;41990.00
2025-05-07 18:31:55;50490.00
2025-05-07 18:31:54;58990.00
2025-05-07 18:31:53;67490.00
2025-05-07 18:31:52;75990.00
2025-05-07 18:31:51;84490.00
2025-05-07 18:31:50;92990.00
2025-05-07 18:31:49;98490.00
2025-05-07 18:31:48;89990.00
2025-05-07 18:31:47;81490.00
2025-05-07 18:31:46;72990.00
2025-05-07 18:31:45;64490.00
2025-05-07 18:31:44;55990.00
2025-05-07 18:31:43;47490.00
2025-05-07 18:31:42;38990.00
2025-05-07 18:31:41;30490.00
2025-05-07 18:31:40;21990.00
2025-05-07 18:31:39;13490.00
2025-05-07 18:31:38;4990.00
2025-05-07 18:31:37;3510.00
2025-05-07 18:31:36;12010.00
2025-05-07 18:31:35;20510.00
2025-05-07 18:31:34;29010.00
2025-05-07 18:31:33;37510.00
2025-05-07 18:31:32;46010.00
2025-05-07 18:31:31;54510.00
2025-05-07 18:31:30;63010.00
2025-05-07 18:31:29;71510.00
2025-05-07 18:31:28;80010.00
2025-05-07 18:31:27;88510.00
2025-05-07 18:31:26;97010.00
2025-05-07 18:31:25;94470.00
2025-05-07 18:31:24;85970.00
2025-05-07 18:31:23;77470.00
2025-05-07 18:31:22;68970.00
2025-05-07 18:31:21;60470.00
2025-05-07 18:31:20;51970.00
2025-05-07 18:31:19;43470.00
2025-05-07 18:31:18;34970.00
2025-05-07 18:31:17;26470.00
2025-05-07 18:31:16;17970.00
