Fecha y Hora;KV-001 - Válvula vapor de caldera
2025-05-07 18:36:26;53250.00
2025-05-07 18:36:25;44750.00
2025-05-07 18:36:24;36250.00
2025-05-07 18:36:23;27750.00
2025-05-07 18:36:22;19250.00
2025-05-07 18:36:21;10750.00
2025-05-07 18:36:20;2250.00
2025-05-07 18:36:19;6250.00
2025-05-07 18:36:18;14750.00
2025-05-07 18:36:17;23250.00
2025-05-07 18:36:16;31750.00
2025-05-07 18:36:15;40250.00
2025-05-07 18:36:14;48750.00
2025-05-07 18:36:13;57250.00
2025-05-07 18:36:12;65750.00
2025-05-07 18:36:11;74250.00
2025-05-07 18:36:10;82750.00
2025-05-07 18:36:09;91250.00
2025-05-07 18:36:08;99750.00
2025-05-07 18:36:07;91730.00
2025-05-07 18:36:06;83230.00
2025-05-07 18:36:05;74730.00
2025-05-07 18:36:04;66230.00
2025-05-07 18:36:03;57730.00
2025-05-07 18:36:02;49230.00
2025-05-07 18:36:01;40730.00
2025-05-07 18:36:00;32230.00
2025-05-07 18:35:59;23730.00
2025-05-07 18:35:58;15230.00
2025-05-07 18:35:57;6730.00
2025-05-07 18:35:56;1770.00
2025-05-07 18:35:55;10270.00
2025-05-07 18:35:54;18770.00
2025-05-07 18:35:53;27270.00
2025-05-07 18:35:52;35770.00
2025-05-07 18:35:51;44270.00
2025-05-07 18:35:50;52770.00
2025-05-07 18:35:49;61270.00
2025-05-07 18:35:48;69770.00
2025-05-07 18:35:47;78270.00
2025-05-07 18:35:46;86770.00
2025-05-07 18:35:45;95270.00
2025-05-07 18:35:44;96210.00
2025-05-07 18:35:43;87710.00
2025-05-07 18:35:42;79210.00
2025-05-07 18:35:41;70710.00
2025-05-07 18:35:40;62210.00
2025-05-07 18:35:39;53710.00
2025-05-07 18:35:38;45210.00
2025-05-07 18:35:37;36710.00
2025-05-07 18:35:36;28210.00
2025-05-07 18:35:35;19710.00
2025-05-07 18:35:34;11210.00
2025-05-07 18:35:33;2710.00
2025-05-07 18:35:32;5790.00
2025-05-07 18:35:31;14290.00
2025-05-07 18:35:30;22790.00
2025-05-07 18:35:29;31290.00
2025-05-07 18:35:28;39790.00
2025-05-07 18:35:27;48290.00
2025-05-07 18:35:26;56790.00
2025-05-07 18:35:25;65290.00
2025-05-07 18:35:24;73790.00
2025-05-07 18:35:23;82290.00
2025-05-07 18:35:22;90790.00
2025-05-07 18:35:21;99290.00
2025-05-07 18:35:20;92190.00
2025-05-07 18:35:19;83690.00
2025-05-07 18:35:18;75190.00
2025-05-07 18:35:17;66690.00
2025-05-07 18:35:16;58190.00
2025-05-07 18:35:15;49690.00
2025-05-07 18:35:14;41190.00
2025-05-07 18:35:13;32690.00
2025-05-07 18:35:12;24190.00
2025-05-07 18:35:11;15690.00
2025-05-07 18:35:10;7190.00
2025-05-07 18:35:09;1310.00
2025-05-07 18:35:08;9810.00
2025-05-07 18:35:07;18310.00
2025-05-07 18:35:06;26810.00
2025-05-07 18:35:05;35310.00
2025-05-07 18:35:04;43810.00
2025-05-07 18:35:03;52310.00
2025-05-07 18:35:02;60810.00
2025-05-07 18:35:01;69310.00
2025-05-07 18:35:00;77810.00
2025-05-07 18:34:59;86310.00
2025-05-07 18:34:58;94810.00
2025-05-07 18:34:57;96670.00
2025-05-07 18:34:56;88170.00
2025-05-07 18:34:55;79670.00
2025-05-07 18:34:54;71170.00
2025-05-07 18:34:53;62670.00
2025-05-07 18:34:52;54170.00
2025-05-07 18:34:51;45670.00
2025-05-07 18:34:50;37170.00
2025-05-07 18:34:49;28670.00
2025-05-07 18:34:48;20170.00
2025-05-07 18:34:47;11670.00
2025-05-07 18:34:46;3170.00
2025-05-07 18:34:45;5330.00
2025-05-07 18:34:44;13830.00
2025-05-07 18:34:43;22330.00
2025-05-07 18:34:42;30830.00
2025-05-07 18:34:41;39330.00
2025-05-07 18:34:40;47830.00
2025-05-07 18:34:39;56330.00
2025-05-07 18:34:38;64830.00
2025-05-07 18:34:37;73330.00
2025-05-07 18:34:36;81830.00
2025-05-07 18:34:35;90330.00
2025-05-07 18:34:34;98830.00
2025-05-07 18:34:33;92650.00
2025-05-07 18:34:32;84150.00
2025-05-07 18:34:31;75650.00
2025-05-07 18:34:30;67150.00
2025-05-07 18:34:29;58650.00
2025-05-07 18:34:28;50150.00
2025-05-07 18:34:27;41650.00
2025-05-07 18:34:26;33150.00
2025-05-07 18:34:25;24650.00
2025-05-07 18:34:24;16150.00
2025-05-07 18:34:23;7650.00
2025-05-07 18:34:22;850.00
2025-05-07 18:34:21;9350.00
2025-05-07 18:34:20;17850.00
2025-05-07 18:34:19;26350.00
2025-05-07 18:34:18;34850.00
2025-05-07 18:34:17;43350.00
2025-05-07 18:34:16;51850.00
2025-05-07 18:34:15;60350.00
2025-05-07 18:34:14;68850.00
2025-05-07 18:34:13;77350.00
2025-05-07 18:34:12;85850.00
2025-05-07 18:34:11;94350.00
2025-05-07 18:34:10;97130.00
2025-05-07 18:34:09;88630.00
2025-05-07 18:34:08;80130.00
2025-05-07 18:34:07;71630.00
2025-05-07 18:34:06;63130.00
2025-05-07 18:34:05;54630.00
2025-05-07 18:34:04;46130.00
2025-05-07 18:34:03;37630.00
2025-05-07 18:34:02;29130.00
2025-05-07 18:34:01;20630.00
2025-05-07 18:34:00;12130.00
2025-05-07 18:33:59;3630.00
2025-05-07 18:33:58;4870.00
2025-05-07 18:33:57;13370.00
2025-05-07 18:33:56;21870.00
2025-05-07 18:33:55;30370.00
2025-05-07 18:33:54;38870.00
2025-05-07 18:33:53;47370.00
2025-05-07 18:33:52;55870.00
2025-05-07 18:33:51;64370.00
2025-05-07 18:33:50;72870.00
2025-05-07 18:33:49;81370.00
2025-05-07 18:33:48;89870.00
2025-05-07 18:33:47;98370.00
2025-05-07 18:33:46;93110.00
2025-05-07 18:33:45;84610.00
2025-05-07 18:33:44;76110.00
2025-05-07 18:33:43;67610.00
2025-05-07 18:33:42;59110.00
2025-05-07 18:33:41;50610.00
2025-05-07 18:33:40;42110.00
2025-05-07 18:33:39;33610.00
2025-05-07 18:33:38;25110.00
2025-05-07 18:33:37;16610.00
2025-05-07 18:33:36;8110.00
2025-05-07 18:33:35;390.00
2025-05-07 18:33:34;8890.00
2025-05-07 18:33:33;17390.00
2025-05-07 18:33:32;25890.00
2025-05-07 18:33:31;34390.00
2025-05-07 18:33:30;42890.00
2025-05-07 18:33:29;51390.00
2025-05-07 18:33:28;59890.00
2025-05-07 18:33:27;68390.00
2025-05-07 18:33:26;76890.00
2025-05-07 18:33:25;85390.00
2025-05-07 18:33:24;93890.00
2025-05-07 18:33:23;97590.00
2025-05-07 18:33:22;89090.00
2025-05-07 18:33:21;80590.00
2025-05-07 18:33:20;72090.00
2025-05-07 18:33:19;63590.00
2025-05-07 18:33:18;55090.00
2025-05-07 18:33:17;46590.00
2025-05-07 18:33:16;38090.00
2025-05-07 18:33:15;29590.00
2025-05-07 18:33:14;21090.00
2025-05-07 18:33:13;12590.00
2025-05-07 18:33:12;4090.00
2025-05-07 18:33:11;4410.00
2025-05-07 18:33:10;12910.00
2025-05-07 18:33:09;21410.00
2025-05-07 18:33:08;29910.00
2025-05-07 18:33:07;38410.00
2025-05-07 18:33:06;46910.00
2025-05-07 18:33:05;55410.00
2025-05-07 18:33:04;63910.00
2025-05-07 18:33:03;72410.00
2025-05-07 18:33:02;80910.00
2025-05-07 18:33:01;89410.00
2025-05-07 18:33:00;97910.00
2025-05-07 18:32:59;93570.00
