Fecha y Hora;KV-4012 - Válvula venteo S-401
2025-05-07 18:36:26;53340.00
2025-05-07 18:36:25;44840.00
2025-05-07 18:36:24;36340.00
2025-05-07 18:36:23;27840.00
2025-05-07 18:36:22;19340.00
2025-05-07 18:36:21;10840.00
2025-05-07 18:36:20;2340.00
2025-05-07 18:36:19;6160.00
2025-05-07 18:36:18;14660.00
2025-05-07 18:36:17;23160.00
2025-05-07 18:36:16;31660.00
2025-05-07 18:36:15;40160.00
2025-05-07 18:36:14;48660.00
2025-05-07 18:36:13;57160.00
2025-05-07 18:36:12;65660.00
2025-05-07 18:36:11;74160.00
2025-05-07 18:36:10;82660.00
2025-05-07 18:36:09;91160.00
2025-05-07 18:36:08;99660.00
2025-05-07 18:36:07;91820.00
2025-05-07 18:36:06;83320.00
2025-05-07 18:36:05;74820.00
2025-05-07 18:36:04;66320.00
2025-05-07 18:36:03;57820.00
2025-05-07 18:36:02;49320.00
2025-05-07 18:36:01;40820.00
2025-05-07 18:36:00;32320.00
2025-05-07 18:35:59;23820.00
2025-05-07 18:35:58;15320.00
2025-05-07 18:35:57;6820.00
2025-05-07 18:35:56;1680.00
2025-05-07 18:35:55;10180.00
2025-05-07 18:35:54;18680.00
2025-05-07 18:35:53;27180.00
2025-05-07 18:35:52;35680.00
2025-05-07 18:35:51;44180.00
2025-05-07 18:35:50;52680.00
2025-05-07 18:35:49;61180.00
2025-05-07 18:35:48;69680.00
2025-05-07 18:35:47;78180.00
2025-05-07 18:35:46;86680.00
2025-05-07 18:35:45;95180.00
2025-05-07 18:35:44;96300.00
2025-05-07 18:35:43;87800.00
2025-05-07 18:35:42;79300.00
2025-05-07 18:35:41;70800.00
2025-05-07 18:35:40;62300.00
2025-05-07 18:35:39;53800.00
2025-05-07 18:35:38;45300.00
2025-05-07 18:35:37;36800.00
2025-05-07 18:35:36;28300.00
2025-05-07 18:35:35;19800.00
2025-05-07 18:35:34;11300.00
2025-05-07 18:35:33;2800.00
2025-05-07 18:35:32;5700.00
2025-05-07 18:35:31;14200.00
2025-05-07 18:35:30;22700.00
2025-05-07 18:35:29;31200.00
2025-05-07 18:35:28;39700.00
2025-05-07 18:35:27;48200.00
2025-05-07 18:35:26;56700.00
2025-05-07 18:35:25;65200.00
2025-05-07 18:35:24;73700.00
2025-05-07 18:35:23;82200.00
2025-05-07 18:35:22;90700.00
2025-05-07 18:35:21;99200.00
2025-05-07 18:35:20;92280.00
2025-05-07 18:35:19;83780.00
2025-05-07 18:35:18;75280.00
2025-05-07 18:35:17;66780.00
2025-05-07 18:35:16;58280.00
2025-05-07 18:35:15;49780.00
2025-05-07 18:35:14;41280.00
2025-05-07 18:35:13;32780.00
2025-05-07 18:35:12;24280.00
