Fecha y Hora;KV-3021 - Válvula purga automática X-302
2025-05-07 18:36:26;53300.00
2025-05-07 18:36:25;44800.00
2025-05-07 18:36:24;36300.00
2025-05-07 18:36:23;27800.00
2025-05-07 18:36:22;19300.00
2025-05-07 18:36:21;10800.00
2025-05-07 18:36:20;2300.00
2025-05-07 18:36:19;6200.00
2025-05-07 18:36:18;14700.00
2025-05-07 18:36:17;23200.00
2025-05-07 18:36:16;31700.00
2025-05-07 18:36:15;40200.00
2025-05-07 18:36:14;48700.00
2025-05-07 18:36:13;57200.00
2025-05-07 18:36:12;65700.00
2025-05-07 18:36:11;74200.00
2025-05-07 18:36:10;82700.00
2025-05-07 18:36:09;91200.00
2025-05-07 18:36:08;99700.00
2025-05-07 18:36:07;91780.00
2025-05-07 18:36:06;83280.00
2025-05-07 18:36:05;74780.00
2025-05-07 18:36:04;66280.00
2025-05-07 18:36:03;57780.00
2025-05-07 18:36:02;49280.00
2025-05-07 18:36:01;40780.00
2025-05-07 18:36:00;32280.00
2025-05-07 18:35:59;23780.00
2025-05-07 18:35:58;15280.00
2025-05-07 18:35:57;6780.00
2025-05-07 18:35:56;1720.00
2025-05-07 18:35:55;10220.00
2025-05-07 18:35:54;18720.00
2025-05-07 18:35:53;27220.00
2025-05-07 18:35:52;35720.00
2025-05-07 18:35:51;44220.00
2025-05-07 18:35:50;52720.00
2025-05-07 18:35:49;61220.00
2025-05-07 18:35:48;69720.00
2025-05-07 18:35:47;78220.00
2025-05-07 18:35:46;86720.00
2025-05-07 18:35:45;95220.00
2025-05-07 18:35:44;96260.00
2025-05-07 18:35:43;87760.00
2025-05-07 18:35:42;79260.00
2025-05-07 18:35:41;70760.00
2025-05-07 18:35:40;62260.00
2025-05-07 18:35:39;53760.00
2025-05-07 18:35:38;45260.00
2025-05-07 18:35:37;36760.00
2025-05-07 18:35:36;28260.00
2025-05-07 18:35:35;19760.00
2025-05-07 18:35:34;11260.00
2025-05-07 18:35:33;2760.00
2025-05-07 18:35:32;5740.00
2025-05-07 18:35:31;14240.00
2025-05-07 18:35:30;22740.00
2025-05-07 18:35:29;31240.00
2025-05-07 18:35:28;39740.00
2025-05-07 18:35:27;48240.00
2025-05-07 18:35:26;56740.00
2025-05-07 18:35:25;65240.00
2025-05-07 18:35:24;73740.00
2025-05-07 18:35:23;82240.00
2025-05-07 18:35:22;90740.00
2025-05-07 18:35:21;99240.00
2025-05-07 18:35:20;92240.00
2025-05-07 18:35:19;83740.00
2025-05-07 18:35:18;75240.00
2025-05-07 18:35:17;66740.00
2025-05-07 18:35:16;58240.00
2025-05-07 18:35:15;49740.00
2025-05-07 18:35:14;41240.00
2025-05-07 18:35:13;32740.00
2025-05-07 18:35:12;24240.00
2025-05-07 18:35:11;15740.00
2025-05-07 18:35:10;7240.00
2025-05-07 18:35:09;1260.00
2025-05-07 18:35:08;9760.00
2025-05-07 18:35:07;18260.00
2025-05-07 18:35:06;26760.00
2025-05-07 18:35:05;35260.00
2025-05-07 18:35:04;43760.00
2025-05-07 18:35:03;52260.00
2025-05-07 18:35:02;60760.00
2025-05-07 18:35:01;69260.00
2025-05-07 18:35:00;77760.00
2025-05-07 18:34:59;86260.00
2025-05-07 18:34:58;94760.00
2025-05-07 18:34:57;96720.00
2025-05-07 18:34:56;88220.00
2025-05-07 18:34:55;79720.00
2025-05-07 18:34:54;71220.00
2025-05-07 18:34:53;62720.00
2025-05-07 18:34:52;54220.00
2025-05-07 18:34:51;45720.00
2025-05-07 18:34:50;37220.00
2025-05-07 18:34:49;28720.00
2025-05-07 18:34:48;20220.00
2025-05-07 18:34:47;11720.00
2025-05-07 18:34:46;3220.00
2025-05-07 18:34:45;5280.00
2025-05-07 18:34:44;13780.00
2025-05-07 18:34:43;22280.00
2025-05-07 18:34:42;30780.00
2025-05-07 18:34:41;39280.00
2025-05-07 18:34:40;47780.00
2025-05-07 18:34:39;56280.00
2025-05-07 18:34:38;64780.00
2025-05-07 18:34:37;73280.00
2025-05-07 18:34:36;81780.00
2025-05-07 18:34:35;90280.00
2025-05-07 18:34:34;98780.00
2025-05-07 18:34:33;92700.00
2025-05-07 18:34:32;84200.00
2025-05-07 18:34:31;75700.00
2025-05-07 18:34:30;67200.00
2025-05-07 18:34:29;58700.00
2025-05-07 18:34:28;50200.00
2025-05-07 18:34:27;41700.00
2025-05-07 18:34:26;33200.00
2025-05-07 18:34:25;24700.00
2025-05-07 18:34:24;16200.00
2025-05-07 18:34:23;7700.00
2025-05-07 18:34:22;800.00
2025-05-07 18:34:21;9300.00
2025-05-07 18:34:20;17800.00
2025-05-07 18:34:19;26300.00
2025-05-07 18:34:18;34800.00
2025-05-07 18:34:17;43300.00
2025-05-07 18:34:16;51800.00
2025-05-07 18:34:15;60300.00
2025-05-07 18:34:14;68800.00
2025-05-07 18:34:13;77300.00
2025-05-07 18:34:12;85800.00
2025-05-07 18:34:11;94300.00
2025-05-07 18:34:10;97180.00
2025-05-07 18:34:09;88680.00
2025-05-07 18:34:08;80180.00
2025-05-07 18:34:07;71680.00
2025-05-07 18:34:06;63180.00
2025-05-07 18:34:05;54680.00
2025-05-07 18:34:04;46180.00
2025-05-07 18:34:03;37680.00
2025-05-07 18:34:02;29180.00
2025-05-07 18:34:01;20680.00
2025-05-07 18:34:00;12180.00
2025-05-07 18:33:59;3680.00
2025-05-07 18:33:58;4820.00
2025-05-07 18:33:57;13320.00
2025-05-07 18:33:56;21820.00
2025-05-07 18:33:55;30320.00
2025-05-07 18:33:54;38820.00
2025-05-07 18:33:53;47320.00
2025-05-07 18:33:52;55820.00
2025-05-07 18:33:51;64320.00
2025-05-07 18:33:50;72820.00
2025-05-07 18:33:49;81320.00
2025-05-07 18:33:48;89820.00
2025-05-07 18:33:47;98320.00
2025-05-07 18:33:46;93160.00
2025-05-07 18:33:45;84660.00
2025-05-07 18:33:44;76160.00
2025-05-07 18:33:43;67660.00
2025-05-07 18:33:42;59160.00
2025-05-07 18:33:41;50660.00
2025-05-07 18:33:40;42160.00
2025-05-07 18:33:39;33660.00
2025-05-07 18:33:38;25160.00
2025-05-07 18:33:37;16660.00
2025-05-07 18:33:36;8160.00
2025-05-07 18:33:35;340.00
2025-05-07 18:33:34;8840.00
2025-05-07 18:33:33;17340.00
2025-05-07 18:33:32;25840.00
2025-05-07 18:33:31;34340.00
2025-05-07 18:33:30;42840.00
2025-05-07 18:33:29;51340.00
2025-05-07 18:33:28;59840.00
2025-05-07 18:33:27;68340.00
2025-05-07 18:33:26;76840.00
2025-05-07 18:33:25;85340.00
2025-05-07 18:33:24;93840.00
2025-05-07 18:33:23;97640.00
2025-05-07 18:33:22;89140.00
2025-05-07 18:33:21;80640.00
2025-05-07 18:33:20;72140.00
2025-05-07 18:33:19;63640.00
2025-05-07 18:33:18;55140.00
2025-05-07 18:33:17;46640.00
2025-05-07 18:33:16;38140.00
2025-05-07 18:33:15;29640.00
2025-05-07 18:33:14;21140.00
2025-05-07 18:33:13;12640.00
2025-05-07 18:33:12;4140.00
2025-05-07 18:33:11;4360.00
2025-05-07 18:33:10;12860.00
2025-05-07 18:33:09;21360.00
2025-05-07 18:33:08;29860.00
2025-05-07 18:33:07;38360.00
2025-05-07 18:33:06;46860.00
2025-05-07 18:33:05;55360.00
2025-05-07 18:33:04;63860.00
2025-05-07 18:33:03;72360.00
2025-05-07 18:33:02;80860.00
2025-05-07 18:33:01;89360.00
2025-05-07 18:33:00;97860.00
2025-05-07 18:32:59;93620.00
2025-05-07 18:32:58;85120.00
2025-05-07 18:32:57;76620.00
2025-05-07 18:32:56;68120.00
2025-05-07 18:32:55;59620.00
2025-05-07 18:32:54;51120.00
2025-05-07 18:32:53;42620.00
2025-05-07 18:32:52;34120.00
2025-05-07 18:32:51;25620.00
2025-05-07 18:32:50;17120.00
2025-05-07 18:32:49;8620.00
2025-05-07 18:32:48;120.00
2025-05-07 18:32:47;8380.00
2025-05-07 18:32:46;16880.00
2025-05-07 18:32:45;25380.00
2025-05-07 18:32:44;33880.00
2025-05-07 18:32:43;42380.00
2025-05-07 18:32:42;50880.00
2025-05-07 18:32:41;59380.00
2025-05-07 18:32:40;67880.00
2025-05-07 18:32:39;76380.00
2025-05-07 18:32:38;84880.00
2025-05-07 18:32:37;93380.00
2025-05-07 18:32:36;98100.00
2025-05-07 18:32:35;89600.00
2025-05-07 18:32:34;81100.00
2025-05-07 18:32:33;72600.00
2025-05-07 18:32:32;64100.00
2025-05-07 18:32:31;55600.00
2025-05-07 18:32:30;47100.00
2025-05-07 18:32:29;38600.00
2025-05-07 18:32:28;30100.00
2025-05-07 18:32:27;21600.00
2025-05-07 18:32:26;13100.00
2025-05-07 18:32:25;4600.00
2025-05-07 18:32:24;3900.00
2025-05-07 18:32:23;12400.00
2025-05-07 18:32:22;20900.00
2025-05-07 18:32:21;29400.00
2025-05-07 18:32:20;37900.00
2025-05-07 18:32:19;46400.00
2025-05-07 18:32:18;54900.00
2025-05-07 18:32:17;63400.00
2025-05-07 18:32:16;71900.00
2025-05-07 18:32:15;80400.00
2025-05-07 18:32:14;88900.00
2025-05-07 18:32:13;97400.00
2025-05-07 18:32:12;94080.00
2025-05-07 18:32:11;85580.00
2025-05-07 18:32:10;77080.00
2025-05-07 18:32:09;68580.00
2025-05-07 18:32:08;60080.00
2025-05-07 18:32:07;51580.00
2025-05-07 18:32:06;43080.00
2025-05-07 18:32:05;34580.00
2025-05-07 18:32:04;26080.00
2025-05-07 18:32:03;17580.00
2025-05-07 18:32:02;9080.00
2025-05-07 18:32:01;580.00
2025-05-07 18:32:00;7920.00
2025-05-07 18:31:59;16420.00
2025-05-07 18:31:58;24920.00
2025-05-07 18:31:57;33420.00
2025-05-07 18:31:56;41920.00
2025-05-07 18:31:55;50420.00
2025-05-07 18:31:54;58920.00
