Fecha y Hora;B-102 - Bomba alimentación HT
2025-05-07 18:36:26;5317.00
2025-05-07 18:36:25;4467.00
2025-05-07 18:36:24;3617.00
2025-05-07 18:36:23;2767.00
2025-05-07 18:36:22;1917.00
2025-05-07 18:36:21;1067.00
2025-05-07 18:36:20;217.00
2025-05-07 18:36:19;633.00
2025-05-07 18:36:18;1483.00
2025-05-07 18:36:17;2333.00
2025-05-07 18:36:16;3183.00
2025-05-07 18:36:15;4033.00
2025-05-07 18:36:14;4883.00
2025-05-07 18:36:13;5733.00
2025-05-07 18:36:12;6583.00
2025-05-07 18:36:11;7433.00
2025-05-07 18:36:10;8283.00
2025-05-07 18:36:09;9133.00
2025-05-07 18:36:08;9983.00
2025-05-07 18:36:07;9165.00
2025-05-07 18:36:06;8315.00
2025-05-07 18:36:05;7465.00
2025-05-07 18:36:04;6615.00
2025-05-07 18:36:03;5765.00
2025-05-07 18:36:02;4915.00
2025-05-07 18:36:01;4065.00
2025-05-07 18:36:00;3215.00
2025-05-07 18:35:59;2365.00
2025-05-07 18:35:58;1515.00
2025-05-07 18:35:57;665.00
2025-05-07 18:35:56;185.00
2025-05-07 18:35:55;1035.00
2025-05-07 18:35:54;1885.00
2025-05-07 18:35:53;2735.00
2025-05-07 18:35:52;3585.00
2025-05-07 18:35:51;4435.00
2025-05-07 18:35:50;5285.00
2025-05-07 18:35:49;6135.00
2025-05-07 18:35:48;6985.00
2025-05-07 18:35:47;7835.00
2025-05-07 18:35:46;8685.00
2025-05-07 18:35:45;9535.00
2025-05-07 18:35:44;9613.00
2025-05-07 18:35:43;8763.00
2025-05-07 18:35:42;7913.00
2025-05-07 18:35:41;7063.00
2025-05-07 18:35:40;6213.00
2025-05-07 18:35:39;5363.00
2025-05-07 18:35:38;4513.00
2025-05-07 18:35:37;3663.00
2025-05-07 18:35:36;2813.00
2025-05-07 18:35:35;1963.00
2025-05-07 18:35:34;1113.00
2025-05-07 18:35:33;263.00
2025-05-07 18:35:32;587.00
2025-05-07 18:35:31;1437.00
2025-05-07 18:35:30;2287.00
2025-05-07 18:35:29;3137.00
2025-05-07 18:35:28;3987.00
2025-05-07 18:35:27;4837.00
2025-05-07 18:35:26;5687.00
2025-05-07 18:35:25;6537.00
2025-05-07 18:35:24;7387.00
2025-05-07 18:35:23;8237.00
2025-05-07 18:35:22;9087.00
2025-05-07 18:35:21;9937.00
2025-05-07 18:35:20;9211.00
2025-05-07 18:35:19;8361.00
2025-05-07 18:35:18;7511.00
2025-05-07 18:35:17;6661.00
2025-05-07 18:35:16;5811.00
2025-05-07 18:35:15;4961.00
2025-05-07 18:35:14;4111.00
2025-05-07 18:35:13;3261.00
2025-05-07 18:35:12;2411.00
2025-05-07 18:35:11;1561.00
2025-05-07 18:35:10;711.00
2025-05-07 18:35:09;139.00
2025-05-07 18:35:08;989.00
2025-05-07 18:35:07;1839.00
2025-05-07 18:35:06;2689.00
2025-05-07 18:35:05;3539.00
2025-05-07 18:35:04;4389.00
2025-05-07 18:35:03;5239.00
2025-05-07 18:35:02;6089.00
2025-05-07 18:35:01;6939.00
2025-05-07 18:35:00;7789.00
2025-05-07 18:34:59;8639.00
2025-05-07 18:34:58;9489.00
2025-05-07 18:34:57;9659.00
2025-05-07 18:34:56;8809.00
2025-05-07 18:34:55;7959.00
2025-05-07 18:34:54;7109.00
2025-05-07 18:34:53;6259.00
2025-05-07 18:34:52;5409.00
2025-05-07 18:34:51;4559.00
2025-05-07 18:34:50;3709.00
2025-05-07 18:34:49;2859.00
2025-05-07 18:34:48;2009.00
2025-05-07 18:34:47;1159.00
2025-05-07 18:34:46;309.00
2025-05-07 18:34:45;541.00
2025-05-07 18:34:44;1391.00
2025-05-07 18:34:43;2241.00
2025-05-07 18:34:42;3091.00
2025-05-07 18:34:41;3941.00
2025-05-07 18:34:40;4791.00
2025-05-07 18:34:39;5641.00
2025-05-07 18:34:38;6491.00
2025-05-07 18:34:37;7341.00
2025-05-07 18:34:36;8191.00
2025-05-07 18:34:35;9041.00
2025-05-07 18:34:34;9891.00
2025-05-07 18:34:33;9257.00
2025-05-07 18:34:32;8407.00
2025-05-07 18:34:31;7557.00
2025-05-07 18:34:30;6707.00
2025-05-07 18:34:29;5857.00
2025-05-07 18:34:28;5007.00
2025-05-07 18:34:27;4157.00
2025-05-07 18:34:26;3307.00
2025-05-07 18:34:25;2457.00
2025-05-07 18:34:24;1607.00
2025-05-07 18:34:23;757.00
2025-05-07 18:34:22;93.00
2025-05-07 18:34:21;943.00
2025-05-07 18:34:20;1793.00
2025-05-07 18:34:19;2643.00
2025-05-07 18:34:18;3493.00
2025-05-07 18:34:17;4343.00
2025-05-07 18:34:16;5193.00
2025-05-07 18:34:15;6043.00
2025-05-07 18:34:14;6893.00
2025-05-07 18:34:13;7743.00
2025-05-07 18:34:12;8593.00
2025-05-07 18:34:11;9443.00
2025-05-07 18:34:10;9705.00
2025-05-07 18:34:09;8855.00
2025-05-07 18:34:08;8005.00
2025-05-07 18:34:07;7155.00
2025-05-07 18:34:06;6305.00
2025-05-07 18:34:05;5455.00
2025-05-07 18:34:04;4605.00
2025-05-07 18:34:03;3755.00
2025-05-07 18:34:02;2905.00
2025-05-07 18:34:01;2055.00
2025-05-07 18:34:00;1205.00
2025-05-07 18:33:59;355.00
2025-05-07 18:33:58;495.00
2025-05-07 18:33:57;1345.00
2025-05-07 18:33:56;2195.00
2025-05-07 18:33:55;3045.00
2025-05-07 18:33:54;3895.00
2025-05-07 18:33:53;4745.00
2025-05-07 18:33:52;5595.00
2025-05-07 18:33:51;6445.00
2025-05-07 18:33:50;7295.00
2025-05-07 18:33:49;8145.00
2025-05-07 18:33:48;8995.00
2025-05-07 18:33:47;9845.00
2025-05-07 18:33:46;9303.00
2025-05-07 18:33:45;8453.00
2025-05-07 18:33:44;7603.00
2025-05-07 18:33:43;6753.00
2025-05-07 18:33:42;5903.00
2025-05-07 18:33:41;5053.00
2025-05-07 18:33:40;4203.00
2025-05-07 18:33:39;3353.00
2025-05-07 18:33:38;2503.00
2025-05-07 18:33:37;1653.00
2025-05-07 18:33:36;803.00
2025-05-07 18:33:35;47.00
2025-05-07 18:33:34;897.00
2025-05-07 18:33:33;1747.00
2025-05-07 18:33:32;2597.00
2025-05-07 18:33:31;3447.00
2025-05-07 18:33:30;4297.00
2025-05-07 18:33:29;5147.00
2025-05-07 18:33:28;5997.00
2025-05-07 18:33:27;6847.00
2025-05-07 18:33:26;7697.00
2025-05-07 18:33:25;8547.00
2025-05-07 18:33:24;9397.00
2025-05-07 18:33:23;9751.00
2025-05-07 18:33:22;8901.00
2025-05-07 18:33:21;8051.00
2025-05-07 18:33:20;7201.00
2025-05-07 18:33:19;6351.00
2025-05-07 18:33:18;5501.00
2025-05-07 18:33:17;4651.00
2025-05-07 18:33:16;3801.00
2025-05-07 18:33:15;2951.00
2025-05-07 18:33:14;2101.00
2025-05-07 18:33:13;1251.00
2025-05-07 18:33:12;401.00
2025-05-07 18:33:11;449.00
2025-05-07 18:33:10;1299.00
2025-05-07 18:33:09;2149.00
2025-05-07 18:33:08;2999.00
2025-05-07 18:33:07;3849.00
2025-05-07 18:33:06;4699.00
2025-05-07 18:33:05;5549.00
2025-05-07 18:33:04;6399.00
2025-05-07 18:33:03;7249.00
2025-05-07 18:33:02;8099.00
2025-05-07 18:33:01;8949.00
2025-05-07 18:33:00;9799.00
2025-05-07 18:32:59;9349.00
2025-05-07 18:32:58;8499.00
2025-05-07 18:32:57;7649.00
2025-05-07 18:32:56;6799.00
2025-05-07 18:32:55;5949.00
2025-05-07 18:32:54;5099.00
2025-05-07 18:32:53;4249.00
2025-05-07 18:32:52;3399.00
2025-05-07 18:32:51;2549.00
2025-05-07 18:32:50;1699.00
2025-05-07 18:32:49;849.00
2025-05-07 18:32:48;1.00
2025-05-07 18:32:47;851.00
2025-05-07 18:32:46;1701.00
2025-05-07 18:32:45;2551.00
2025-05-07 18:32:44;3401.00
2025-05-07 18:32:43;4251.00
2025-05-07 18:32:42;5101.00
2025-05-07 18:32:41;5951.00
2025-05-07 18:32:40;6801.00
2025-05-07 18:32:39;7651.00
2025-05-07 18:32:38;8501.00
2025-05-07 18:32:37;9351.00
2025-05-07 18:32:36;9797.00
2025-05-07 18:32:35;8947.00
2025-05-07 18:32:34;8097.00
2025-05-07 18:32:33;7247.00
2025-05-07 18:32:32;6397.00
2025-05-07 18:32:31;5547.00
2025-05-07 18:32:30;4697.00
2025-05-07 18:32:29;3847.00
2025-05-07 18:32:28;2997.00
2025-05-07 18:32:27;2147.00
2025-05-07 18:32:26;1297.00
2025-05-07 18:32:25;447.00
2025-05-07 18:32:24;403.00
2025-05-07 18:32:23;1253.00
2025-05-07 18:32:22;2103.00
2025-05-07 18:32:21;2953.00
2025-05-07 18:32:20;3803.00
2025-05-07 18:32:19;4653.00
2025-05-07 18:32:18;5503.00
2025-05-07 18:32:17;6353.00
2025-05-07 18:32:16;7203.00
2025-05-07 18:32:15;8053.00
2025-05-07 18:32:14;8903.00
2025-05-07 18:32:13;9753.00
2025-05-07 18:32:12;9395.00
2025-05-07 18:32:11;8545.00
2025-05-07 18:32:10;7695.00
2025-05-07 18:32:09;6845.00
2025-05-07 18:32:08;5995.00
2025-05-07 18:32:07;5145.00
2025-05-07 18:32:06;4295.00
2025-05-07 18:32:05;3445.00
2025-05-07 18:32:04;2595.00
2025-05-07 18:32:03;1745.00
2025-05-07 18:32:02;895.00
2025-05-07 18:32:01;45.00
2025-05-07 18:32:00;805.00
2025-05-07 18:31:59;1655.00
2025-05-07 18:31:58;2505.00
2025-05-07 18:31:57;3355.00
2025-05-07 18:31:56;4205.00
2025-05-07 18:31:55;5055.00
2025-05-07 18:31:54;5905.00
2025-05-07 18:31:53;6755.00
2025-05-07 18:31:52;7605.00
2025-05-07 18:31:51;8455.00
2025-05-07 18:31:50;9305.00
2025-05-07 18:31:49;9843.00
2025-05-07 18:31:48;8993.00
2025-05-07 18:31:47;8143.00
2025-05-07 18:31:46;7293.00
2025-05-07 18:31:45;6443.00
2025-05-07 18:31:44;5593.00
2025-05-07 18:31:43;4743.00
2025-05-07 18:31:42;3893.00
2025-05-07 18:31:41;3043.00
2025-05-07 18:31:40;2193.00
2025-05-07 18:31:39;1343.00
2025-05-07 18:31:38;493.00
2025-05-07 18:31:37;357.00
2025-05-07 18:31:36;1207.00
2025-05-07 18:31:35;2057.00
2025-05-07 18:31:34;2907.00
2025-05-07 18:31:33;3757.00
2025-05-07 18:31:32;4607.00
2025-05-07 18:31:31;5457.00
2025-05-07 18:31:30;6307.00
2025-05-07 18:31:29;7157.00
2025-05-07 18:31:28;8007.00
2025-05-07 18:31:27;8857.00
2025-05-07 18:31:26;9707.00
2025-05-07 18:31:25;9441.00
2025-05-07 18:31:24;8591.00
2025-05-07 18:31:23;7741.00
2025-05-07 18:31:22;6891.00
2025-05-07 18:31:21;6041.00
2025-05-07 18:31:20;5191.00
2025-05-07 18:31:19;4341.00
2025-05-07 18:31:18;3491.00
2025-05-07 18:31:17;2641.00
2025-05-07 18:31:16;1791.00
2025-05-07 18:31:15;941.00
2025-05-07 18:31:14;91.00
2025-05-07 18:31:13;759.00
2025-05-07 18:31:12;1609.00
2025-05-07 18:31:11;2459.00
2025-05-07 18:31:10;3309.00
2025-05-07 18:31:09;4159.00
2025-05-07 18:31:08;5009.00
2025-05-07 18:31:07;5859.00
2025-05-07 18:31:06;6709.00
2025-05-07 18:31:05;7559.00
2025-05-07 18:31:04;8409.00
2025-05-07 18:31:03;9259.00
2025-05-07 18:31:02;9889.00
2025-05-07 18:31:01;9039.00
2025-05-07 18:31:00;8189.00
2025-05-07 18:30:59;7339.00
2025-05-07 18:30:58;6489.00
2025-05-07 18:30:57;5639.00
2025-05-07 18:30:56;4789.00
2025-05-07 18:30:55;3939.00
2025-05-07 18:30:54;3089.00
2025-05-07 18:30:53;2239.00
2025-05-07 18:30:52;1389.00
2025-05-07 18:30:51;539.00
2025-05-07 18:30:50;311.00
2025-05-07 18:30:49;1161.00
2025-05-07 18:30:48;2011.00
2025-05-07 18:30:47;2861.00
2025-05-07 18:30:46;3711.00
2025-05-07 18:30:45;4561.00
2025-05-07 18:30:44;5411.00
2025-05-07 18:30:43;6261.00
2025-05-07 18:30:42;7111.00
2025-05-07 18:30:41;7961.00
2025-05-07 18:30:40;8811.00
2025-05-07 18:30:39;9661.00
2025-05-07 18:30:38;9487.00
2025-05-07 18:30:37;8637.00
2025-05-07 18:30:36;7787.00
2025-05-07 18:30:35;6937.00
2025-05-07 18:30:34;6087.00
2025-05-07 18:30:33;5237.00
2025-05-07 18:30:32;4387.00
2025-05-07 18:30:31;3537.00
2025-05-07 18:30:30;2687.00
2025-05-07 18:30:29;1837.00
2025-05-07 18:30:28;987.00
2025-05-07 18:30:27;137.00
2025-05-07 18:30:26;713.00
2025-05-07 18:30:25;1563.00
2025-05-07 18:30:24;2413.00
2025-05-07 18:30:23;3263.00
2025-05-07 18:30:22;4113.00
2025-05-07 18:30:21;4963.00
2025-05-07 18:30:20;5813.00
2025-05-07 18:30:19;6663.00
2025-05-07 18:30:18;7513.00
2025-05-07 18:30:17;8363.00
2025-05-07 18:30:16;9213.00
2025-05-07 18:30:15;9935.00
2025-05-07 18:30:14;9085.00
2025-05-07 18:30:13;8235.00
2025-05-07 18:30:12;7385.00
2025-05-07 18:30:11;6535.00
2025-05-07 18:30:10;5685.00
2025-05-07 18:30:09;4835.00
2025-05-07 18:30:08;3985.00
2025-05-07 18:30:07;3135.00
2025-05-07 18:30:06;2285.00
2025-05-07 18:30:05;1435.00
2025-05-07 18:30:04;585.00
2025-05-07 18:30:03;265.00
2025-05-07 18:30:02;1115.00
2025-05-07 18:30:01;1965.00
2025-05-07 18:30:00;2815.00
2025-05-07 18:29:59;3665.00
2025-05-07 18:29:58;4515.00
2025-05-07 18:29:57;5365.00
2025-05-07 18:29:56;6215.00
2025-05-07 18:29:55;7065.00
2025-05-07 18:29:54;7915.00
2025-05-07 18:29:53;8765.00
2025-05-07 18:29:52;9615.00
2025-05-07 18:29:51;9533.00
2025-05-07 18:29:50;8683.00
2025-05-07 18:29:49;7833.00
2025-05-07 18:29:48;6983.00
2025-05-07 18:29:47;6133.00
2025-05-07 18:29:46;5283.00
2025-05-07 18:29:45;4433.00
2025-05-07 18:29:44;3583.00
2025-05-07 18:29:43;2733.00
2025-05-07 18:29:42;1883.00
2025-05-07 18:29:41;1033.00
2025-05-07 18:29:40;183.00
2025-05-07 18:29:39;667.00
2025-05-07 18:29:38;1517.00
2025-05-07 18:29:37;2367.00
2025-05-07 18:29:36;3217.00
2025-05-07 18:29:35;4067.00
2025-05-07 18:29:34;4917.00
2025-05-07 18:29:33;5767.00
2025-05-07 18:29:32;6617.00
2025-05-07 18:29:31;7467.00
2025-05-07 18:29:30;8317.00
2025-05-07 18:29:29;9167.00
2025-05-07 18:29:28;9981.00
2025-05-07 18:29:27;9131.00
2025-05-07 18:29:26;8281.00
2025-05-07 18:29:25;7431.00
2025-05-07 18:29:24;6581.00
2025-05-07 18:29:23;5731.00
2025-05-07 18:29:22;4881.00
2025-05-07 18:29:21;4031.00
2025-05-07 18:29:20;3181.00
2025-05-07 18:29:19;2331.00
2025-05-07 18:29:18;1481.00
2025-05-07 18:29:17;631.00
2025-05-07 18:29:16;219.00
2025-05-07 18:29:15;1069.00
2025-05-07 18:29:14;1919.00
2025-05-07 18:29:13;2769.00
2025-05-07 18:29:12;3619.00
2025-05-07 18:29:11;4469.00
2025-05-07 18:29:10;5319.00
2025-05-07 18:29:09;6169.00
2025-05-07 18:29:08;7019.00
2025-05-07 18:29:07;7869.00
2025-05-07 18:29:06;8719.00
2025-05-07 18:29:05;9569.00
2025-05-07 18:29:04;9579.00
2025-05-07 18:29:03;8729.00
2025-05-07 18:29:02;7879.00
2025-05-07 18:29:01;7029.00
2025-05-07 18:29:00;6179.00
2025-05-07 18:28:59;5329.00
2025-05-07 18:28:58;4479.00
2025-05-07 18:28:57;3629.00
2025-05-07 18:28:56;2779.00
2025-05-07 18:28:55;1929.00
2025-05-07 18:28:54;1079.00
2025-05-07 18:28:53;229.00
2025-05-07 18:28:52;621.00
2025-05-07 18:28:51;1471.00
2025-05-07 18:28:50;2321.00
2025-05-07 18:28:49;3171.00
2025-05-07 18:28:48;4021.00
2025-05-07 18:28:47;4871.00
2025-05-07 18:28:46;5721.00
2025-05-07 18:28:45;6571.00
2025-05-07 18:28:44;7421.00
2025-05-07 18:28:43;8271.00
2025-05-07 18:28:42;9121.00
2025-05-07 18:28:41;9971.00
2025-05-07 18:28:40;9177.00
2025-05-07 18:28:39;8327.00
2025-05-07 18:28:38;7477.00
2025-05-07 18:28:37;6627.00
2025-05-07 18:28:36;5777.00
2025-05-07 18:28:35;4927.00
2025-05-07 18:28:34;4077.00
2025-05-07 18:28:33;3227.00
2025-05-07 18:28:32;2377.00
2025-05-07 18:28:31;1527.00
