Fecha y Hora;KV-2010 - Válvula agua a M-201
2025-05-07 18:36:26;53260.00
2025-05-07 18:36:25;44760.00
2025-05-07 18:36:24;36260.00
2025-05-07 18:36:23;27760.00
2025-05-07 18:36:22;19260.00
2025-05-07 18:36:21;10760.00
2025-05-07 18:36:20;2260.00
2025-05-07 18:36:19;6240.00
2025-05-07 18:36:18;14740.00
2025-05-07 18:36:17;23240.00
2025-05-07 18:36:16;31740.00
2025-05-07 18:36:15;40240.00
2025-05-07 18:36:14;48740.00
2025-05-07 18:36:13;57240.00
2025-05-07 18:36:12;65740.00
2025-05-07 18:36:11;74240.00
2025-05-07 18:36:10;82740.00
2025-05-07 18:36:09;91240.00
2025-05-07 18:36:08;99740.00
2025-05-07 18:36:07;91740.00
2025-05-07 18:36:06;83240.00
2025-05-07 18:36:05;74740.00
2025-05-07 18:36:04;66240.00
2025-05-07 18:36:03;57740.00
2025-05-07 18:36:02;49240.00
2025-05-07 18:36:01;40740.00
2025-05-07 18:36:00;32240.00
2025-05-07 18:35:59;23740.00
2025-05-07 18:35:58;15240.00
2025-05-07 18:35:57;6740.00
2025-05-07 18:35:56;1760.00
2025-05-07 18:35:55;10260.00
2025-05-07 18:35:54;18760.00
2025-05-07 18:35:53;27260.00
2025-05-07 18:35:52;35760.00
2025-05-07 18:35:51;44260.00
2025-05-07 18:35:50;52760.00
2025-05-07 18:35:49;61260.00
2025-05-07 18:35:48;69760.00
2025-05-07 18:35:47;78260.00
2025-05-07 18:35:46;86760.00
2025-05-07 18:35:45;95260.00
2025-05-07 18:35:44;96220.00
2025-05-07 18:35:43;87720.00
2025-05-07 18:35:42;79220.00
2025-05-07 18:35:41;70720.00
2025-05-07 18:35:40;62220.00
2025-05-07 18:35:39;53720.00
2025-05-07 18:35:38;45220.00
2025-05-07 18:35:37;36720.00
2025-05-07 18:35:36;28220.00
2025-05-07 18:35:35;19720.00
2025-05-07 18:35:34;11220.00
2025-05-07 18:35:33;2720.00
2025-05-07 18:35:32;5780.00
2025-05-07 18:35:31;14280.00
2025-05-07 18:35:30;22780.00
2025-05-07 18:35:29;31280.00
2025-05-07 18:35:28;39780.00
2025-05-07 18:35:27;48280.00
2025-05-07 18:35:26;56780.00
2025-05-07 18:35:25;65280.00
2025-05-07 18:35:24;73780.00
2025-05-07 18:35:23;82280.00
2025-05-07 18:35:22;90780.00
2025-05-07 18:35:21;99280.00
2025-05-07 18:35:20;92200.00
2025-05-07 18:35:19;83700.00
2025-05-07 18:35:18;75200.00
2025-05-07 18:35:17;66700.00
2025-05-07 18:35:16;58200.00
2025-05-07 18:35:15;49700.00
2025-05-07 18:35:14;41200.00
2025-05-07 18:35:13;32700.00
2025-05-07 18:35:12;24200.00
2025-05-07 18:35:11;15700.00
2025-05-07 18:35:10;7200.00
2025-05-07 18:35:09;1300.00
2025-05-07 18:35:08;9800.00
2025-05-07 18:35:07;18300.00
2025-05-07 18:35:06;26800.00
2025-05-07 18:35:05;35300.00
2025-05-07 18:35:04;43800.00
2025-05-07 18:35:03;52300.00
2025-05-07 18:35:02;60800.00
2025-05-07 18:35:01;69300.00
2025-05-07 18:35:00;77800.00
2025-05-07 18:34:59;86300.00
2025-05-07 18:34:58;94800.00
2025-05-07 18:34:57;96680.00
2025-05-07 18:34:56;88180.00
2025-05-07 18:34:55;79680.00
2025-05-07 18:34:54;71180.00
2025-05-07 18:34:53;62680.00
2025-05-07 18:34:52;54180.00
2025-05-07 18:34:51;45680.00
2025-05-07 18:34:50;37180.00
2025-05-07 18:34:49;28680.00
2025-05-07 18:34:48;20180.00
2025-05-07 18:34:47;11680.00
2025-05-07 18:34:46;3180.00
2025-05-07 18:34:45;5320.00
2025-05-07 18:34:44;13820.00
2025-05-07 18:34:43;22320.00
2025-05-07 18:34:42;30820.00
2025-05-07 18:34:41;39320.00
2025-05-07 18:34:40;47820.00
2025-05-07 18:34:39;56320.00
2025-05-07 18:34:38;64820.00
2025-05-07 18:34:37;73320.00
2025-05-07 18:34:36;81820.00
2025-05-07 18:34:35;90320.00
2025-05-07 18:34:34;98820.00
2025-05-07 18:34:33;92660.00
2025-05-07 18:34:32;84160.00
2025-05-07 18:34:31;75660.00
2025-05-07 18:34:30;67160.00
2025-05-07 18:34:29;58660.00
2025-05-07 18:34:28;50160.00
2025-05-07 18:34:27;41660.00
2025-05-07 18:34:26;33160.00
2025-05-07 18:34:25;24660.00
2025-05-07 18:34:24;16160.00
2025-05-07 18:34:23;7660.00
2025-05-07 18:34:22;840.00
2025-05-07 18:34:21;9340.00
2025-05-07 18:34:20;17840.00
2025-05-07 18:34:19;26340.00
2025-05-07 18:34:18;34840.00
2025-05-07 18:34:17;43340.00
2025-05-07 18:34:16;51840.00
2025-05-07 18:34:15;60340.00
2025-05-07 18:34:14;68840.00
2025-05-07 18:34:13;77340.00
2025-05-07 18:34:12;85840.00
2025-05-07 18:34:11;94340.00
2025-05-07 18:34:10;97140.00
2025-05-07 18:34:09;88640.00
2025-05-07 18:34:08;80140.00
2025-05-07 18:34:07;71640.00
2025-05-07 18:34:06;63140.00
2025-05-07 18:34:05;54640.00
2025-05-07 18:34:04;46140.00
2025-05-07 18:34:03;37640.00
2025-05-07 18:34:02;29140.00
2025-05-07 18:34:01;20640.00
2025-05-07 18:34:00;12140.00
2025-05-07 18:33:59;3640.00
2025-05-07 18:33:58;4860.00
2025-05-07 18:33:57;13360.00
2025-05-07 18:33:56;21860.00
2025-05-07 18:33:55;30360.00
2025-05-07 18:33:54;38860.00
2025-05-07 18:33:53;47360.00
2025-05-07 18:33:52;55860.00
2025-05-07 18:33:51;64360.00
2025-05-07 18:33:50;72860.00
2025-05-07 18:33:49;81360.00
2025-05-07 18:33:48;89860.00
2025-05-07 18:33:47;98360.00
2025-05-07 18:33:46;93120.00
2025-05-07 18:33:45;84620.00
2025-05-07 18:33:44;76120.00
2025-05-07 18:33:43;67620.00
2025-05-07 18:33:42;59120.00
2025-05-07 18:33:41;50620.00
2025-05-07 18:33:40;42120.00
2025-05-07 18:33:39;33620.00
2025-05-07 18:33:38;25120.00
2025-05-07 18:33:37;16620.00
2025-05-07 18:33:36;8120.00
2025-05-07 18:33:35;380.00
2025-05-07 18:33:34;8880.00
2025-05-07 18:33:33;17380.00
2025-05-07 18:33:32;25880.00
2025-05-07 18:33:31;34380.00
2025-05-07 18:33:30;42880.00
2025-05-07 18:33:29;51380.00
2025-05-07 18:33:28;59880.00
2025-05-07 18:33:27;68380.00
2025-05-07 18:33:26;76880.00
2025-05-07 18:33:25;85380.00
2025-05-07 18:33:24;93880.00
2025-05-07 18:33:23;97600.00
2025-05-07 18:33:22;89100.00
2025-05-07 18:33:21;80600.00
2025-05-07 18:33:20;72100.00
2025-05-07 18:33:19;63600.00
2025-05-07 18:33:18;55100.00
2025-05-07 18:33:17;46600.00
2025-05-07 18:33:16;38100.00
2025-05-07 18:33:15;29600.00
2025-05-07 18:33:14;21100.00
2025-05-07 18:33:13;12600.00
2025-05-07 18:33:12;4100.00
2025-05-07 18:33:11;4400.00
2025-05-07 18:33:10;12900.00
2025-05-07 18:33:09;21400.00
2025-05-07 18:33:08;29900.00
2025-05-07 18:33:07;38400.00
2025-05-07 18:33:06;46900.00
2025-05-07 18:33:05;55400.00
2025-05-07 18:33:04;63900.00
2025-05-07 18:33:03;72400.00
2025-05-07 18:33:02;80900.00
2025-05-07 18:33:01;89400.00
2025-05-07 18:33:00;97900.00
2025-05-07 18:32:59;93580.00
2025-05-07 18:32:58;85080.00
2025-05-07 18:32:57;76580.00
2025-05-07 18:32:56;68080.00
2025-05-07 18:32:55;59580.00
2025-05-07 18:32:54;51080.00
2025-05-07 18:32:53;42580.00
2025-05-07 18:32:52;34080.00
2025-05-07 18:32:51;25580.00
2025-05-07 18:32:50;17080.00
2025-05-07 18:32:49;8580.00
2025-05-07 18:32:48;80.00
2025-05-07 18:32:47;8420.00
2025-05-07 18:32:46;16920.00
2025-05-07 18:32:45;25420.00
2025-05-07 18:32:44;33920.00
2025-05-07 18:32:43;42420.00
2025-05-07 18:32:42;50920.00
2025-05-07 18:32:41;59420.00
