Fecha y Hora;DR-3047 - Indicador sobrepresión S-304
2025-05-07 18:36:26;5822.00
2025-05-07 18:36:25;4972.00
2025-05-07 18:36:24;4122.00
2025-05-07 18:36:23;3272.00
2025-05-07 18:36:22;2422.00
2025-05-07 18:36:21;1572.00
2025-05-07 18:36:20;722.00
2025-05-07 18:36:19;128.00
2025-05-07 18:36:18;978.00
2025-05-07 18:36:17;1828.00
2025-05-07 18:36:16;2678.00
2025-05-07 18:36:15;3528.00
2025-05-07 18:36:14;4378.00
2025-05-07 18:36:13;5228.00
2025-05-07 18:36:12;6078.00
2025-05-07 18:36:11;6928.00
2025-05-07 18:36:10;7778.00
2025-05-07 18:36:09;8628.00
2025-05-07 18:36:08;9478.00
2025-05-07 18:36:07;9670.00
2025-05-07 18:36:06;8820.00
2025-05-07 18:36:05;7970.00
2025-05-07 18:36:04;7120.00
2025-05-07 18:36:03;6270.00
2025-05-07 18:36:02;5420.00
2025-05-07 18:36:01;4570.00
2025-05-07 18:36:00;3720.00
2025-05-07 18:35:59;2870.00
2025-05-07 18:35:58;2020.00
2025-05-07 18:35:57;1170.00
2025-05-07 18:35:56;320.00
2025-05-07 18:35:55;530.00
2025-05-07 18:35:54;1380.00
2025-05-07 18:35:53;2230.00
2025-05-07 18:35:52;3080.00
2025-05-07 18:35:51;3930.00
2025-05-07 18:35:50;4780.00
2025-05-07 18:35:49;5630.00
2025-05-07 18:35:48;6480.00
2025-05-07 18:35:47;7330.00
2025-05-07 18:35:46;8180.00
2025-05-07 18:35:45;9030.00
2025-05-07 18:35:44;9880.00
2025-05-07 18:35:43;9268.00
2025-05-07 18:35:42;8418.00
2025-05-07 18:35:41;7568.00
2025-05-07 18:35:40;6718.00
2025-05-07 18:35:39;5868.00
2025-05-07 18:35:38;5018.00
2025-05-07 18:35:37;4168.00
2025-05-07 18:35:36;3318.00
2025-05-07 18:35:35;2468.00
2025-05-07 18:35:34;1618.00
2025-05-07 18:35:33;768.00
2025-05-07 18:35:32;82.00
2025-05-07 18:35:31;932.00
2025-05-07 18:35:30;1782.00
2025-05-07 18:35:29;2632.00
2025-05-07 18:35:28;3482.00
2025-05-07 18:35:27;4332.00
2025-05-07 18:35:26;5182.00
2025-05-07 18:35:25;6032.00
2025-05-07 18:35:24;6882.00
2025-05-07 18:35:23;7732.00
2025-05-07 18:35:22;8582.00
2025-05-07 18:35:21;9432.00
2025-05-07 18:35:20;9716.00
2025-05-07 18:35:19;8866.00
2025-05-07 18:35:18;8016.00
2025-05-07 18:35:17;7166.00
2025-05-07 18:35:16;6316.00
2025-05-07 18:35:15;5466.00
2025-05-07 18:35:14;4616.00
2025-05-07 18:35:13;3766.00
2025-05-07 18:35:12;2916.00
2025-05-07 18:35:11;2066.00
2025-05-07 18:35:10;1216.00
2025-05-07 18:35:09;366.00
2025-05-07 18:35:08;484.00
2025-05-07 18:35:07;1334.00
2025-05-07 18:35:06;2184.00
2025-05-07 18:35:05;3034.00
2025-05-07 18:35:04;3884.00
2025-05-07 18:35:03;4734.00
2025-05-07 18:35:02;5584.00
2025-05-07 18:35:01;6434.00
2025-05-07 18:35:00;7284.00
2025-05-07 18:34:59;8134.00
2025-05-07 18:34:58;8984.00
2025-05-07 18:34:57;9834.00
2025-05-07 18:34:56;9314.00
2025-05-07 18:34:55;8464.00
2025-05-07 18:34:54;7614.00
2025-05-07 18:34:53;6764.00
2025-05-07 18:34:52;5914.00
2025-05-07 18:34:51;5064.00
2025-05-07 18:34:50;4214.00
2025-05-07 18:34:49;3364.00
2025-05-07 18:34:48;2514.00
2025-05-07 18:34:47;1664.00
2025-05-07 18:34:46;814.00
2025-05-07 18:34:45;36.00
2025-05-07 18:34:44;886.00
2025-05-07 18:34:43;1736.00
2025-05-07 18:34:42;2586.00
2025-05-07 18:34:41;3436.00
2025-05-07 18:34:40;4286.00
2025-05-07 18:34:39;5136.00
2025-05-07 18:34:38;5986.00
2025-05-07 18:34:37;6836.00
2025-05-07 18:34:36;7686.00
2025-05-07 18:34:35;8536.00
2025-05-07 18:34:34;9386.00
2025-05-07 18:34:33;9762.00
2025-05-07 18:34:32;8912.00
2025-05-07 18:34:31;8062.00
2025-05-07 18:34:30;7212.00
2025-05-07 18:34:29;6362.00
2025-05-07 18:34:28;5512.00
2025-05-07 18:34:27;4662.00
2025-05-07 18:34:26;3812.00
2025-05-07 18:34:25;2962.00
2025-05-07 18:34:24;2112.00
2025-05-07 18:34:23;1262.00
2025-05-07 18:34:22;412.00
2025-05-07 18:34:21;438.00
2025-05-07 18:34:20;1288.00
2025-05-07 18:34:19;2138.00
2025-05-07 18:34:18;2988.00
2025-05-07 18:34:17;3838.00
2025-05-07 18:34:16;4688.00
2025-05-07 18:34:15;5538.00
2025-05-07 18:34:14;6388.00
2025-05-07 18:34:13;7238.00
2025-05-07 18:34:12;8088.00
2025-05-07 18:34:11;8938.00
2025-05-07 18:34:10;9788.00
2025-05-07 18:34:09;9360.00
2025-05-07 18:34:08;8510.00
2025-05-07 18:34:07;7660.00
2025-05-07 18:34:06;6810.00
2025-05-07 18:34:05;5960.00
2025-05-07 18:34:04;5110.00
2025-05-07 18:34:03;4260.00
2025-05-07 18:34:02;3410.00
2025-05-07 18:34:01;2560.00
2025-05-07 18:34:00;1710.00
2025-05-07 18:33:59;860.00
2025-05-07 18:33:58;10.00
2025-05-07 18:33:57;840.00
2025-05-07 18:33:56;1690.00
2025-05-07 18:33:55;2540.00
2025-05-07 18:33:54;3390.00
2025-05-07 18:33:53;4240.00
2025-05-07 18:33:52;5090.00
2025-05-07 18:33:51;5940.00
2025-05-07 18:33:50;6790.00
2025-05-07 18:33:49;7640.00
2025-05-07 18:33:48;8490.00
2025-05-07 18:33:47;9340.00
2025-05-07 18:33:46;9808.00
2025-05-07 18:33:45;8958.00
2025-05-07 18:33:44;8108.00
2025-05-07 18:33:43;7258.00
2025-05-07 18:33:42;6408.00
2025-05-07 18:33:41;5558.00
2025-05-07 18:33:40;4708.00
2025-05-07 18:33:39;3858.00
2025-05-07 18:33:38;3008.00
2025-05-07 18:33:37;2158.00
2025-05-07 18:33:36;1308.00
2025-05-07 18:33:35;458.00
2025-05-07 18:33:34;392.00
2025-05-07 18:33:33;1242.00
2025-05-07 18:33:32;2092.00
2025-05-07 18:33:31;2942.00
2025-05-07 18:33:30;3792.00
2025-05-07 18:33:29;4642.00
2025-05-07 18:33:28;5492.00
2025-05-07 18:33:27;6342.00
2025-05-07 18:33:26;7192.00
2025-05-07 18:33:25;8042.00
2025-05-07 18:33:24;8892.00
2025-05-07 18:33:23;9742.00
2025-05-07 18:33:22;9406.00
2025-05-07 18:33:21;8556.00
2025-05-07 18:33:20;7706.00
2025-05-07 18:33:19;6856.00
2025-05-07 18:33:18;6006.00
2025-05-07 18:33:17;5156.00
2025-05-07 18:33:16;4306.00
2025-05-07 18:33:15;3456.00
2025-05-07 18:33:14;2606.00
2025-05-07 18:33:13;1756.00
2025-05-07 18:33:12;906.00
2025-05-07 18:33:11;56.00
2025-05-07 18:33:10;794.00
2025-05-07 18:33:09;1644.00
2025-05-07 18:33:08;2494.00
2025-05-07 18:33:07;3344.00
2025-05-07 18:33:06;4194.00
2025-05-07 18:33:05;5044.00
2025-05-07 18:33:04;5894.00
2025-05-07 18:33:03;6744.00
2025-05-07 18:33:02;7594.00
2025-05-07 18:33:01;8444.00
2025-05-07 18:33:00;9294.00
2025-05-07 18:32:59;9854.00
2025-05-07 18:32:58;9004.00
2025-05-07 18:32:57;8154.00
2025-05-07 18:32:56;7304.00
2025-05-07 18:32:55;6454.00
2025-05-07 18:32:54;5604.00
2025-05-07 18:32:53;4754.00
2025-05-07 18:32:52;3904.00
2025-05-07 18:32:51;3054.00
2025-05-07 18:32:50;2204.00
2025-05-07 18:32:49;1354.00
2025-05-07 18:32:48;504.00
2025-05-07 18:32:47;346.00
2025-05-07 18:32:46;1196.00
2025-05-07 18:32:45;2046.00
2025-05-07 18:32:44;2896.00
2025-05-07 18:32:43;3746.00
2025-05-07 18:32:42;4596.00
2025-05-07 18:32:41;5446.00
2025-05-07 18:32:40;6296.00
2025-05-07 18:32:39;7146.00
2025-05-07 18:32:38;7996.00
2025-05-07 18:32:37;8846.00
2025-05-07 18:32:36;9696.00
2025-05-07 18:32:35;9452.00
2025-05-07 18:32:34;8602.00
2025-05-07 18:32:33;7752.00
2025-05-07 18:32:32;6902.00
2025-05-07 18:32:31;6052.00
2025-05-07 18:32:30;5202.00
2025-05-07 18:32:29;4352.00
2025-05-07 18:32:28;3502.00
2025-05-07 18:32:27;2652.00
2025-05-07 18:32:26;1802.00
2025-05-07 18:32:25;952.00
2025-05-07 18:32:24;102.00
2025-05-07 18:32:23;748.00
2025-05-07 18:32:22;1598.00
2025-05-07 18:32:21;2448.00
2025-05-07 18:32:20;3298.00
2025-05-07 18:32:19;4148.00
2025-05-07 18:32:18;4998.00
2025-05-07 18:32:17;5848.00
2025-05-07 18:32:16;6698.00
2025-05-07 18:32:15;7548.00
2025-05-07 18:32:14;8398.00
2025-05-07 18:32:13;9248.00
2025-05-07 18:32:12;9900.00
2025-05-07 18:32:11;9050.00
2025-05-07 18:32:10;8200.00
2025-05-07 18:32:09;7350.00
2025-05-07 18:32:08;6500.00
2025-05-07 18:32:07;5650.00
2025-05-07 18:32:06;4800.00
2025-05-07 18:32:05;3950.00
2025-05-07 18:32:04;3100.00
2025-05-07 18:32:03;2250.00
2025-05-07 18:32:02;1400.00
2025-05-07 18:32:01;550.00
2025-05-07 18:32:00;300.00
2025-05-07 18:31:59;1150.00
2025-05-07 18:31:58;2000.00
2025-05-07 18:31:57;2850.00
2025-05-07 18:31:56;3700.00
2025-05-07 18:31:55;4550.00
2025-05-07 18:31:54;5400.00
2025-05-07 18:31:53;6250.00
2025-05-07 18:31:52;7100.00
2025-05-07 18:31:51;7950.00
2025-05-07 18:31:50;8800.00
2025-05-07 18:31:49;9650.00
2025-05-07 18:31:48;9498.00
2025-05-07 18:31:47;8648.00
2025-05-07 18:31:46;7798.00
2025-05-07 18:31:45;6948.00
2025-05-07 18:31:44;6098.00
2025-05-07 18:31:43;5248.00
2025-05-07 18:31:42;4398.00
2025-05-07 18:31:41;3548.00
2025-05-07 18:31:40;2698.00
2025-05-07 18:31:39;1848.00
2025-05-07 18:31:38;998.00
2025-05-07 18:31:37;148.00
2025-05-07 18:31:36;702.00
2025-05-07 18:31:35;1552.00
2025-05-07 18:31:34;2402.00
2025-05-07 18:31:33;3252.00
2025-05-07 18:31:32;4102.00
2025-05-07 18:31:31;4952.00
2025-05-07 18:31:30;5802.00
2025-05-07 18:31:29;6652.00
2025-05-07 18:31:28;7502.00
2025-05-07 18:31:27;8352.00
2025-05-07 18:31:26;9202.00
2025-05-07 18:31:25;9946.00
2025-05-07 18:31:24;9096.00
2025-05-07 18:31:23;8246.00
2025-05-07 18:31:22;7396.00
2025-05-07 18:31:21;6546.00
2025-05-07 18:31:20;5696.00
2025-05-07 18:31:19;4846.00
2025-05-07 18:31:18;3996.00
2025-05-07 18:31:17;3146.00
2025-05-07 18:31:16;2296.00
2025-05-07 18:31:15;1446.00
2025-05-07 18:31:14;596.00
2025-05-07 18:31:13;254.00
2025-05-07 18:31:12;1104.00
2025-05-07 18:31:11;1954.00
2025-05-07 18:31:10;2804.00
2025-05-07 18:31:09;3654.00
2025-05-07 18:31:08;4504.00
2025-05-07 18:31:07;5354.00
2025-05-07 18:31:06;6204.00
2025-05-07 18:31:05;7054.00
2025-05-07 18:31:04;7904.00
2025-05-07 18:31:03;8754.00
2025-05-07 18:31:02;9604.00
2025-05-07 18:31:01;9544.00
2025-05-07 18:31:00;8694.00
2025-05-07 18:30:59;7844.00
2025-05-07 18:30:58;6994.00
2025-05-07 18:30:57;6144.00
2025-05-07 18:30:56;5294.00
2025-05-07 18:30:55;4444.00
2025-05-07 18:30:54;3594.00
2025-05-07 18:30:53;2744.00
2025-05-07 18:30:52;1894.00
2025-05-07 18:30:51;1044.00
2025-05-07 18:30:50;194.00
2025-05-07 18:30:49;656.00
2025-05-07 18:30:48;1506.00
2025-05-07 18:30:47;2356.00
2025-05-07 18:30:46;3206.00
2025-05-07 18:30:45;4056.00
2025-05-07 18:30:44;4906.00
2025-05-07 18:30:43;5756.00
2025-05-07 18:30:42;6606.00
2025-05-07 18:30:41;7456.00
2025-05-07 18:30:40;8306.00
2025-05-07 18:30:39;9156.00
2025-05-07 18:30:38;9992.00
2025-05-07 18:30:37;9142.00
2025-05-07 18:30:36;8292.00
2025-05-07 18:30:35;7442.00
2025-05-07 18:30:34;6592.00
2025-05-07 18:30:33;5742.00
2025-05-07 18:30:32;4892.00
2025-05-07 18:30:31;4042.00
2025-05-07 18:30:30;3192.00
2025-05-07 18:30:29;2342.00
2025-05-07 18:30:28;1492.00
2025-05-07 18:30:27;642.00
2025-05-07 18:30:26;208.00
2025-05-07 18:30:25;1058.00
2025-05-07 18:30:24;1908.00
2025-05-07 18:30:23;2758.00
2025-05-07 18:30:22;3608.00
2025-05-07 18:30:21;4458.00
2025-05-07 18:30:20;5308.00
2025-05-07 18:30:19;6158.00
2025-05-07 18:30:18;7008.00
2025-05-07 18:30:17;7858.00
2025-05-07 18:30:16;8708.00
2025-05-07 18:30:15;9558.00
2025-05-07 18:30:14;9590.00
2025-05-07 18:30:13;8740.00
2025-05-07 18:30:12;7890.00
2025-05-07 18:30:11;7040.00
2025-05-07 18:30:10;6190.00
2025-05-07 18:30:09;5340.00
2025-05-07 18:30:08;4490.00
2025-05-07 18:30:07;3640.00
2025-05-07 18:30:06;2790.00
2025-05-07 18:30:05;1940.00
2025-05-07 18:30:04;1090.00
