Fecha y Hora;LIT-3049 - Nivel desgasificador S-304
2025-05-08 13:27:39;-9.83
2025-05-08 13:27:38;-7.08
2025-05-08 13:27:37;-42.83
2025-05-08 13:27:36;-66.33
2025-05-08 13:27:35;-66.33
2025-05-08 13:27:34;-63.58
2025-05-08 13:27:33;-4.33
2025-05-08 13:27:32;-26.08
2025-05-08 13:27:31;-53.58
2025-05-08 13:27:30;-34.58
2025-05-08 13:27:29;-58.58
2025-05-08 13:27:28;-70.33
2025-05-08 13:27:27;-65.33
2025-05-08 13:27:26;-62.08
2025-05-08 13:27:25;-74.33
2025-05-08 13:27:24;-27.83
2025-05-08 13:27:23;-60.33
2025-05-08 13:27:22;-99.33
2025-05-08 13:27:21;-4.33
2025-05-08 13:27:20;-23.33
2025-05-08 13:27:19;-94.83
2025-05-08 13:27:18;-1.58
2025-05-08 13:27:17;-40.08
2025-05-08 13:27:16;-73.08
2025-05-08 13:27:15;-30.08
2025-05-08 13:27:14;-54.08
2025-05-08 13:27:13;-8.83
2025-05-08 13:27:12;-40.08
2025-05-08 13:27:11;-16.08
2025-05-08 13:27:10;-39.58
2025-05-08 13:27:09;-80.33
2025-05-08 13:27:08;-13.33
2025-05-08 13:27:07;-82.58
2025-05-08 13:27:06;-61.33
2025-05-08 13:27:05;-42.33
2025-05-08 13:27:04;-92.08
2025-05-08 13:27:03;-94.33
2025-05-08 13:27:02;-63.58
2025-05-08 13:27:01;-61.33
2025-05-08 13:27:00;-51.83
2025-05-08 13:26:59;-54.08
2025-05-08 13:26:58;-32.33
2025-05-08 13:26:57;-41.83
2025-05-08 13:26:56;-1.58
2025-05-08 13:26:55;-5.58
2025-05-08 13:26:54;-18.58
2025-05-08 13:26:53;-2.83
2025-05-08 13:26:52;-4.58
2025-05-08 13:26:51;-72.58
2025-05-08 13:26:50;-20.08
2025-05-08 13:26:49;-1.08
2025-05-08 13:26:48;-51.33
2025-05-08 13:26:47;-46.33
2025-05-08 13:26:46;-60.83
2025-05-08 13:26:45;-72.58
2025-05-08 13:26:44;-65.83
2025-05-08 13:26:43;-98.83
2025-05-08 13:26:42;-93.83
2025-05-08 13:26:41;-79.83
2025-05-08 13:26:40;-39.08
2025-05-08 13:26:39;-83.83
2025-05-08 13:26:38;-24.08
2025-05-08 13:26:37;-57.08
2025-05-08 13:26:36;-33.58
2025-05-08 13:26:35;-48.08
2025-05-08 13:26:34;-64.83
2025-05-08 13:26:33;-72.08
2025-05-08 13:26:32;-65.33
2025-05-08 13:26:31;-20.08
2025-05-08 13:26:30;-86.58
2025-05-08 13:26:29;-69.83
2025-05-08 13:26:28;-69.83
2025-05-08 13:26:27;-96.08
2025-05-08 13:26:26;-39.08
2025-05-08 13:26:25;-3.33
2025-05-08 13:26:24;-67.58
2025-05-08 13:26:23;-11.33
2025-05-08 13:26:22;-46.58
2025-05-08 13:26:21;-85.08
2025-05-08 13:26:20;-68.33
2025-05-08 13:26:19;-9.58
2025-05-08 13:26:18;-21.83
2025-05-08 13:26:17;-22.33
2025-05-08 13:26:16;-0.58
2025-05-08 13:26:15;-26.83
2025-05-08 13:26:14;-2.83
2025-05-08 13:26:13;-74.33
2025-05-08 13:26:12;-78.83
2025-05-08 13:26:11;-76.58
2025-05-08 13:26:10;-40.83
2025-05-08 13:26:09;-12.33
2025-05-08 13:26:08;-54.83
2025-05-08 13:26:07;-48.08
2025-05-08 13:26:06;-64.83
2025-05-08 13:26:05;-43.58
2025-05-08 13:26:04;-33.58
2025-05-08 13:26:03;-86.08
2025-05-08 13:26:02;-31.33
2025-05-08 13:26:01;-5.08
2025-05-08 13:26:00;-5.08
2025-05-08 13:25:59;-83.83
2025-05-08 13:25:58;-76.58
2025-05-08 13:25:57;-5.08
2025-05-08 13:25:56;-93.33
2025-05-08 13:25:55;-50.33
2025-05-08 13:25:54;-35.83
2025-05-08 13:25:53;-97.83
2025-05-08 13:25:52;-10.08
2025-05-08 13:25:51;-91.83
2025-05-08 13:25:50;-30.33
2025-05-08 13:25:49;-29.83
2025-05-08 13:25:48;-96.33
2025-05-08 13:25:47;-44.33
2025-05-08 13:25:46;-92.33
2025-05-08 13:25:45;-25.33
2025-05-08 13:25:44;-99.58
2025-05-08 13:25:43;-58.83
2025-05-08 13:25:42;-25.83
2025-05-08 13:25:41;-11.83
2025-05-08 13:25:40;-76.08
2025-05-08 13:25:39;-45.33
2025-05-08 13:25:38;-37.58
2025-05-08 13:25:37;-28.08
2025-05-08 13:25:36;-4.58
2025-05-08 13:25:35;-4.58
2025-05-08 13:25:34;-40.33
2025-05-08 13:25:33;-73.83
2025-05-08 13:25:32;-28.58
2025-05-08 13:25:31;-33.08
2025-05-08 13:25:30;-78.33
2025-05-08 13:25:29;-56.58
2025-05-08 13:25:28;-35.33
2025-05-08 13:25:27;-52.08
2025-05-08 13:25:26;-96.83
2025-05-08 13:25:25;-59.33
2025-05-08 13:25:24;-96.83
2025-05-08 13:25:23;-75.58
2025-05-08 13:25:22;-56.58
2025-05-08 13:25:21;-92.33
2025-05-08 13:25:20;-66.08
2025-05-08 13:25:19;-52.83
2025-05-08 13:25:18;-3.08
2025-05-08 13:25:17;-17.58
2025-05-08 13:25:16;-47.08
2025-05-08 13:25:15;-30.33
2025-05-08 13:25:14;-32.58
2025-05-08 13:25:13;-1.83
2025-05-08 13:25:12;-4.08
2025-05-08 13:25:11;-85.08
2025-05-08 13:25:10;-15.83
2025-05-08 13:25:09;-56.08
2025-05-08 13:25:08;-73.33
2025-05-08 13:25:07;-96.83
2025-05-08 13:25:06;-27.58
2025-05-08 13:25:05;-29.83
2025-05-08 13:25:04;-23.08
2025-05-08 13:25:03;-91.83
2025-05-08 13:25:02;-42.08
2025-05-08 13:25:01;-94.58
2025-05-08 13:25:00;-56.08
2025-05-08 13:24:59;-63.33
2025-05-08 13:24:58;-70.58
2025-05-08 13:24:57;-8.58
2025-05-08 13:24:56;-68.33
2025-05-08 13:24:55;-36.58
2025-05-08 13:24:54;-31.58
2025-05-08 13:24:53;-62.83
2025-05-08 13:24:52;-48.33
2025-05-08 13:24:51;-46.08
2025-05-08 13:24:50;-31.08
2025-05-08 13:24:49;-15.33
2025-05-08 13:24:48;-38.33
2025-05-08 13:24:47;-64.08
2025-05-08 13:24:46;-71.83
2025-05-08 13:24:45;-94.83
2025-05-08 13:24:44;-51.08
2025-05-08 13:24:43;-84.58
2025-05-08 13:24:42;-17.58
2025-05-08 13:24:41;-80.08
2025-05-08 13:24:40;-27.58
2025-05-08 13:24:39;-22.58
2025-05-08 13:24:38;-46.08
2025-05-08 13:24:37;-3.58
2025-05-08 13:24:36;-39.83
2025-05-08 13:24:35;-22.58
2025-05-08 13:24:34;-48.83
2025-05-08 13:24:33;-15.33
2025-05-08 13:24:32;-89.08
2025-05-08 13:24:31;-41.58
2025-05-08 13:24:30;-27.08
2025-05-08 13:24:29;-8.08
2025-05-08 13:24:28;-15.33
2025-05-08 13:24:27;-14.83
2025-05-08 13:24:26;-81.83
2025-05-08 13:24:25;-57.83
2025-05-08 13:24:24;-27.08
2025-05-08 13:24:23;-41.08
2025-05-08 13:24:22;-74.58
2025-05-08 13:24:21;-41.08
2025-05-08 13:24:20;-66.83
2025-05-08 13:24:19;-36.58
2025-05-08 13:24:18;-43.33
2025-05-08 13:24:17;-46.08
2025-05-08 13:24:16;8.42
2025-05-08 13:24:15;36.92
2025-05-08 13:24:14;98.42
2025-05-08 13:24:13;-50.58
2025-05-08 13:24:12;-83.58
2025-05-08 13:24:11;-41.08
2025-05-08 13:24:10;-22.08
2025-05-08 13:24:09;-86.33
2025-05-08 13:24:08;-67.33
2025-05-08 13:24:07;-60.08
2025-05-08 13:24:06;-64.58
2025-05-08 13:24:05;-67.33
2025-05-08 13:24:04;-76.83
2025-05-08 13:24:03;-73.58
2025-05-08 13:24:02;-90.33
2025-05-08 13:24:01;-68.58
2025-05-08 13:24:00;96.17
2025-05-08 13:23:59;-73.58
2025-05-08 13:23:58;-74.08
2025-05-08 13:23:57;-60.08
2025-05-08 13:23:56;-55.08
2025-05-08 13:23:55;-28.83
2025-05-08 13:23:54;-19.33
2025-05-08 13:23:53;-28.83
2025-05-08 13:23:52;34.67
2025-05-08 13:23:51;-14.33
2025-05-08 13:23:50;-43.33
2025-05-08 13:23:49;-69.08
2025-05-08 13:23:48;-78.58
2025-05-08 13:23:47;-33.33
2025-05-08 13:23:46;-95.33
2025-05-08 13:23:45;-40.58
2025-05-08 13:23:44;84.92
2025-05-08 13:23:43;-49.58
2025-05-08 13:23:42;94.42
2025-05-08 13:23:41;-31.08
2025-05-08 13:23:40;-66.33
2025-05-08 13:23:39;-47.83
2025-05-08 13:23:38;-83.58
2025-05-08 13:23:37;-18.83
2025-05-08 13:23:36;-9.33
2025-05-08 13:23:35;-37.83
2025-05-08 13:23:34;-7.08
2025-05-08 13:23:33;-54.58
2025-05-08 13:23:32;-61.83
2025-05-08 13:23:31;-97.08
2025-05-08 13:23:30;-33.33
2025-05-08 13:23:29;-54.58
2025-05-08 13:23:28;-16.58
2025-05-08 13:23:27;-71.33
2025-05-08 13:23:26;-59.08
2025-05-08 13:23:25;-6.58
2025-05-08 13:23:24;-9.33
2025-05-08 13:23:23;-59.08
2025-05-08 13:23:22;-47.33
2025-05-08 13:23:21;-92.58
2025-05-08 13:23:20;-50.08
2025-05-08 13:23:19;-66.33
2025-05-08 13:23:18;-87.58
2025-05-08 13:23:17;-13.83
2025-05-08 13:23:16;-30.58
2025-05-08 13:23:15;-16.08
2025-05-08 13:23:14;72.17
2025-05-08 13:23:13;44.67
2025-05-08 13:23:12;64.17
2025-05-08 13:23:11;8.92
2025-05-08 13:23:10;93.67
2025-05-08 13:23:09;82.17
2025-05-08 13:23:08;70.42
2025-05-08 13:23:07;84.92
2025-05-08 13:23:06;77.17
2025-05-08 13:23:05;41.42
2025-05-08 13:23:04;88.92
2025-05-08 13:23:03;12.92
2025-05-08 13:23:02;86.67
2025-05-08 13:23:01;41.42
2025-05-08 13:23:00;3.42
2025-05-08 13:22:59;69.92
2025-05-08 13:22:58;31.92
2025-05-08 13:22:57;84.42
