Fecha y Hora;B-202 - Bomba mezclador
2025-05-08 13:27:39;-6237.00
2025-05-08 13:27:38;-2662.00
2025-05-08 13:27:37;-8362.00
2025-05-08 13:27:36;-4287.00
2025-05-08 13:27:35;-5737.00
2025-05-08 13:27:34;-1662.00
2025-05-08 13:27:33;-5962.00
2025-05-08 13:27:32;-8862.00
2025-05-08 13:27:31;-6462.00
2025-05-08 13:27:30;-2387.00
2025-05-08 13:27:29;-5287.00
2025-05-08 13:27:28;-3287.00
2025-05-08 13:27:27;-9937.00
2025-05-08 13:27:26;-9037.00
2025-05-08 13:27:25;-1937.00
2025-05-08 13:27:24;-2612.00
2025-05-08 13:27:23;-7762.00
2025-05-08 13:27:22;-8087.00
2025-05-08 13:27:21;-6687.00
2025-05-08 13:27:20;-8087.00
2025-05-08 13:27:19;-8087.00
2025-05-08 13:27:18;-2387.00
2025-05-08 13:27:17;-6912.00
2025-05-08 13:27:16;-2112.00
2025-05-08 13:27:15;-4012.00
2025-05-08 13:27:14;-2112.00
2025-05-08 13:27:13;-3062.00
2025-05-08 13:27:12;-7637.00
2025-05-08 13:27:11;-6912.00
2025-05-08 13:27:10;-9487.00
2025-05-08 13:27:09;-1437.00
2025-05-08 13:27:08;-8762.00
2025-05-08 13:27:07;-5912.00
2025-05-08 13:27:06;-2112.00
2025-05-08 13:27:05;-487.00
2025-05-08 13:27:04;-712.00
2025-05-08 13:27:03;-8312.00
2025-05-08 13:27:02;-5912.00
2025-05-08 13:27:01;-3787.00
2025-05-08 13:27:00;-212.00
2025-05-08 13:26:59;-6412.00
2025-05-08 13:26:58;-8087.00
2025-05-08 13:26:57;-6412.00
2025-05-08 13:26:56;-3787.00
2025-05-08 13:26:55;-4737.00
2025-05-08 13:26:54;-7587.00
2025-05-08 13:26:53;-3912.00
2025-05-08 13:26:52;-3137.00
2025-05-08 13:26:51;-162.00
2025-05-08 13:26:50;-1837.00
2025-05-08 13:26:49;-9487.00
2025-05-08 13:26:48;-3287.00
2025-05-08 13:26:47;-8987.00
2025-05-08 13:26:46;-6862.00
2025-05-08 13:26:45;-5637.00
2025-05-08 13:26:44;-8987.00
2025-05-08 13:26:43;-6812.00
2025-05-08 13:26:42;-6812.00
2025-05-08 13:26:41;-9437.00
2025-05-08 13:26:40;-6812.00
2025-05-08 13:26:39;-8712.00
2025-05-08 13:26:38;-1112.00
2025-05-08 13:26:37;-9212.00
2025-05-08 13:26:36;-7662.00
2025-05-08 13:26:35;-6537.00
2025-05-08 13:26:34;-1062.00
2025-05-08 13:26:33;-3687.00
2025-05-08 13:26:32;-612.00
2025-05-08 13:26:31;-612.00
2025-05-08 13:26:30;-8712.00
2025-05-08 13:26:29;-3687.00
2025-05-08 13:26:28;-9887.00
2025-05-08 13:26:27;-4412.00
2025-05-08 13:26:26;-9212.00
2025-05-08 13:26:25;-4687.00
2025-05-08 13:26:24;-1112.00
2025-05-08 13:26:23;-837.00
2025-05-08 13:26:22;-3462.00
2025-05-08 13:26:21;-912.00
2025-05-08 13:26:20;-4037.00
2025-05-08 13:26:19;-9612.00
2025-05-08 13:26:18;-5087.00
2025-05-08 13:26:17;-837.00
2025-05-08 13:26:16;-2012.00
2025-05-08 13:26:15;-5812.00
2025-05-08 13:26:14;-8662.00
2025-05-08 13:26:13;-562.00
2025-05-08 13:26:12;-6762.00
2025-05-08 13:26:11;-2962.00
2025-05-08 13:26:10;-7712.00
2025-05-08 13:26:09;-6037.00
2025-05-08 13:26:08;-4137.00
2025-05-08 13:26:07;-9612.00
2025-05-08 13:26:06;-112.00
2025-05-08 13:26:05;-6262.00
2025-05-08 13:26:04;-2687.00
2025-05-08 13:26:03;-7712.00
2025-05-08 13:26:02;-6987.00
2025-05-08 13:26:01;-6037.00
2025-05-08 13:26:00;-3912.00
2025-05-08 13:25:59;-3912.00
2025-05-08 13:25:58;-3637.00
2025-05-08 13:25:57;-9112.00
2025-05-08 13:25:56;-7937.00
2025-05-08 13:25:55;-8387.00
2025-05-08 13:25:54;-6487.00
2025-05-08 13:25:53;-1512.00
2025-05-08 13:25:52;-5087.00
2025-05-08 13:25:51;-1012.00
2025-05-08 13:25:50;-3862.00
2025-05-08 13:25:49;-7062.00
2025-05-08 13:25:48;-1087.00
2025-05-08 13:25:47;-5262.00
2025-05-08 13:25:46;-2187.00
2025-05-08 13:25:45;-4812.00
2025-05-08 13:25:44;-7837.00
2025-05-08 13:25:43;-8562.00
2025-05-08 13:25:42;-8562.00
2025-05-08 13:25:41;-6212.00
2025-05-08 13:25:40;-1687.00
2025-05-08 13:25:39;-1462.00
2025-05-08 13:25:38;-9287.00
2025-05-08 13:25:37;-6212.00
2025-05-08 13:25:36;-1687.00
2025-05-08 13:25:35;-5987.00
2025-05-08 13:25:34;-287.00
2025-05-08 13:25:33;-9062.00
2025-05-08 13:25:32;-8112.00
2025-05-08 13:25:31;-1187.00
2025-05-08 13:25:30;-7387.00
2025-05-08 13:25:29;-7387.00
2025-05-08 13:25:28;-5762.00
2025-05-08 13:25:27;-7162.00
2025-05-08 13:25:26;-4087.00
2025-05-08 13:25:25;-1912.00
2025-05-08 13:25:24;-2137.00
2025-05-08 13:25:23;-5987.00
2025-05-08 13:25:22;-687.00
2025-05-08 13:25:21;-4037.00
2025-05-08 13:25:20;-5212.00
2025-05-08 13:25:19;-6212.00
2025-05-08 13:25:18;-7612.00
2025-05-08 13:25:17;-2037.00
2025-05-08 13:25:16;-8562.00
2025-05-08 13:25:15;-3537.00
2025-05-08 13:25:14;-2362.00
2025-05-08 13:25:13;-1637.00
2025-05-08 13:25:12;-8787.00
2025-05-08 13:25:11;-1637.00
2025-05-08 13:25:10;-5437.00
2025-05-08 13:25:09;-4762.00
2025-05-08 13:25:08;-3312.00
2025-05-08 13:25:07;-2812.00
2025-05-08 13:25:06;-5662.00
2025-05-08 13:25:05;-3762.00
2025-05-08 13:25:04;-5437.00
2025-05-08 13:25:03;-2362.00
2025-05-08 13:25:02;-4487.00
2025-05-08 13:25:01;-9962.00
2025-05-08 13:25:00;-912.00
2025-05-08 13:24:59;-8287.00
2025-05-08 13:24:58;-9462.00
2025-05-08 13:24:57;-1137.00
2025-05-08 13:24:56;-6887.00
2025-05-08 13:24:55;-8787.00
2025-05-08 13:24:54;-3262.00
2025-05-08 13:24:53;-6162.00
2025-05-08 13:24:52;-7962.00
2025-05-08 13:24:51;-137.00
2025-05-08 13:24:50;-9862.00
2025-05-08 13:24:49;-2537.00
2025-05-08 13:24:48;-7787.00
2025-05-08 13:24:47;-5662.00
2025-05-08 13:24:46;-3162.00
2025-05-08 13:24:45;-5012.00
2025-05-08 13:24:44;-3487.00
2025-05-08 13:24:43;-1137.00
2025-05-08 13:24:42;-137.00
2025-05-08 13:24:41;-2312.00
2025-05-08 13:24:40;-8287.00
2025-05-08 13:24:39;-3712.00
2025-05-08 13:24:38;-2037.00
2025-05-08 13:24:37;-6337.00
2025-05-08 13:24:36;-6837.00
2025-05-08 13:24:35;-1362.00
2025-05-08 13:24:34;-9912.00
2025-05-08 13:24:33;-4212.00
2025-05-08 13:24:32;-5837.00
2025-05-08 13:24:31;-4662.00
2025-05-08 13:24:30;-8687.00
2025-05-08 13:24:29;-6837.00
2025-05-08 13:24:28;-9912.00
2025-05-08 13:24:27;-3212.00
2025-05-08 13:24:26;-2537.00
2025-05-08 13:24:25;-8687.00
2025-05-08 13:24:24;-137.00
2025-05-08 13:24:23;-1537.00
2025-05-08 13:24:22;-1537.00
2025-05-08 13:24:21;-8237.00
2025-05-08 13:24:20;-4437.00
2025-05-08 13:24:19;-6062.00
2025-05-08 13:24:18;-4387.00
2025-05-08 13:24:17;-4887.00
2025-05-08 13:24:16;-8187.00
2025-05-08 13:24:15;-87.00
2025-05-08 13:24:14;-4512.00
2025-05-08 13:24:13;-1037.00
2025-05-08 13:24:12;-3212.00
2025-05-08 13:24:11;-5337.00
2025-05-08 13:24:10;-7737.00
2025-05-08 13:24:09;-8912.00
2025-05-08 13:24:08;-9862.00
2025-05-08 13:24:07;-7462.00
2025-05-08 13:24:06;-6012.00
2025-05-08 13:24:05;-5112.00
2025-05-08 13:24:04;-7962.00
2025-05-08 13:24:03;-2487.00
2025-05-08 13:24:02;-3162.00
2025-05-08 13:24:01;-2387.00
2025-05-08 13:24:00;-1662.00
2025-05-08 13:23:59;-9537.00
2025-05-08 13:23:58;-37.00
2025-05-08 13:23:57;-7962.00
2025-05-08 13:23:56;-312.00
