Fecha y Hora;DR-3037 - Indicador sobrepresión R-303
2025-05-08 13:27:39;-4653.00
2025-05-08 13:27:38;-3428.00
2025-05-08 13:27:37;-1028.00
2025-05-08 13:27:36;-803.00
2025-05-08 13:27:35;-3428.00
2025-05-08 13:27:34;-7678.00
2025-05-08 13:27:33;-928.00
2025-05-08 13:27:32;-5003.00
2025-05-08 13:27:31;-5453.00
2025-05-08 13:27:30;-3053.00
2025-05-08 13:27:29;-7303.00
2025-05-08 13:27:28;-4953.00
2025-05-08 13:27:27;-1053.00
2025-05-08 13:27:26;-778.00
2025-05-08 13:27:25;-2778.00
2025-05-08 13:27:24;-2553.00
2025-05-08 13:27:23;-4953.00
2025-05-08 13:27:22;-1653.00
2025-05-08 13:27:21;-4503.00
2025-05-08 13:27:20;-2428.00
2025-05-08 13:27:19;-9753.00
2025-05-08 13:27:18;-2378.00
2025-05-08 13:27:17;-2603.00
2025-05-08 13:27:16;-2203.00
2025-05-08 13:27:15;-5453.00
2025-05-08 13:27:14;-3603.00
2025-05-08 13:27:13;-978.00
2025-05-08 13:27:12;-4053.00
2025-05-08 13:27:11;-2653.00
2025-05-08 13:27:10;-7403.00
2025-05-08 13:27:09;-9078.00
2025-05-08 13:27:08;-8803.00
2025-05-08 13:27:07;-4053.00
2025-05-08 13:27:06;-703.00
2025-05-08 13:27:05;-3103.00
2025-05-08 13:27:04;-8803.00
2025-05-08 13:27:03;-7403.00
2025-05-08 13:27:02;-4953.00
2025-05-08 13:27:01;-4053.00
2025-05-08 13:27:00;-4778.00
2025-05-08 13:26:59;-9028.00
2025-05-08 13:26:58;-4453.00
2025-05-08 13:26:57;-703.00
2025-05-08 13:26:56;-4128.00
2025-05-08 13:26:55;-3903.00
2025-05-08 13:26:54;-7928.00
2025-05-08 13:26:53;-2228.00
2025-05-08 13:26:52;-2728.00
2025-05-08 13:26:51;-1878.00
2025-05-08 13:26:50;-3003.00
2025-05-08 13:26:49;-5178.00
2025-05-08 13:26:48;-3053.00
2025-05-08 13:26:47;-9753.00
2025-05-08 13:26:46;-7578.00
2025-05-08 13:26:45;-5453.00
2025-05-08 13:26:44;-2378.00
2025-05-08 13:26:43;-7353.00
2025-05-08 13:26:42;-4728.00
