Fecha y Hora;KV-2051 - Válvula purga automática X-205
2025-05-08 13:27:39;-79620.00
2025-05-08 13:27:38;-91370.00
2025-05-08 13:27:37;-74620.00
2025-05-08 13:27:36;-5370.00
2025-05-08 13:27:35;-67370.00
2025-05-08 13:27:34;-76870.00
2025-05-08 13:27:33;-46120.00
2025-05-08 13:27:32;-65120.00
2025-05-08 13:27:31;-27120.00
2025-05-08 13:27:30;-29370.00
2025-05-08 13:27:29;64380.00
2025-05-08 13:27:28;-85870.00
2025-05-08 13:27:27;83380.00
2025-05-08 13:27:26;-95370.00
2025-05-08 13:27:25;26880.00
2025-05-08 13:27:24;-21620.00
2025-05-08 13:27:23;62630.00
2025-05-08 13:27:22;-26620.00
2025-05-08 13:27:21;-69620.00
2025-05-08 13:27:20;-36120.00
2025-05-08 13:27:19;-86370.00
2025-05-08 13:27:18;-7620.00
2025-05-08 13:27:17;-71870.00
2025-05-08 13:27:16;-47870.00
2025-05-08 13:27:15;-21620.00
2025-05-08 13:27:14;-36120.00
2025-05-08 13:27:13;-76370.00
2025-05-08 13:27:12;-62370.00
2025-05-08 13:27:11;-64620.00
2025-05-08 13:27:10;-21620.00
2025-05-08 13:27:09;-57370.00
2025-05-08 13:27:08;-76370.00
2025-05-08 13:27:07;-64620.00
2025-05-08 13:27:06;-36120.00
2025-05-08 13:27:05;-26620.00
2025-05-08 13:27:04;-47870.00
2025-05-08 13:27:03;-83620.00
2025-05-08 13:27:02;-19370.00
2025-05-08 13:27:01;-93120.00
2025-05-08 13:27:00;-28870.00
2025-05-08 13:26:59;-40620.00
2025-05-08 13:26:58;-66870.00
2025-05-08 13:26:57;-50120.00
2025-05-08 13:26:56;-88120.00
2025-05-08 13:26:55;-50620.00
2025-05-08 13:26:54;83380.00
2025-05-08 13:26:53;34130.00
2025-05-08 13:26:52;70380.00
2025-05-08 13:26:51;33630.00
2025-05-08 13:26:50;-7120.00
2025-05-08 13:26:49;-7120.00
2025-05-08 13:26:48;35880.00
2025-05-08 13:26:47;54880.00
2025-05-08 13:26:46;16880.00
2025-05-08 13:26:45;130.00
2025-05-08 13:26:44;64380.00
2025-05-08 13:26:43;7380.00
2025-05-08 13:26:42;69380.00
2025-05-08 13:26:41;71630.00
2025-05-08 13:26:40;43130.00
2025-05-08 13:26:39;14630.00
2025-05-08 13:26:38;67130.00
2025-05-08 13:26:37;27380.00
2025-05-08 13:26:36;46380.00
2025-05-08 13:26:35;84380.00
2025-05-08 13:26:34;77130.00
2025-05-08 13:26:33;64880.00
2025-05-08 13:26:32;38630.00
2025-05-08 13:26:31;16880.00
2025-05-08 13:26:30;31380.00
2025-05-08 13:26:29;91130.00
2025-05-08 13:26:28;24130.00
2025-05-08 13:26:27;67130.00
2025-05-08 13:26:26;2880.00
2025-05-08 13:26:25;67130.00
2025-05-08 13:26:24;21880.00
2025-05-08 13:26:23;55380.00
2025-05-08 13:26:22;2880.00
2025-05-08 13:26:21;56880.00
2025-05-08 13:26:20;56880.00
2025-05-08 13:26:19;67630.00
2025-05-08 13:26:18;50880.00
2025-05-08 13:26:17;69880.00
2025-05-08 13:26:16;26880.00
2025-05-08 13:26:15;43630.00
2025-05-08 13:26:14;79380.00
2025-05-08 13:26:13;7880.00
2025-05-08 13:26:12;41380.00
2025-05-08 13:26:11;72130.00
2025-05-08 13:26:10;96130.00
2025-05-08 13:26:09;96130.00
2025-05-08 13:26:08;77130.00
2025-05-08 13:26:07;20130.00
2025-05-08 13:26:06;12880.00
2025-05-08 13:26:05;79380.00
2025-05-08 13:26:04;48630.00
2025-05-08 13:26:03;53130.00
2025-05-08 13:26:02;79380.00
2025-05-08 13:26:01;50880.00
2025-05-08 13:26:00;48630.00
2025-05-08 13:25:59;48630.00
2025-05-08 13:25:58;12880.00
2025-05-08 13:25:57;20130.00
2025-05-08 13:25:56;93880.00
2025-05-08 13:25:55;55880.00
2025-05-08 13:25:54;55880.00
2025-05-08 13:25:53;27380.00
2025-05-08 13:25:52;17880.00
2025-05-08 13:25:51;89380.00
2025-05-08 13:25:50;68630.00
2025-05-08 13:25:49;50130.00
2025-05-08 13:25:48;76380.00
