Fecha y Hora;KV-5010 - Válvula aislar entrada E-501
2025-05-08 13:27:39;18380.00
2025-05-08 13:27:38;28380.00
2025-05-08 13:27:37;45130.00
2025-05-08 13:27:36;66880.00
2025-05-08 13:27:35;16630.00
2025-05-08 13:27:34;76380.00
2025-05-08 13:27:33;59630.00
2025-05-08 13:27:32;83130.00
2025-05-08 13:27:31;80880.00
2025-05-08 13:27:30;46130.00
2025-05-08 13:27:29;93630.00
2025-05-08 13:27:28;22130.00
2025-05-08 13:27:27;91380.00
2025-05-08 13:27:26;88630.00
2025-05-08 13:27:25;37130.00
2025-05-08 13:27:24;43380.00
2025-05-08 13:27:23;1380.00
2025-05-08 13:27:22;7630.00
2025-05-08 13:27:21;28880.00
2025-05-08 13:27:20;28880.00
2025-05-08 13:27:19;85880.00
2025-05-08 13:27:18;71380.00
2025-05-08 13:27:17;12130.00
2025-05-08 13:27:16;71880.00
2025-05-08 13:27:15;79130.00
2025-05-08 13:27:14;38380.00
2025-05-08 13:27:13;33880.00
2025-05-08 13:27:12;66880.00
2025-05-08 13:27:11;380.00
2025-05-08 13:27:10;41130.00
2025-05-08 13:27:09;81380.00
2025-05-08 13:27:08;43380.00
2025-05-08 13:27:07;45630.00
2025-05-08 13:27:06;19380.00
2025-05-08 13:27:05;83630.00
2025-05-08 13:27:04;36130.00
2025-05-08 13:27:03;17130.00
2025-05-08 13:27:02;45630.00
2025-05-08 13:27:01;26630.00
2025-05-08 13:27:00;380.00
2025-05-08 13:26:59;88630.00
2025-05-08 13:26:58;71880.00
2025-05-08 13:26:57;47880.00
2025-05-08 13:26:56;31630.00
2025-05-08 13:26:55;66880.00
2025-05-08 13:26:54;59380.00
2025-05-08 13:26:53;44380.00
2025-05-08 13:26:52;44880.00
2025-05-08 13:26:51;98630.00
2025-05-08 13:26:50;76880.00
2025-05-08 13:26:49;81380.00
2025-05-08 13:26:48;29380.00
2025-05-08 13:26:47;79630.00
2025-05-08 13:26:46;55630.00
2025-05-08 13:26:45;29380.00
2025-05-08 13:26:44;62380.00
2025-05-08 13:26:43;72380.00
2025-05-08 13:26:42;3630.00
2025-05-08 13:26:41;98630.00
2025-05-08 13:26:40;60630.00
2025-05-08 13:26:39;5880.00
2025-05-08 13:26:38;13630.00
2025-05-08 13:26:37;16380.00
2025-05-08 13:26:36;66130.00
2025-05-08 13:26:35;13630.00
2025-05-08 13:26:34;51630.00
2025-05-08 13:26:33;29880.00
2025-05-08 13:26:32;58380.00
2025-05-08 13:26:31;91380.00
2025-05-08 13:26:30;20380.00
2025-05-08 13:26:29;1380.00
2025-05-08 13:26:28;5880.00
2025-05-08 13:26:27;77380.00
2025-05-08 13:26:26;81880.00
2025-05-08 13:26:25;96380.00
2025-05-08 13:26:24;5880.00
2025-05-08 13:26:23;91880.00
2025-05-08 13:26:22;7380.00
2025-05-08 13:26:21;76630.00
2025-05-08 13:26:20;76630.00
2025-05-08 13:26:19;75630.00
2025-05-08 13:26:18;68380.00
2025-05-08 13:26:17;3630.00
2025-05-08 13:26:16;18130.00
2025-05-08 13:26:15;63380.00
2025-05-08 13:26:14;89630.00
2025-05-08 13:26:13;25380.00
2025-05-08 13:26:12;32630.00
2025-05-08 13:26:11;34880.00
2025-05-08 13:26:10;42130.00
2025-05-08 13:26:09;96880.00
2025-05-08 13:26:08;68380.00
2025-05-08 13:26:07;75630.00
2025-05-08 13:26:06;77880.00
2025-05-08 13:26:05;27630.00
2025-05-08 13:26:04;82880.00
2025-05-08 13:26:03;53880.00
2025-05-08 13:26:02;99130.00
2025-05-08 13:26:01;80130.00
2025-05-08 13:26:00;32630.00
2025-05-08 13:25:59;68380.00
2025-05-08 13:25:58;30380.00
2025-05-08 13:25:57;75630.00
2025-05-08 13:25:56;49380.00
2025-05-08 13:25:55;66130.00
2025-05-08 13:25:54;30380.00
2025-05-08 13:25:53;71130.00
2025-05-08 13:25:52;51630.00
2025-05-08 13:25:51;80630.00
2025-05-08 13:25:50;24130.00
2025-05-08 13:25:49;96130.00
2025-05-08 13:25:48;15130.00
2025-05-08 13:25:47;57130.00
2025-05-08 13:25:46;45380.00
2025-05-08 13:25:45;64880.00
2025-05-08 13:25:44;62130.00
2025-05-08 13:25:43;74380.00
2025-05-08 13:25:42;54880.00
2025-05-08 13:25:41;95130.00
2025-05-08 13:25:40;40380.00
2025-05-08 13:25:39;97380.00
2025-05-08 13:25:38;71630.00
2025-05-08 13:25:37;90630.00
2025-05-08 13:25:36;21380.00
2025-05-08 13:25:35;83380.00
2025-05-08 13:25:34;38130.00
2025-05-08 13:25:33;80630.00
2025-05-08 13:25:32;76130.00
2025-05-08 13:25:31;83380.00
2025-05-08 13:25:30;73880.00
2025-05-08 13:25:29;97880.00
2025-05-08 13:25:28;83380.00
2025-05-08 13:25:27;45380.00
2025-05-08 13:25:26;59380.00
2025-05-08 13:25:25;19130.00
2025-05-08 13:25:24;5130.00
2025-05-08 13:25:23;31380.00
2025-05-08 13:25:22;21880.00
2025-05-08 13:25:21;59880.00
2025-05-08 13:25:20;95630.00
2025-05-08 13:25:19;49880.00
2025-05-08 13:25:18;20630.00
2025-05-08 13:25:17;34630.00
2025-05-08 13:25:16;59880.00
2025-05-08 13:25:15;93380.00
2025-05-08 13:25:14;2880.00
2025-05-08 13:25:13;78880.00
2025-05-08 13:25:12;86130.00
2025-05-08 13:25:11;33630.00
2025-05-08 13:25:10;24130.00
2025-05-08 13:25:09;130.00
2025-05-08 13:25:08;14630.00
2025-05-08 13:25:07;36380.00
2025-05-08 13:25:06;72130.00
2025-05-08 13:25:05;72130.00
2025-05-08 13:25:04;10130.00
2025-05-08 13:25:03;88380.00
2025-05-08 13:25:02;55380.00
2025-05-08 13:25:01;67130.00
2025-05-08 13:25:00;64880.00
2025-05-08 13:24:59;53130.00
2025-05-08 13:24:58;83880.00
2025-05-08 13:24:57;69880.00
2025-05-08 13:24:56;74380.00
2025-05-08 13:24:55;45880.00
2025-05-08 13:24:54;87130.00
2025-05-08 13:24:53;87130.00
2025-05-08 13:24:52;89380.00
2025-05-08 13:24:51;41880.00
2025-05-08 13:24:50;32380.00
2025-05-08 13:24:49;31880.00
2025-05-08 13:24:48;34630.00
2025-05-08 13:24:47;52380.00
2025-05-08 13:24:46;92130.00
2025-05-08 13:24:45;14380.00
2025-05-08 13:24:44;84380.00
2025-05-08 13:24:43;77130.00
2025-05-08 13:24:42;84380.00
2025-05-08 13:24:41;64880.00
2025-05-08 13:24:40;98380.00
2025-05-08 13:24:39;41380.00
2025-05-08 13:24:38;70380.00
2025-05-08 13:24:37;74880.00
2025-05-08 13:24:36;67130.00
2025-05-08 13:24:35;10630.00
2025-05-08 13:24:34;29630.00
2025-05-08 13:24:33;8380.00
2025-05-08 13:24:32;65380.00
2025-05-08 13:24:31;86630.00
2025-05-08 13:24:30;3380.00
2025-05-08 13:24:29;27380.00
2025-05-08 13:24:28;27380.00
2025-05-08 13:24:27;58630.00
2025-05-08 13:24:26;6130.00
2025-05-08 13:24:25;51380.00
2025-05-08 13:24:24;44130.00
2025-05-08 13:24:23;11130.00
2025-05-08 13:24:22;79880.00
2025-05-08 13:24:21;5630.00
2025-05-08 13:24:20;94380.00
2025-05-08 13:24:19;96630.00
2025-05-08 13:24:18;84880.00
2025-05-08 13:24:17;44130.00
2025-05-08 13:24:16;42380.00
2025-05-08 13:24:15;55630.00
2025-05-08 13:24:14;31630.00
2025-05-08 13:24:13;87130.00
2025-05-08 13:24:12;46880.00
2025-05-08 13:24:11;1630.00
2025-05-08 13:24:10;44130.00
2025-05-08 13:24:09;65880.00
2025-05-08 13:24:08;3880.00
2025-05-08 13:24:07;65880.00
2025-05-08 13:24:06;42380.00
2025-05-08 13:24:05;6130.00
2025-05-08 13:24:04;3880.00
2025-05-08 13:24:03;73130.00
2025-05-08 13:24:02;16630.00
2025-05-08 13:24:01;66880.00
2025-05-08 13:24:00;78630.00
2025-05-08 13:23:59;78630.00
2025-05-08 13:23:58;85380.00
2025-05-08 13:23:57;82630.00
2025-05-08 13:23:56;80380.00
2025-05-08 13:23:55;70880.00
2025-05-08 13:23:54;8880.00
2025-05-08 13:23:53;13880.00
2025-05-08 13:23:52;74630.00
2025-05-08 13:23:51;3880.00
2025-05-08 13:23:50;3880.00
2025-05-08 13:23:49;37880.00
2025-05-08 13:23:48;2130.00
2025-05-08 13:23:47;99880.00
2025-05-08 13:23:46;11630.00
2025-05-08 13:23:45;49630.00
2025-05-08 13:23:44;96380.00
2025-05-08 13:23:43;52380.00
2025-05-08 13:23:42;48880.00
2025-05-08 13:23:41;16130.00
2025-05-08 13:23:40;78130.00
2025-05-08 13:23:39;30630.00
2025-05-08 13:23:38;4380.00
2025-05-08 13:23:37;99880.00
2025-05-08 13:23:36;33380.00
2025-05-08 13:23:35;99880.00
2025-05-08 13:23:34;45130.00
2025-05-08 13:23:33;97630.00
2025-05-08 13:23:32;45130.00
2025-05-08 13:23:31;78630.00
2025-05-08 13:23:30;18880.00
2025-05-08 13:23:29;61880.00
2025-05-08 13:23:28;35630.00
2025-05-08 13:23:27;9380.00
2025-05-08 13:23:26;78630.00
2025-05-08 13:23:25;66380.00
2025-05-08 13:23:24;35630.00
2025-05-08 13:23:23;52380.00
2025-05-08 13:23:22;40630.00
2025-05-08 13:23:21;95380.00
2025-05-08 13:23:20;85380.00
2025-05-08 13:23:19;21630.00
2025-05-08 13:23:18;55130.00
2025-05-08 13:23:17;57380.00
2025-05-08 13:23:16;76380.00
2025-05-08 13:23:15;81380.00
2025-05-08 13:23:14;81380.00
2025-05-08 13:23:13;9880.00
2025-05-08 13:23:12;32130.00
2025-05-08 13:23:11;880.00
2025-05-08 13:23:10;28630.00
2025-05-08 13:23:09;24880.00
2025-05-08 13:23:08;77380.00
2025-05-08 13:23:07;46630.00
2025-05-08 13:23:06;76380.00
2025-05-08 13:23:05;48380.00
2025-05-08 13:23:04;86380.00
2025-05-08 13:23:03;19880.00
2025-05-08 13:23:02;48380.00
2025-05-08 13:23:01;95380.00
2025-05-08 13:23:00;36630.00
2025-05-08 13:22:59;33880.00
