Fecha y Hora;B-402B - Bomba B flash
2025-05-08 13:27:39;-8737.00
2025-05-08 13:27:38;-6562.00
2025-05-08 13:27:37;-6787.00
2025-05-08 13:27:36;-8187.00
2025-05-08 13:27:35;-5112.00
2025-05-08 13:27:34;-2762.00
2025-05-08 13:27:33;-8237.00
2025-05-08 13:27:32;-6337.00
2025-05-08 13:27:31;-1312.00
2025-05-08 13:27:30;-3487.00
2025-05-08 13:27:29;-37.00
2025-05-08 13:27:28;-5287.00
2025-05-08 13:27:27;-9312.00
2025-05-08 13:27:26;-7462.00
2025-05-08 13:27:25;-8462.00
2025-05-08 13:27:24;-4612.00
2025-05-08 13:27:23;-1662.00
2025-05-08 13:27:22;-7462.00
2025-05-08 13:27:21;-7737.00
2025-05-08 13:27:20;-7462.00
2025-05-08 13:27:19;-3712.00
2025-05-08 13:27:18;-7737.00
2025-05-08 13:27:17;-7962.00
2025-05-08 13:27:16;-1487.00
2025-05-08 13:27:15;-9587.00
2025-05-08 13:27:14;-9362.00
2025-05-08 13:27:13;-6962.00
2025-05-08 13:27:12;-6062.00
2025-05-08 13:27:11;-5337.00
2025-05-08 13:27:10;-5287.00
2025-05-08 13:27:09;-2487.00
2025-05-08 13:27:08;-7912.00
2025-05-08 13:27:07;-587.00
2025-05-08 13:27:06;-3212.00
2025-05-08 13:27:05;-7962.00
2025-05-08 13:27:04;-587.00
2025-05-08 13:27:03;-2212.00
2025-05-08 13:27:02;-6062.00
2025-05-08 13:27:01;-8637.00
2025-05-08 13:27:00;-4112.00
2025-05-08 13:26:59;-8412.00
2025-05-08 13:26:58;-6512.00
2025-05-08 13:26:57;-9362.00
2025-05-08 13:26:56;-6737.00
2025-05-08 13:26:55;-3662.00
2025-05-08 13:26:54;-537.00
2025-05-08 13:26:53;-3112.00
2025-05-08 13:26:52;-2287.00
2025-05-08 13:26:51;-9537.00
2025-05-08 13:26:50;-5512.00
2025-05-08 13:26:49;-537.00
2025-05-08 13:26:48;-762.00
2025-05-08 13:26:47;-3837.00
2025-05-08 13:26:46;-762.00
2025-05-08 13:26:45;-7412.00
2025-05-08 13:26:44;-2437.00
2025-05-08 13:26:43;-4337.00
2025-05-08 13:26:42;-7862.00
2025-05-08 13:26:41;-762.00
2025-05-08 13:26:40;-9762.00
2025-05-08 13:26:39;-2887.00
2025-05-08 13:26:38;-3112.00
2025-05-08 13:26:37;-1212.00
2025-05-08 13:26:36;-5637.00
2025-05-08 13:26:35;-9487.00
2025-05-08 13:26:34;-8537.00
2025-05-08 13:26:33;-487.00
2025-05-08 13:26:32;-9987.00
2025-05-08 13:26:31;-7637.00
2025-05-08 13:26:30;-8087.00
2025-05-08 13:26:29;-212.00
2025-05-08 13:26:28;-5737.00
2025-05-08 13:26:27;-8087.00
2025-05-08 13:26:26;-8587.00
2025-05-08 13:26:25;-7637.00
2025-05-08 13:26:24;-7637.00
2025-05-08 13:26:23;-2887.00
2025-05-08 13:26:22;-1887.00
2025-05-08 13:26:21;-9112.00
2025-05-08 13:26:20;-9612.00
2025-05-08 13:26:19;-712.00
2025-05-08 13:26:18;-1612.00
2025-05-08 13:26:17;-2837.00
2025-05-08 13:26:16;-5237.00
2025-05-08 13:26:15;-437.00
2025-05-08 13:26:14;-1387.00
2025-05-08 13:26:13;-7362.00
2025-05-08 13:26:12;-7862.00
2025-05-08 13:26:11;-712.00
2025-05-08 13:26:10;-3337.00
2025-05-08 13:26:09;-9262.00
2025-05-08 13:26:08;-4287.00
2025-05-08 13:26:07;-5412.00
2025-05-08 13:26:06;-3062.00
2025-05-08 13:26:05;-2337.00
2025-05-08 13:26:04;-212.00
2025-05-08 13:26:03;-9987.00
2025-05-08 13:26:02;-3287.00
2025-05-08 13:26:01;-662.00
2025-05-08 13:26:00;-4962.00
2025-05-08 13:25:59;-4962.00
2025-05-08 13:25:58;-4462.00
2025-05-08 13:25:57;-437.00
2025-05-08 13:25:56;-7312.00
2025-05-08 13:25:55;-7587.00
2025-05-08 13:25:54;-1837.00
2025-05-08 13:25:53;-7087.00
2025-05-08 13:25:52;-7087.00
2025-05-08 13:25:51;-387.00
2025-05-08 13:25:50;-1837.00
2025-05-08 13:25:49;-8387.00
2025-05-08 13:25:48;-8112.00
2025-05-08 13:25:47;-4637.00
2025-05-08 13:25:46;-1387.00
2025-05-08 13:25:45;-3187.00
2025-05-08 13:25:44;-8212.00
2025-05-08 13:25:43;-6037.00
2025-05-08 13:25:42;-612.00
2025-05-08 13:25:41;-4637.00
2025-05-08 13:25:40;-1787.00
2025-05-08 13:25:39;-7312.00
2025-05-08 13:25:38;-4137.00
2025-05-08 13:25:37;-1837.00
2025-05-08 13:25:36;-5587.00
2025-05-08 13:25:35;-4412.00
2025-05-08 13:25:34;-2287.00
2025-05-08 13:25:33;-6087.00
2025-05-08 13:25:32;-112.00
2025-05-08 13:25:31;-337.00
2025-05-08 13:25:30;-337.00
2025-05-08 13:25:29;-2237.00
2025-05-08 13:25:28;-1337.00
2025-05-08 13:25:27;-2737.00
2025-05-08 13:25:26;-9662.00
2025-05-08 13:25:25;-337.00
2025-05-08 13:25:24;-7762.00
2025-05-08 13:25:23;-8937.00
2025-05-08 13:25:22;-4587.00
2025-05-08 13:25:21;-4362.00
2025-05-08 13:25:20;-5312.00
2025-05-08 13:25:19;-8212.00
2025-05-08 13:25:18;-7837.00
2025-05-08 13:25:17;-5937.00
2025-05-08 13:25:16;-7937.00
2025-05-08 13:25:15;-7437.00
2025-05-08 13:25:14;-7212.00
2025-05-08 13:25:13;-7262.00
2025-05-08 13:25:12;-4637.00
2025-05-08 13:25:11;-2737.00
2025-05-08 13:25:10;-1737.00
2025-05-08 13:25:09;-7712.00
2025-05-08 13:25:08;-787.00
2025-05-08 13:25:07;-1237.00
2025-05-08 13:25:06;-2187.00
2025-05-08 13:25:05;-7437.00
2025-05-08 13:25:04;-112.00
2025-05-08 13:25:03;-5312.00
2025-05-08 13:25:02;-2912.00
2025-05-08 13:25:01;-9112.00
2025-05-08 13:25:00;-4637.00
2025-05-08 13:24:59;-3137.00
2025-05-08 13:24:58;-4137.00
2025-05-08 13:24:57;-5037.00
2025-05-08 13:24:56;-7937.00
2025-05-08 13:24:55;-1737.00
2025-05-08 13:24:54;-7887.00
2025-05-08 13:24:53;-7112.00
2025-05-08 13:24:52;-6887.00
2025-05-08 13:24:51;-7612.00
2025-05-08 13:24:50;-912.00
2025-05-08 13:24:49;-6212.00
2025-05-08 13:24:48;-737.00
2025-05-08 13:24:47;-3137.00
2025-05-08 13:24:46;-3312.00
2025-05-08 13:24:45;-7012.00
2025-05-08 13:24:44;-2862.00
2025-05-08 13:24:43;-8612.00
2025-05-08 13:24:42;-6712.00
2025-05-08 13:24:41;-287.00
2025-05-08 13:24:40;-3862.00
2025-05-08 13:24:39;-12.00
2025-05-08 13:24:38;-2137.00
2025-05-08 13:24:37;-9287.00
2025-05-08 13:24:36;-4812.00
2025-05-08 13:24:35;-4312.00
2025-05-08 13:24:34;-2862.00
2025-05-08 13:24:33;-1687.00
2025-05-08 13:24:32;-5487.00
2025-05-08 13:24:31;-3862.00
2025-05-08 13:24:30;-9287.00
2025-05-08 13:24:29;-7887.00
2025-05-08 13:24:28;-962.00
2025-05-08 13:24:27;-6162.00
2025-05-08 13:24:26;-512.00
2025-05-08 13:24:25;-1637.00
2025-05-08 13:24:24;-9512.00
2025-05-08 13:24:23;-912.00
2025-05-08 13:24:22;-3312.00
2025-05-08 13:24:21;-2637.00
2025-05-08 13:24:20;-4987.00
2025-05-08 13:24:19;-1637.00
2025-05-08 13:24:18;-1637.00
2025-05-08 13:24:17;-8787.00
2025-05-08 13:24:16;-187.00
2025-05-08 13:24:15;-6737.00
2025-05-08 13:24:14;-9362.00
2025-05-08 13:24:13;-4487.00
2025-05-08 13:24:12;-687.00
2025-05-08 13:24:11;-187.00
2025-05-08 13:24:10;-8787.00
2025-05-08 13:24:09;-2812.00
2025-05-08 13:24:08;-912.00
2025-05-08 13:24:07;-4037.00
2025-05-08 13:24:06;-8287.00
2025-05-08 13:24:05;-1637.00
2025-05-08 13:24:04;-912.00
2025-05-08 13:24:03;-3537.00
2025-05-08 13:24:02;-4937.00
2025-05-08 13:24:01;-5337.00
2025-05-08 13:24:00;-2487.00
2025-05-08 13:23:59;-3437.00
2025-05-08 13:23:58;-8237.00
2025-05-08 13:23:57;-5437.00
2025-05-08 13:23:56;-6837.00
2025-05-08 13:23:55;-4487.00
2025-05-08 13:23:54;-3987.00
2025-05-08 13:23:53;-4487.00
2025-05-08 13:23:52;-2937.00
2025-05-08 13:23:51;-2812.00
2025-05-08 13:23:50;-187.00
2025-05-08 13:23:49;-137.00
2025-05-08 13:23:48;-637.00
2025-05-08 13:23:47;-6337.00
2025-05-08 13:23:46;-7562.00
2025-05-08 13:23:45;-7562.00
2025-05-08 13:23:44;-9687.00
2025-05-08 13:23:43;-2262.00
2025-05-08 13:23:42;-7412.00
2025-05-08 13:23:41;-2537.00
2025-05-08 13:23:40;-6337.00
2025-05-08 13:23:39;-3712.00
2025-05-08 13:23:38;-5387.00
2025-05-08 13:23:37;-3712.00
2025-05-08 13:23:36;-3437.00
2025-05-08 13:23:35;-3037.00
2025-05-08 13:23:34;-3212.00
2025-05-08 13:23:33;-7962.00
2025-05-08 13:23:32;-6337.00
2025-05-08 13:23:31;-5387.00
2025-05-08 13:23:30;-6837.00
2025-05-08 13:23:29;-3212.00
2025-05-08 13:23:28;-8237.00
2025-05-08 13:23:27;-5387.00
2025-05-08 13:23:26;-862.00
2025-05-08 13:23:25;-1087.00
2025-05-08 13:23:24;-4662.00
2025-05-08 13:23:23;-7962.00
2025-05-08 13:23:22;-7737.00
2025-05-08 13:23:21;-812.00
2025-05-08 13:23:20;-7287.00
2025-05-08 13:23:19;-3662.00
2025-05-08 13:23:18;-1037.00
2025-05-08 13:23:17;-9637.00
2025-05-08 13:23:16;-7237.00
2025-05-08 13:23:15;-7687.00
2025-05-08 13:23:14;-5787.00
2025-05-08 13:23:13;-8687.00
2025-05-08 13:23:12;-8687.00
2025-05-08 13:23:11;-7637.00
2025-05-08 13:23:10;8388.00
2025-05-08 13:23:09;-3337.00
2025-05-08 13:23:08;-6962.00
2025-05-08 13:23:07;8338.00
2025-05-08 13:23:06;-1987.00
2025-05-08 13:23:05;-6237.00
2025-05-08 13:23:04;-1712.00
2025-05-08 13:23:03;-7412.00
2025-05-08 13:23:02;-6737.00
2025-05-08 13:23:01;-87.00
2025-05-08 13:23:00;-1212.00
2025-05-08 13:22:59;-2437.00
2025-05-08 13:22:58;-4337.00
2025-05-08 13:22:57;-2712.00
2025-05-08 13:22:56;-1212.00
2025-05-08 13:22:55;-4112.00
2025-05-08 13:22:54;-9087.00
2025-05-08 13:22:53;-5962.00
2025-05-08 13:22:52;-5012.00
2025-05-08 13:22:51;-6012.00
2025-05-08 13:22:50;-4062.00
2025-05-08 13:22:49;-537.00
2025-05-08 13:22:48;-2437.00
2025-05-08 13:22:47;-8362.00
2025-05-08 13:22:46;-8637.00
2025-05-08 13:22:45;-1437.00
2025-05-08 13:22:44;-5737.00
2025-05-08 13:22:43;-1712.00
2025-05-08 13:22:42;-7912.00
2025-05-08 13:22:41;-7187.00
2025-05-08 13:22:40;4538.00
2025-05-08 13:22:39;8713.00
2025-05-08 13:22:38;-6687.00
2025-05-08 13:22:37;-5012.00
2025-05-08 13:22:36;13.00
2025-05-08 13:22:35;5488.00
2025-05-08 13:22:34;-8587.00
2025-05-08 13:22:33;-6912.00
2025-05-08 13:22:32;-5512.00
2025-05-08 13:22:31;5488.00
2025-05-08 13:22:30;3188.00
2025-05-08 13:22:29;-8362.00
2025-05-08 13:22:28;-2662.00
2025-05-08 13:22:27;-8862.00
2025-05-08 13:22:26;-262.00
2025-05-08 13:22:25;-9762.00
2025-05-08 13:22:24;-5737.00
2025-05-08 13:22:23;738.00
2025-05-08 13:22:22;4088.00
2025-05-08 13:22:21;3588.00
2025-05-08 13:22:20;-9312.00
2025-05-08 13:22:19;-5237.00
2025-05-08 13:22:18;-7637.00
2025-05-08 13:22:17;4813.00
2025-05-08 13:22:16;338.00
2025-05-08 13:22:15;6313.00
2025-05-08 13:22:14;13.00
2025-05-08 13:22:13;8838.00
2025-05-08 13:22:12;1738.00
2025-05-08 13:22:11;9563.00
2025-05-08 13:22:10;1688.00
2025-05-08 13:22:09;5763.00
2025-05-08 13:22:08;9213.00
2025-05-08 13:22:07;6088.00
2025-05-08 13:22:06;9613.00
2025-05-08 13:22:05;6213.00
2025-05-08 13:22:04;6938.00
2025-05-08 13:22:03;9338.00
2025-05-08 13:22:02;2188.00
2025-05-08 13:22:01;1288.00
2025-05-08 13:22:00;8888.00
2025-05-08 13:21:59;63.00
2025-05-08 13:21:58;5038.00
2025-05-08 13:21:57;6938.00
2025-05-08 13:21:56;3363.00
2025-05-08 13:21:55;6213.00
2025-05-08 13:21:54;563.00
2025-05-08 13:21:53;9338.00
2025-05-08 13:21:52;5538.00
2025-05-08 13:21:51;788.00
2025-05-08 13:21:50;3413.00
2025-05-08 13:21:49;8388.00
2025-05-08 13:21:48;4638.00
2025-05-08 13:21:47;2688.00
2025-05-08 13:21:46;8888.00
2025-05-08 13:21:45;2463.00
2025-05-08 13:21:44;7663.00
2025-05-08 13:21:43;9113.00
2025-05-08 13:21:42;788.00
2025-05-08 13:21:41;788.00
2025-05-08 13:21:40;2688.00
2025-05-08 13:21:39;2013.00
2025-05-08 13:21:38;4813.00
2025-05-08 13:21:37;4288.00
2025-05-08 13:21:36;9038.00
2025-05-08 13:21:35;3913.00
2025-05-08 13:21:34;4363.00
2025-05-08 13:21:33;1288.00
2025-05-08 13:21:32;6038.00
2025-05-08 13:21:31;1513.00
2025-05-08 13:21:30;9163.00
2025-05-08 13:21:29;6988.00
2025-05-08 13:21:28;9388.00
2025-05-08 13:21:27;5863.00
2025-05-08 13:21:26;388.00
2025-05-08 13:21:25;938.00
2025-05-08 13:21:24;9263.00
2025-05-08 13:21:23;2113.00
2025-05-08 13:21:22;5363.00
2025-05-08 13:21:21;9663.00
2025-05-08 13:21:20;5088.00
2025-05-08 13:21:19;2513.00
2025-05-08 13:21:18;6588.00
2025-05-08 13:21:17;8488.00
2025-05-08 13:21:16;6088.00
2025-05-08 13:21:15;9163.00
2025-05-08 13:21:14;3463.00
2025-05-08 13:21:13;838.00
2025-05-08 13:21:12;7813.00
2025-05-08 13:21:11;663.00
2025-05-08 13:21:10;7263.00
2025-05-08 13:21:09;2513.00
2025-05-08 13:21:08;3288.00
2025-05-08 13:21:07;8263.00
2025-05-08 13:21:06;6813.00
2025-05-08 13:21:05;1488.00
2025-05-08 13:21:04;7688.00
2025-05-08 13:21:03;1338.00
2025-05-08 13:21:02;8988.00
2025-05-08 13:21:01;6638.00
2025-05-08 13:21:00;5413.00
2025-05-08 13:20:59;8488.00
2025-05-08 13:20:58;9938.00
2025-05-08 13:20:57;8763.00
2025-05-08 13:20:56;6813.00
2025-05-08 13:20:55;7538.00
2025-05-08 13:20:54;1113.00
2025-05-08 13:20:53;4463.00
2025-05-08 13:20:52;3288.00
2025-05-08 13:20:51;4238.00
2025-05-08 13:20:50;7088.00
2025-05-08 13:20:49;4688.00
2025-05-08 13:20:48;6638.00
2025-05-08 13:20:47;213.00
2025-05-08 13:20:46;9713.00
2025-05-08 13:20:45;6413.00
2025-05-08 13:20:44;2563.00
2025-05-08 13:20:43;438.00
2025-05-08 13:20:42;7813.00
2025-05-08 13:20:41;3288.00
2025-05-08 13:20:40;8538.00
2025-05-08 13:20:39;9763.00
2025-05-08 13:20:38;8763.00
2025-05-08 13:20:37;1888.00
2025-05-08 13:20:36;1163.00
2025-05-08 13:20:35;438.00
2025-05-08 13:20:34;4613.00
2025-05-08 13:20:33;1013.00
2025-05-08 13:20:32;5838.00
2025-05-08 13:20:31;8013.00
2025-05-08 13:20:30;1163.00
2025-05-08 13:20:29;5688.00
2025-05-08 13:20:28;6638.00
2025-05-08 13:20:27;1213.00
2025-05-08 13:20:26;2388.00
2025-05-08 13:20:25;4288.00
2025-05-08 13:20:24;4288.00
2025-05-08 13:20:23;3838.00
2025-05-08 13:20:22;1938.00
2025-05-08 13:20:21;8813.00
2025-05-08 13:20:20;1163.00
2025-05-08 13:20:19;3788.00
2025-05-08 13:20:18;2163.00
2025-05-08 13:20:17;4063.00
2025-05-08 13:20:16;1938.00
2025-05-08 13:20:15;6463.00
2025-05-08 13:20:14;7188.00
