Fecha y Hora;KV-2111 - Válvula purga automática X-211
2025-05-08 13:27:39;-19370.00
2025-05-08 13:27:38;130.00
2025-05-08 13:27:37;16880.00
2025-05-08 13:27:36;21880.00
2025-05-08 13:27:35;69380.00
2025-05-08 13:27:34;-7120.00
2025-05-08 13:27:33;-69120.00
2025-05-08 13:27:32;-4870.00
2025-05-08 13:27:31;90630.00
2025-05-08 13:27:30;-14370.00
2025-05-08 13:27:29;74880.00
2025-05-08 13:27:28;50880.00
2025-05-08 13:27:27;20130.00
2025-05-08 13:27:26;64880.00
2025-05-08 13:27:25;73130.00
2025-05-08 13:27:24;38630.00
2025-05-08 13:27:23;77630.00
2025-05-08 13:27:22;45880.00
2025-05-08 13:27:21;81130.00
2025-05-08 13:27:20;630.00
2025-05-08 13:27:19;28630.00
2025-05-08 13:27:18;52630.00
2025-05-08 13:27:17;43130.00
2025-05-08 13:27:16;88880.00
2025-05-08 13:27:15;15130.00
2025-05-08 13:27:14;64880.00
2025-05-08 13:27:13;60380.00
2025-05-08 13:27:12;43130.00
2025-05-08 13:27:11;95630.00
2025-05-08 13:27:10;5630.00
2025-05-08 13:27:09;48130.00
2025-05-08 13:27:08;79380.00
2025-05-08 13:27:07;5130.00
2025-05-08 13:27:06;33630.00
2025-05-08 13:27:05;78880.00
2025-05-08 13:27:04;12380.00
2025-05-08 13:27:03;53130.00
2025-05-08 13:27:02;50380.00
2025-05-08 13:27:01;88880.00
2025-05-08 13:27:00;7880.00
2025-05-08 13:26:59;64880.00
2025-05-08 13:26:58;48130.00
2025-05-08 13:26:57;55380.00
2025-05-08 13:26:56;72130.00
2025-05-08 13:26:55;31380.00
2025-05-08 13:26:54;43630.00
2025-05-08 13:26:53;61380.00
2025-05-08 13:26:52;16630.00
2025-05-08 13:26:51;70380.00
2025-05-08 13:26:50;39130.00
2025-05-08 13:26:49;7880.00
2025-05-08 13:26:48;96130.00
2025-05-08 13:26:47;36880.00
2025-05-08 13:26:46;77130.00
2025-05-08 13:26:45;55880.00
2025-05-08 13:26:44;24630.00
2025-05-08 13:26:43;77130.00
2025-05-08 13:26:42;6130.00
2025-05-08 13:26:41;48630.00
2025-05-08 13:26:40;15630.00
2025-05-08 13:26:39;91630.00
2025-05-08 13:26:38;27380.00
2025-05-08 13:26:37;97130.00
2025-05-08 13:26:36;47380.00
2025-05-08 13:26:35;44630.00
2025-05-08 13:26:34;82630.00
2025-05-08 13:26:33;79880.00
2025-05-08 13:26:32;30130.00
2025-05-08 13:26:31;17880.00
2025-05-08 13:26:30;13380.00
2025-05-08 13:26:29;73130.00
2025-05-08 13:26:28;1130.00
2025-05-08 13:26:27;22880.00
2025-05-08 13:26:26;8380.00
2025-05-08 13:26:25;72630.00
2025-05-08 13:26:24;27380.00
2025-05-08 13:26:23;27880.00
2025-05-08 13:26:22;30130.00
2025-05-08 13:26:21;3130.00
2025-05-08 13:26:20;62380.00
2025-05-08 13:26:19;30630.00
2025-05-08 13:26:18;78130.00
2025-05-08 13:26:17;75380.00
2025-05-08 13:26:16;41880.00
2025-05-08 13:26:15;89880.00
2025-05-08 13:26:14;80380.00
2025-05-08 13:26:13;30130.00
2025-05-08 13:26:12;13880.00
2025-05-08 13:26:11;94380.00
2025-05-08 13:26:10;13880.00
2025-05-08 13:26:09;65880.00
2025-05-08 13:26:08;4380.00
2025-05-08 13:26:07;56880.00
2025-05-08 13:26:06;73130.00
2025-05-08 13:26:05;35130.00
2025-05-08 13:26:04;73130.00
2025-05-08 13:26:03;22880.00
2025-05-08 13:26:02;35130.00
2025-05-08 13:26:01;6630.00
2025-05-08 13:26:00;54130.00
2025-05-08 13:25:59;99380.00
2025-05-08 13:25:58;13880.00
2025-05-08 13:25:57;89880.00
2025-05-08 13:25:56;75880.00
2025-05-08 13:25:55;25630.00
2025-05-08 13:25:54;66380.00
2025-05-08 13:25:53;32880.00
2025-05-08 13:25:52;23380.00
2025-05-08 13:25:51;71380.00
2025-05-08 13:25:50;95880.00
2025-05-08 13:25:49;19880.00
2025-05-08 13:25:48;77380.00
2025-05-08 13:25:47;9880.00
2025-05-08 13:25:46;61380.00
2025-05-08 13:25:45;69630.00
2025-05-08 13:25:44;57380.00
2025-05-08 13:25:43;14880.00
2025-05-08 13:25:42;69130.00
2025-05-08 13:25:41;21630.00
2025-05-08 13:25:40;40630.00
2025-05-08 13:25:39;47380.00
2025-05-08 13:25:38;26630.00
2025-05-08 13:25:37;93130.00
2025-05-08 13:25:36;47880.00
2025-05-08 13:25:35;12130.00
2025-05-08 13:25:34;97630.00
2025-05-08 13:25:33;88130.00
2025-05-08 13:25:32;93130.00
2025-05-08 13:25:31;90880.00
2025-05-08 13:25:30;36130.00
2025-05-08 13:25:29;26630.00
2025-05-08 13:25:28;97630.00
2025-05-08 13:25:27;31130.00
2025-05-08 13:25:26;95380.00
2025-05-08 13:25:25;90880.00
2025-05-08 13:25:24;50630.00
2025-05-08 13:25:23;45630.00
2025-05-08 13:25:22;84130.00
2025-05-08 13:25:21;76880.00
2025-05-08 13:25:20;31630.00
2025-05-08 13:25:19;21630.00
2025-05-08 13:25:18;15880.00
2025-05-08 13:25:17;15880.00
2025-05-08 13:25:16;86380.00
2025-05-08 13:25:15;55630.00
2025-05-08 13:25:14;76880.00
2025-05-08 13:25:13;47880.00
2025-05-08 13:25:12;55130.00
2025-05-08 13:25:11;93130.00
2025-05-08 13:25:10;95880.00
2025-05-08 13:25:09;71880.00
2025-05-08 13:25:08;95880.00
2025-05-08 13:25:07;27130.00
2025-05-08 13:25:06;91380.00
2025-05-08 13:25:05;65130.00
2025-05-08 13:25:04;36630.00
2025-05-08 13:25:03;14880.00
2025-05-08 13:25:02;880.00
2025-05-08 13:25:01;48380.00
2025-05-08 13:25:00;46130.00
2025-05-08 13:24:59;89130.00
2025-05-08 13:24:58;33880.00
2025-05-08 13:24:57;51130.00
2025-05-08 13:24:56;60130.00
2025-05-08 13:24:55;86380.00
2025-05-08 13:24:54;60630.00
2025-05-08 13:24:53;32630.00
2025-05-08 13:24:52;15880.00
2025-05-08 13:24:51;27630.00
2025-05-08 13:24:50;49380.00
2025-05-08 13:24:49;67880.00
2025-05-08 13:24:48;96380.00
2025-05-08 13:24:47;17630.00
2025-05-08 13:24:46;51630.00
2025-05-08 13:24:45;95630.00
2025-05-08 13:24:44;46630.00
2025-05-08 13:24:43;72380.00
2025-05-08 13:24:42;53380.00
2025-05-08 13:24:41;81880.00
2025-05-08 13:24:40;74630.00
2025-05-08 13:24:39;22630.00
2025-05-08 13:24:38;18130.00
2025-05-08 13:24:37;1380.00
2025-05-08 13:24:36;74630.00
2025-05-08 13:24:35;41630.00
2025-05-08 13:24:34;56130.00
2025-05-08 13:24:33;67880.00
2025-05-08 13:24:32;46630.00
2025-05-08 13:24:31;46130.00
2025-05-08 13:24:30;20380.00
2025-05-08 13:24:29;79630.00
2025-05-08 13:24:28;3630.00
2025-05-08 13:24:27;49380.00
2025-05-08 13:24:26;75130.00
2025-05-08 13:24:25;13630.00
2025-05-08 13:24:24;80130.00
2025-05-08 13:24:23;56630.00
2025-05-08 13:24:22;15880.00
2025-05-08 13:24:21;77380.00
2025-05-08 13:24:20;44380.00
2025-05-08 13:24:19;32630.00
2025-05-08 13:24:18;85130.00
2025-05-08 13:24:17;15880.00
2025-05-08 13:24:16;9130.00
2025-05-08 13:24:15;60380.00
2025-05-08 13:24:14;45880.00
2025-05-08 13:24:13;23130.00
2025-05-08 13:24:12;87380.00
2025-05-08 13:24:11;28130.00
2025-05-08 13:24:10;15880.00
2025-05-08 13:24:09;11380.00
2025-05-08 13:24:08;85130.00
2025-05-08 13:24:07;80130.00
2025-05-08 13:24:06;47130.00
2025-05-08 13:24:05;23130.00
2025-05-08 13:24:04;39880.00
2025-05-08 13:24:03;49380.00
2025-05-08 13:24:02;63880.00
2025-05-08 13:24:01;31380.00
2025-05-08 13:24:00;5130.00
2025-05-08 13:23:59;14630.00
2025-05-08 13:23:58;66630.00
2025-05-08 13:23:57;58880.00
2025-05-08 13:23:56;61630.00
2025-05-08 13:23:55;56630.00
2025-05-08 13:23:54;90130.00
2025-05-08 13:23:53;58880.00
2025-05-08 13:23:52;53130.00
2025-05-08 13:23:51;85130.00
2025-05-08 13:23:50;11380.00
2025-05-08 13:23:49;9630.00
2025-05-08 13:23:48;52130.00
2025-05-08 13:23:47;40380.00
2025-05-08 13:23:46;61630.00
2025-05-08 13:23:45;9130.00
2025-05-08 13:23:44;6880.00
2025-05-08 13:23:43;62130.00
2025-05-08 13:23:42;20630.00
2025-05-08 13:23:41;33130.00
2025-05-08 13:23:40;49880.00
2025-05-08 13:23:39;47630.00
2025-05-08 13:23:38;95130.00
2025-05-08 13:23:37;21380.00
2025-05-08 13:23:36;69380.00
2025-05-08 13:23:35;26380.00
2025-05-08 13:23:34;62130.00
2025-05-08 13:23:33;59880.00
2025-05-08 13:23:32;95130.00
2025-05-08 13:23:31;38130.00
2025-05-08 13:23:30;95130.00
2025-05-08 13:23:29;97880.00
2025-05-08 13:23:28;21380.00
2025-05-08 13:23:27;49880.00
2025-05-08 13:23:26;38130.00
2025-05-08 13:23:25;47630.00
2025-05-08 13:23:24;66630.00
2025-05-08 13:23:23;24130.00
2025-05-08 13:23:22;81130.00
2025-05-08 13:23:21;67130.00
2025-05-08 13:23:20;49880.00
2025-05-08 13:23:19;48130.00
2025-05-08 13:23:18;26880.00
2025-05-08 13:23:17;16880.00
2025-05-08 13:23:16;48130.00
2025-05-08 13:23:15;53130.00
2025-05-08 13:23:14;72130.00
2025-05-08 13:23:13;24130.00
2025-05-08 13:23:12;51380.00
2025-05-08 13:23:11;27380.00
2025-05-08 13:23:10;66880.00
2025-05-08 13:23:09;87130.00
2025-05-08 13:23:08;22880.00
2025-05-08 13:23:07;77630.00
2025-05-08 13:23:06;83880.00
2025-05-08 13:23:05;29630.00
2025-05-08 13:23:04;12880.00
2025-05-08 13:23:03;91630.00
2025-05-08 13:23:02;53130.00
2025-05-08 13:23:01;12380.00
2025-05-08 13:23:00;8380.00
2025-05-08 13:22:59;50880.00
2025-05-08 13:22:58;96130.00
2025-05-08 13:22:57;62630.00
2025-05-08 13:22:56;53630.00
2025-05-08 13:22:55;34130.00
2025-05-08 13:22:54;39130.00
2025-05-08 13:22:53;51380.00
2025-05-08 13:22:52;63130.00
2025-05-08 13:22:51;98380.00
2025-05-08 13:22:50;25130.00
2025-05-08 13:22:49;43630.00
2025-05-08 13:22:48;88880.00
2025-05-08 13:22:47;1130.00
2025-05-08 13:22:46;24630.00
2025-05-08 13:22:45;44130.00
2025-05-08 13:22:44;8380.00
2025-05-08 13:22:43;31880.00
2025-05-08 13:22:42;88880.00
2025-05-08 13:22:41;12880.00
2025-05-08 13:22:40;46880.00
2025-05-08 13:22:39;90880.00
2025-05-08 13:22:38;91630.00
2025-05-08 13:22:37;98880.00
2025-05-08 13:22:36;94380.00
2025-05-08 13:22:35;30130.00
2025-05-08 13:22:34;60880.00
2025-05-08 13:22:33;79880.00
2025-05-08 13:22:32;58130.00
2025-05-08 13:22:31;39630.00
2025-05-08 13:22:30;42880.00
2025-05-08 13:22:29;46380.00
2025-05-08 13:22:28;48630.00
2025-05-08 13:22:27;77630.00
2025-05-08 13:22:26;82130.00
2025-05-08 13:22:25;15630.00
2025-05-08 13:22:24;46380.00
2025-05-08 13:22:23;56380.00
2025-05-08 13:22:22;6630.00
2025-05-08 13:22:21;94380.00
2025-05-08 13:22:20;1130.00
2025-05-08 13:22:19;60880.00
2025-05-08 13:22:18;92630.00
2025-05-08 13:22:17;51880.00
