Fecha y Hora;TT-102 - Temperatura estator bomba B-102
2025-05-08 13:27:39;94.18
2025-05-08 13:27:38;56.18
2025-05-08 13:27:37;37.18
2025-05-08 13:27:36;8.68
2025-05-08 13:27:35;82.43
2025-05-08 13:27:34;77.93
2025-05-08 13:27:33;44.43
2025-05-08 13:27:32;42.68
2025-05-08 13:27:31;26.43
2025-05-08 13:27:30;50.43
2025-05-08 13:27:29;64.93
2025-05-08 13:27:28;0.18
2025-05-08 13:27:27;57.68
2025-05-08 13:27:26;56.43
2025-05-08 13:27:25;19.68
2025-05-08 13:27:24;29.18
2025-05-08 13:27:23;12.43
2025-05-08 13:27:22;76.18
2025-05-08 13:27:21;47.68
2025-05-08 13:27:20;1.93
2025-05-08 13:27:19;11.93
2025-05-08 13:27:18;21.43
2025-05-08 13:27:17;9.68
2025-05-08 13:27:16;58.93
2025-05-08 13:27:15;57.68
2025-05-08 13:27:14;66.68
2025-05-08 13:27:13;68.93
2025-05-08 13:27:12;52.18
2025-05-08 13:27:11;18.68
2025-05-08 13:27:10;78.43
2025-05-08 13:27:09;76.18
2025-05-08 13:27:08;11.93
2025-05-08 13:27:07;78.43
2025-05-08 13:27:06;14.18
2025-05-08 13:27:05;44.93
2025-05-08 13:27:04;83.43
2025-05-08 13:27:03;80.68
2025-05-08 13:27:02;5.18
2025-05-08 13:27:01;26.43
2025-05-08 13:27:00;73.93
2025-05-08 13:26:59;71.68
2025-05-08 13:26:58;86.18
2025-05-08 13:26:57;47.68
2025-05-08 13:26:56;0.18
2025-05-08 13:26:55;41.93
2025-05-08 13:26:54;46.93
2025-05-08 13:26:53;3.93
2025-05-08 13:26:52;91.68
2025-05-08 13:26:51;66.68
2025-05-08 13:26:50;45.93
2025-05-08 13:26:49;67.18
2025-05-08 13:26:48;74.43
2025-05-08 13:26:47;83.43
2025-05-08 13:26:46;81.68
2025-05-08 13:26:45;2.43
2025-05-08 13:26:44;57.18
2025-05-08 13:26:43;90.68
2025-05-08 13:26:42;33.68
2025-05-08 13:26:41;28.68
2025-05-08 13:26:40;17.93
2025-05-08 13:26:39;27.93
2025-05-08 13:26:38;46.93
2025-05-08 13:26:37;27.43
2025-05-08 13:26:36;43.68
2025-05-08 13:26:35;34.68
2025-05-08 13:26:34;5.68
2025-05-08 13:26:33;12.43
2025-05-08 13:26:32;79.43
2025-05-08 13:26:31;97.93
2025-05-08 13:26:30;77.18
2025-05-08 13:26:29;5.68
2025-05-08 13:26:28;67.68
2025-05-08 13:26:27;84.43
2025-05-08 13:26:26;7.93
2025-05-08 13:26:25;34.18
2025-05-08 13:26:24;57.68
2025-05-08 13:26:23;80.93
2025-05-08 13:26:22;52.43
2025-05-08 13:26:21;9.43
2025-05-08 13:26:20;8.43
2025-05-08 13:26:19;79.93
2025-05-08 13:26:18;26.93
2025-05-08 13:26:17;86.68
2025-05-08 13:26:16;79.43
2025-05-08 13:26:15;69.93
2025-05-08 13:26:14;91.68
2025-05-08 13:26:13;72.68
2025-05-08 13:26:12;60.93
2025-05-08 13:26:11;96.18
2025-05-08 13:26:10;43.68
2025-05-08 13:26:09;74.93
2025-05-08 13:26:08;53.18
2025-05-08 13:26:07;8.43
2025-05-08 13:26:06;89.43
2025-05-08 13:26:05;69.93
2025-05-08 13:26:04;67.68
2025-05-08 13:26:03;27.43
2025-05-08 13:26:02;29.68
2025-05-08 13:26:01;24.68
2025-05-08 13:26:00;20.68
2025-05-08 13:25:59;17.93
2025-05-08 13:25:58;53.68
2025-05-08 13:25:57;83.93
2025-05-08 13:25:56;22.43
2025-05-08 13:25:55;74.93
2025-05-08 13:25:54;93.93
2025-05-08 13:25:53;69.93
2025-05-08 13:25:52;8.43
2025-05-08 13:25:51;13.93
2025-05-08 13:25:50;35.68
2025-05-08 13:25:49;69.18
2025-05-08 13:25:48;19.93
2025-05-08 13:25:47;64.18
2025-05-08 13:25:46;89.93
2025-05-08 13:25:45;63.68
2025-05-08 13:25:44;42.43
2025-05-08 13:25:43;97.68
2025-05-08 13:25:42;12.18
2025-05-08 13:25:41;87.18
2025-05-08 13:25:40;41.93
2025-05-08 13:25:39;61.43
2025-05-08 13:25:38;18.43
2025-05-08 13:25:37;27.93
2025-05-08 13:25:36;13.43
2025-05-08 13:25:35;75.93
2025-05-08 13:25:34;13.93
2025-05-08 13:25:33;9.43
2025-05-08 13:25:32;82.68
2025-05-08 13:25:31;18.43
2025-05-08 13:25:30;78.18
2025-05-08 13:25:29;37.43
2025-05-08 13:25:28;68.18
2025-05-08 13:25:27;28.43
2025-05-08 13:25:26;80.43
2025-05-08 13:25:25;32.93
2025-05-08 13:25:24;28.43
2025-05-08 13:25:23;6.68
2025-05-08 13:25:22;75.43
2025-05-08 13:25:21;35.68
2025-05-08 13:25:20;53.93
2025-05-08 13:25:19;31.18
2025-05-08 13:25:18;50.68
2025-05-08 13:25:17;86.93
2025-05-08 13:25:16;51.18
2025-05-08 13:25:15;92.68
2025-05-08 13:25:14;9.43
2025-05-08 13:25:13;42.93
2025-05-08 13:25:12;69.68
2025-05-08 13:25:11;99.93
2025-05-08 13:25:10;26.18
2025-05-08 13:25:09;42.43
2025-05-08 13:25:08;66.93
2025-05-08 13:25:07;85.93
2025-05-08 13:25:06;66.93
2025-05-08 13:25:05;47.93
2025-05-08 13:25:04;88.18
2025-05-08 13:25:03;7.18
2025-05-08 13:25:02;26.18
2025-05-08 13:25:01;50.18
2025-05-08 13:25:00;98.18
2025-05-08 13:24:59;45.68
2025-05-08 13:24:58;59.18
2025-05-08 13:24:57;40.68
2025-05-08 13:24:56;12.68
2025-05-08 13:24:55;43.93
2025-05-08 13:24:54;65.68
2025-05-08 13:24:53;91.43
2025-05-08 13:24:52;84.18
2025-05-08 13:24:51;5.43
2025-05-08 13:24:50;75.18
2025-05-08 13:24:49;69.18
2025-05-08 13:24:48;63.93
2025-05-08 13:24:47;1.93
2025-05-08 13:24:46;3.68
2025-05-08 13:24:45;82.93
2025-05-08 13:24:44;26.68
2025-05-08 13:24:43;50.18
2025-05-08 13:24:42;19.93
2025-05-08 13:24:41;35.68
2025-05-08 13:24:40;48.43
2025-05-08 13:24:39;8.18
2025-05-08 13:24:38;41.18
2025-05-08 13:24:37;83.68
2025-05-08 13:24:36;47.93
2025-05-08 13:24:35;55.18
2025-05-08 13:24:34;81.43
2025-05-08 13:24:33;23.93
2025-05-08 13:24:32;93.18
2025-05-08 13:24:31;71.93
2025-05-08 13:24:30;27.18
2025-05-08 13:24:29;79.18
2025-05-08 13:24:28;7.68
2025-05-08 13:24:27;29.93
2025-05-08 13:24:26;76.93
2025-05-08 13:24:25;84.18
2025-05-08 13:24:24;76.93
2025-05-08 13:24:23;14.93
2025-05-08 13:24:22;81.43
2025-05-08 13:24:21;95.93
2025-05-08 13:24:20;72.43
2025-05-08 13:24:19;48.43
2025-05-08 13:24:18;81.43
2025-05-08 13:24:17;23.68
2025-05-08 13:24:16;85.68
2025-05-08 13:24:15;25.93
2025-05-08 13:24:14;6.93
2025-05-08 13:24:13;54.43
2025-05-08 13:24:12;70.18
2025-05-08 13:24:11;17.68
2025-05-08 13:24:10;46.18
2025-05-08 13:24:09;91.43
2025-05-08 13:24:08;0.93
2025-05-08 13:24:07;17.68
2025-05-08 13:24:06;57.93
2025-05-08 13:24:05;22.18
2025-05-08 13:24:04;58.93
2025-05-08 13:24:03;23.18
2025-05-08 13:24:02;44.93
2025-05-08 13:24:01;82.93
2025-05-08 13:24:00;28.18
2025-05-08 13:23:59;47.18
2025-05-08 13:23:58;92.43
2025-05-08 13:23:57;29.93
2025-05-08 13:23:56;3.68
2025-05-08 13:23:55;3.68
2025-05-08 13:23:54;10.93
2025-05-08 13:23:53;15.93
2025-05-08 13:23:52;66.18
2025-05-08 13:23:51;20.43
2025-05-08 13:23:50;84.68
2025-05-08 13:23:49;94.18
2025-05-08 13:23:48;58.43
2025-05-08 13:23:47;20.43
2025-05-08 13:23:46;42.18
2025-05-08 13:23:45;28.68
2025-05-08 13:23:44;64.93
2025-05-08 13:23:43;0.68
2025-05-08 13:23:42;2.43
2025-05-08 13:23:41;87.93
2025-05-08 13:23:40;9.18
2025-05-08 13:23:39;30.43
2025-05-08 13:23:38;18.18
2025-05-08 13:23:37;34.93
2025-05-08 13:23:36;20.43
2025-05-08 13:23:35;56.68
2025-05-08 13:23:34;66.18
2025-05-08 13:23:33;63.43
2025-05-08 13:23:32;42.18
2025-05-08 13:23:31;96.93
2025-05-08 13:23:30;75.68
2025-05-08 13:23:29;9.18
2025-05-08 13:23:28;56.18
2025-05-08 13:23:27;53.93
2025-05-08 13:23:26;39.93
2025-05-08 13:23:25;18.18
2025-05-08 13:23:24;94.68
2025-05-08 13:23:23;4.18
2025-05-08 13:23:22;4.18
2025-05-08 13:23:21;96.93
2025-05-08 13:23:20;92.43
2025-05-08 13:23:19;28.68
2025-05-08 13:23:18;75.68
2025-05-08 13:23:17;73.43
2025-05-08 13:23:16;61.68
2025-05-08 13:23:15;44.93
2025-05-08 13:23:14;23.68
2025-05-08 13:23:13;88.43
2025-05-08 13:23:12;8.43
2025-05-08 13:23:11;46.93
2025-05-08 13:23:10;73.18
2025-05-08 13:23:09;67.18
2025-05-08 13:23:08;5.68
2025-05-08 13:23:07;57.68
2025-05-08 13:23:06;52.68
2025-05-08 13:23:05;40.43
2025-05-08 13:23:04;7.43
2025-05-08 13:23:03;71.68
2025-05-08 13:23:02;66.68
2025-05-08 13:23:01;6.93
2025-05-08 13:23:00;45.43
2025-05-08 13:22:59;0.18
2025-05-08 13:22:58;9.68
2025-05-08 13:22:57;73.43
2025-05-08 13:22:56;54.93
2025-05-08 13:22:55;97.43
2025-05-08 13:22:54;11.93
2025-05-08 13:22:53;9.68
2025-05-08 13:22:52;26.43
2025-05-08 13:22:51;57.68
2025-05-08 13:22:50;47.68
2025-05-08 13:22:49;0.18
2025-05-08 13:22:48;97.93
2025-05-08 13:22:47;90.68
2025-05-08 13:22:46;33.68
2025-05-08 13:22:45;57.68
2025-05-08 13:22:44;62.18
2025-05-08 13:22:43;97.93
2025-05-08 13:22:42;27.93
2025-05-08 13:22:41;45.93
2025-05-08 13:22:40;65.93
2025-05-08 13:22:39;32.43
2025-05-08 13:22:38;39.18
2025-05-08 13:22:37;43.18
2025-05-08 13:22:36;73.93
2025-05-08 13:22:35;72.18
2025-05-08 13:22:34;74.93
2025-05-08 13:22:33;24.18
2025-05-08 13:22:32;69.43
2025-05-08 13:22:31;88.93
2025-05-08 13:22:30;29.18
2025-05-08 13:22:29;55.43
2025-05-08 13:22:28;88.93
2025-05-08 13:22:27;50.93
2025-05-08 13:22:26;81.68
2025-05-08 13:22:25;17.43
2025-05-08 13:22:24;77.18
2025-05-08 13:22:23;62.68
2025-05-08 13:22:22;86.68
2025-05-08 13:22:21;56.43
2025-05-08 13:22:20;8.93
2025-05-08 13:22:19;20.18
2025-05-08 13:22:18;94.93
2025-05-08 13:22:17;54.18
2025-05-08 13:22:16;18.43
2025-05-08 13:22:15;18.43
2025-05-08 13:22:14;94.43
2025-05-08 13:22:13;41.43
