Fecha y Hora;KV-5012 - Válvula refrigeración E-501 (1/2)
2025-05-08 13:27:39;67880.00
2025-05-08 13:27:38;34880.00
2025-05-08 13:27:37;96880.00
2025-05-08 13:27:36;18630.00
2025-05-08 13:27:35;23130.00
2025-05-08 13:27:34;71130.00
2025-05-08 13:27:33;11380.00
2025-05-08 13:27:32;58380.00
2025-05-08 13:27:31;23130.00
2025-05-08 13:27:30;78880.00
2025-05-08 13:27:29;90630.00
2025-05-08 13:27:28;64380.00
2025-05-08 13:27:27;24130.00
2025-05-08 13:27:26;63880.00
2025-05-08 13:27:25;79380.00
2025-05-08 13:27:24;63880.00
2025-05-08 13:27:23;21880.00
2025-05-08 13:27:22;68880.00
2025-05-08 13:27:21;4130.00
2025-05-08 13:27:20;44880.00
2025-05-08 13:27:19;90130.00
2025-05-08 13:27:18;1880.00
2025-05-08 13:27:17;87380.00
2025-05-08 13:27:16;33130.00
2025-05-08 13:27:15;40380.00
2025-05-08 13:27:14;71130.00
2025-05-08 13:27:13;40380.00
2025-05-08 13:27:12;96880.00
2025-05-08 13:27:11;30380.00
2025-05-08 13:27:10;83380.00
2025-05-08 13:27:09;11380.00
2025-05-08 13:27:08;85630.00
2025-05-08 13:27:07;49880.00
2025-05-08 13:27:06;78380.00
2025-05-08 13:27:05;58880.00
2025-05-08 13:27:04;11380.00
2025-05-08 13:27:03;23630.00
2025-05-08 13:27:02;95130.00
2025-05-08 13:27:01;33130.00
2025-05-08 13:27:00;61630.00
2025-05-08 13:26:59;9130.00
2025-05-08 13:26:58;47130.00
2025-05-08 13:26:57;42630.00
2025-05-08 13:26:56;52130.00
2025-05-08 13:26:55;63880.00
2025-05-08 13:26:54;63630.00
2025-05-08 13:26:53;41380.00
2025-05-08 13:26:52;32380.00
2025-05-08 13:26:51;50380.00
2025-05-08 13:26:50;64380.00
2025-05-08 13:26:49;21380.00
2025-05-08 13:26:48;49880.00
2025-05-08 13:26:47;86130.00
2025-05-08 13:26:46;30880.00
2025-05-08 13:26:45;71630.00
2025-05-08 13:26:44;11880.00
2025-05-08 13:26:43;67130.00
2025-05-08 13:26:42;19630.00
2025-05-08 13:26:41;14630.00
2025-05-08 13:26:40;2880.00
2025-05-08 13:26:39;21880.00
2025-05-08 13:26:38;63130.00
2025-05-08 13:26:37;30130.00
2025-05-08 13:26:36;98880.00
2025-05-08 13:26:35;88880.00
2025-05-08 13:26:34;26880.00
2025-05-08 13:26:33;79380.00
2025-05-08 13:26:32;29130.00
2025-05-08 13:26:31;78880.00
2025-05-08 13:26:30;26880.00
2025-05-08 13:26:29;7880.00
2025-05-08 13:26:28;17380.00
2025-05-08 13:26:27;10130.00
2025-05-08 13:26:26;86130.00
2025-05-08 13:26:25;62130.00
2025-05-08 13:26:24;26380.00
2025-05-08 13:26:23;34130.00
2025-05-08 13:26:22;13880.00
2025-05-08 13:26:21;64130.00
2025-05-08 13:26:20;97130.00
2025-05-08 13:26:19;53630.00
2025-05-08 13:26:18;55880.00
2025-05-08 13:26:17;98380.00
2025-05-08 13:26:16;22380.00
2025-05-08 13:26:15;50880.00
2025-05-08 13:26:14;77130.00
2025-05-08 13:26:13;31880.00
2025-05-08 13:26:12;29630.00
2025-05-08 13:26:11;20130.00
2025-05-08 13:26:10;84380.00
2025-05-08 13:26:09;46380.00
2025-05-08 13:26:08;10630.00
2025-05-08 13:26:07;91630.00
2025-05-08 13:26:06;98380.00
2025-05-08 13:26:05;69880.00
2025-05-08 13:26:04;41880.00
2025-05-08 13:26:03;58130.00
2025-05-08 13:26:02;50880.00
2025-05-08 13:26:01;67630.00
2025-05-08 13:26:00;53130.00
2025-05-08 13:25:59;88880.00
2025-05-08 13:25:58;27380.00
2025-05-08 13:25:57;70380.00
2025-05-08 13:25:56;55880.00
2025-05-08 13:25:55;79880.00
2025-05-08 13:25:54;17880.00
2025-05-08 13:25:53;1130.00
2025-05-08 13:25:52;46380.00
2025-05-08 13:25:51;87130.00
2025-05-08 13:25:50;21130.00
2025-05-08 13:25:49;55130.00
2025-05-08 13:25:48;2630.00
